#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-16T17:42:41 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-16T17:42:41	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/AJ/136/2563/table4&-out.max=99999&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51362563
#Name: J/AJ/136/2563
#Title: HI Nearby Galaxy Survey, THINGS (Walter+, 2008)
#INFO	ivoid=ivo://cds.vizier/j/aj/136/2563	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/136/2563	    IVOID of underlying data collection
#INFO	creator=Walter F.	    First author or institution
#INFO	cites=bibcode:2008AJ....136.2563W	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2008	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/136/2563	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51362563	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-07-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_136_2563_table4:
#Name: J/AJ/136/2563/table4
#Title: HI spectra based on the blanked natural weighted cubes
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(A8)	Galaxy name	[ucd=meta.id;meta.main]
#Column	Vel	(F9.3)	Velocity	[ucd=spect.dopplerVeloc]
#Column	SHI	(E11.4)	? HI flux density	[ucd=phot.flux.density;em.radio.750-1500MHz]
recno	Name	Vel	SHI
    1069	NGC 3077	 -120.400	
    1070	NGC 3077	 -123.000	
    1071	NGC 3077	 -125.600	
    1072	NGC 3077	 -128.200	
    1073	NGC 3077	 -130.700	
    1074	NGC 3077	 -133.300	
    1075	NGC 3077	 -135.900	
    1076	NGC 3077	 -138.500	
    1077	NGC 3077	 -141.000	
    1078	NGC 3077	 -143.600	
    1079	NGC 3077	 -146.200	
    1080	NGC 3077	 -148.800	
    1081	NGC 3077	 -151.300	
    1082	NGC 3077	 -153.900	
    1083	NGC 3077	 -156.500	
    1084	NGC 3184	  682.600	
    1085	NGC 3184	  680.000	
    1086	NGC 3184	  677.400	 8.3126e-03
    1087	NGC 3184	  674.800	 2.9775e-02
    1088	NGC 3184	  672.200	 6.3424e-02
    1089	NGC 3184	  669.600	 8.8583e-02
    1090	NGC 3184	  667.000	 1.3760e-01
    1091	NGC 3184	  664.400	 2.1481e-01
    1092	NGC 3184	  661.900	 2.8667e-01
    1093	NGC 3184	  659.300	 3.9247e-01
    1094	NGC 3184	  656.700	 5.4787e-01
    1095	NGC 3184	  654.100	 6.8681e-01
    1096	NGC 3184	  651.500	 8.0743e-01
    1097	NGC 3184	  648.900	 9.0492e-01
    1098	NGC 3184	  646.300	 9.4518e-01
    1099	NGC 3184	  643.700	 9.6639e-01
    1100	NGC 3184	  641.200	 9.3582e-01
    1101	NGC 3184	  638.600	 8.9450e-01
    1102	NGC 3184	  636.000	 8.4615e-01
    1103	NGC 3184	  633.400	 7.9985e-01
    1104	NGC 3184	  630.800	 7.5552e-01
    1105	NGC 3184	  628.200	 7.2560e-01
    1106	NGC 3184	  625.600	 6.9457e-01
    1107	NGC 3184	  623.000	 6.8159e-01
    1108	NGC 3184	  620.500	 6.5606e-01
    1109	NGC 3184	  617.900	 6.4603e-01
    1110	NGC 3184	  615.300	 6.2153e-01
    1111	NGC 3184	  612.700	 6.0940e-01
    1112	NGC 3184	  610.100	 5.9426e-01
    1113	NGC 3184	  607.500	 5.9798e-01
    1114	NGC 3184	  604.900	 6.1428e-01
    1115	NGC 3184	  602.300	 6.0089e-01
    1116	NGC 3184	  599.800	 6.1133e-01
    1117	NGC 3184	  597.200	 6.2878e-01
    1118	NGC 3184	  594.600	 6.2390e-01
    1119	NGC 3184	  592.000	 6.5129e-01
    1120	NGC 3184	  589.400	 6.4077e-01
    1121	NGC 3184	  586.800	 6.6854e-01
    1122	NGC 3184	  584.200	 6.8929e-01
    1123	NGC 3184	  581.700	 6.9474e-01
    1124	NGC 3184	  579.100	 7.0786e-01
    1125	NGC 3184	  576.500	 7.2945e-01
    1126	NGC 3184	  573.900	 7.3475e-01
    1127	NGC 3184	  571.300	 7.4743e-01
    1128	NGC 3184	  568.700	 7.5015e-01
    1129	NGC 3184	  566.100	 7.6052e-01
    1130	NGC 3184	  563.600	 7.8665e-01
    1131	NGC 3184	  561.000	 8.1048e-01
    1132	NGC 3184	  558.400	 8.5024e-01
    1133	NGC 3184	  555.800	 8.8107e-01
    1134	NGC 3184	  553.200	 9.1326e-01
    1135	NGC 3184	  550.600	 9.5738e-01
    1136	NGC 3184	  548.000	 9.9528e-01
    1137	NGC 3184	  545.500	 1.0167e+00
    1138	NGC 3184	  542.900	 1.0493e+00
    1139	NGC 3184	  540.300	 1.0364e+00
    1140	NGC 3184	  537.700	 9.7733e-01
    1141	NGC 3184	  535.100	 8.7529e-01
    1142	NGC 3184	  532.500	 7.1962e-01
    1143	NGC 3184	  529.900	 5.6752e-01
    1144	NGC 3184	  527.400	 4.3246e-01
    1145	NGC 3184	  524.800	 3.2215e-01
    1146	NGC 3184	  522.200	 2.3351e-01
    1147	NGC 3184	  519.600	 1.4864e-01
    1148	NGC 3184	  517.000	 8.9833e-02
    1149	NGC 3184	  514.400	 6.3236e-02
    1150	NGC 3184	  511.800	 2.6082e-02
    1151	NGC 3184	  509.300	 1.4756e-02
    1152	NGC 3184	  506.700	 1.6645e-02
    1153	NGC 3184	  504.100	 7.1320e-03
    1154	NGC 3184	  501.500	
    1155	NGC 3184	  498.900	
    1156	NGC 3198	  844.600	
    1157	NGC 3198	  839.100	
    1158	NGC 3198	  833.900	 9.8377e-03
    1159	NGC 3198	  828.700	 2.7330e-02
    1160	NGC 3198	  823.500	 8.5942e-02
    1161	NGC 3198	  818.300	 2.1653e-01
    1162	NGC 3198	  813.200	 4.4371e-01
    1163	NGC 3198	  808.000	 7.6996e-01
    1164	NGC 3198	  802.800	 1.0623e+00
    1165	NGC 3198	  797.600	 1.2032e+00
    1166	NGC 3198	  792.400	 1.1806e+00
    1167	NGC 3198	  787.300	 1.1166e+00
    1168	NGC 3198	  782.100	 1.0099e+00
    1169	NGC 3198	  776.900	 9.0360e-01
    1170	NGC 3198	  771.700	 8.2928e-01
    1171	NGC 3198	  766.500	 7.8583e-01
    1172	NGC 3198	  761.400	 7.7873e-01
    1173	NGC 3198	  756.200	 7.5083e-01
    1174	NGC 3198	  751.000	 7.2620e-01
    1175	NGC 3198	  745.800	 7.1064e-01
    1176	NGC 3198	  740.700	 7.0620e-01
    1177	NGC 3198	  735.500	 6.8328e-01
    1178	NGC 3198	  730.300	 6.5546e-01
    1179	NGC 3198	  725.100	 6.5947e-01
    1180	NGC 3198	  719.900	 6.7475e-01
    1181	NGC 3198	  714.800	 6.6505e-01
    1182	NGC 3198	  709.600	 6.4902e-01
    1183	NGC 3198	  704.400	 6.4614e-01
    1184	NGC 3198	  699.200	 6.2638e-01
    1185	NGC 3198	  694.100	 6.1181e-01
    1186	NGC 3198	  688.900	 5.9757e-01
    1187	NGC 3198	  683.700	 5.9040e-01
    1188	NGC 3198	  678.500	 5.9448e-01
    1189	NGC 3198	  673.400	 5.8614e-01
    1190	NGC 3198	  668.200	 5.8987e-01
    1191	NGC 3198	  663.000	 5.7366e-01
    1192	NGC 3198	  657.800	 5.5560e-01
    1193	NGC 3198	  652.700	 5.4757e-01
    1194	NGC 3198	  647.500	 5.3713e-01
    1195	NGC 3198	  642.300	 5.2049e-01
    1196	NGC 3198	  637.100	 5.1250e-01
    1197	NGC 3198	  632.000	 5.0872e-01
    1198	NGC 3198	  626.800	 5.1533e-01
    1199	NGC 3198	  621.600	 5.1293e-01
    1200	NGC 3198	  616.400	 5.2843e-01
    1201	NGC 3198	  611.300	 5.4977e-01
    1202	NGC 3198	  606.100	 5.7384e-01
    1203	NGC 3198	  600.900	 6.1357e-01
    1204	NGC 3198	  595.700	 6.3790e-01
    1205	NGC 3198	  590.600	 6.3959e-01
    1206	NGC 3198	  585.400	 6.4027e-01
    1207	NGC 3198	  580.200	 6.4597e-01
    1208	NGC 3198	  575.100	 6.4944e-01
    1209	NGC 3198	  569.900	 6.8489e-01
    1210	NGC 3198	  564.700	 7.1160e-01
    1211	NGC 3198	  559.500	 7.4579e-01
    1212	NGC 3198	  554.400	 7.8986e-01
    1213	NGC 3198	  549.200	 8.3666e-01
    1214	NGC 3198	  544.000	 9.0899e-01
    1215	NGC 3198	  538.900	 1.0268e+00
    1216	NGC 3198	  533.700	 1.1328e+00
    1217	NGC 3198	  528.500	 1.1980e+00
    1218	NGC 3198	  523.300	 1.1556e+00
    1219	NGC 3198	  518.200	 9.1504e-01
    1220	NGC 3198	  513.000	 6.1619e-01
    1221	NGC 3198	  507.800	 3.4466e-01
    1222	NGC 3198	  502.700	 1.7692e-01
    1223	NGC 3198	  497.500	 7.2184e-02
    1224	NGC 3198	  492.300	 2.5288e-02
    1225	NGC 3198	  487.200	 4.5218e-03
    1226	NGC 3198	  482.000	
    1227	NGC 3198	  476.800	
    1228	NGC 3351	  966.600	
    1229	NGC 3351	  961.400	
    1230	NGC 3351	  956.200	
    1231	NGC 3351	  951.100	
    1232	NGC 3351	  945.900	
    1233	NGC 3351	  940.700	
    1234	NGC 3351	  935.500	 2.1349e-03
    1235	NGC 3351	  930.300	 6.6975e-03
    1236	NGC 3351	  925.100	 1.8666e-02
    1237	NGC 3351	  919.900	 5.0481e-02
    1238	NGC 3351	  914.700	 1.1489e-01
    1239	NGC 3351	  909.500	 2.5099e-01
    1240	NGC 3351	  904.300	 3.4168e-01
    1241	NGC 3351	  899.200	 3.5901e-01
    1242	NGC 3351	  894.000	 3.2308e-01
    1243	NGC 3351	  888.800	 2.8803e-01
    1244	NGC 3351	  883.600	 2.3582e-01
    1245	NGC 3351	  878.400	 2.1711e-01
    1246	NGC 3351	  873.200	 1.9931e-01
    1247	NGC 3351	  868.100	 1.8528e-01
    1248	NGC 3351	  862.900	 1.7372e-01
    1249	NGC 3351	  857.700	 1.5949e-01
    1250	NGC 3351	  852.500	 1.6081e-01
    1251	NGC 3351	  847.300	 1.5421e-01
    1252	NGC 3351	  842.100	 1.4502e-01
    1253	NGC 3351	  837.000	 1.3241e-01
    1254	NGC 3351	  831.800	 1.3499e-01
    1255	NGC 3351	  826.600	 1.2298e-01
    1256	NGC 3351	  821.400	 1.1058e-01
    1257	NGC 3351	  816.200	 1.0956e-01
    1258	NGC 3351	  811.100	 1.2777e-01
    1259	NGC 3351	  805.900	 1.1810e-01
    1260	NGC 3351	  800.700	 1.2149e-01
    1261	NGC 3351	  795.500	 1.3287e-01
    1262	NGC 3351	  790.300	 1.3479e-01
    1263	NGC 3351	  785.200	 1.1768e-01
    1264	NGC 3351	  780.000	 1.1586e-01
    1265	NGC 3351	  774.800	 1.1879e-01
    1266	NGC 3351	  769.600	 1.2176e-01
    1267	NGC 3351	  764.400	 1.2219e-01
    1268	NGC 3351	  759.300	 1.1358e-01
    1269	NGC 3351	  754.100	 1.2474e-01
    1270	NGC 3351	  748.900	 1.2986e-01
    1271	NGC 3351	  743.700	 1.3484e-01
    1272	NGC 3351	  738.500	 1.3420e-01
    1273	NGC 3351	  733.400	 1.2561e-01
    1274	NGC 3351	  728.200	 1.2904e-01
    1275	NGC 3351	  723.000	 1.3367e-01
    1276	NGC 3351	  717.800	 1.3407e-01
    1277	NGC 3351	  712.600	 1.4525e-01
    1278	NGC 3351	  707.500	 1.4682e-01
    1279	NGC 3351	  702.300	 1.6325e-01
    1280	NGC 3351	  697.100	 1.7585e-01
    1281	NGC 3351	  691.900	 1.8405e-01
    1282	NGC 3351	  686.800	 1.8950e-01
    1283	NGC 3351	  681.600	 2.2137e-01
    1284	NGC 3351	  676.400	 2.4687e-01
    1285	NGC 3351	  671.200	 2.5612e-01
    1286	NGC 3351	  666.100	 2.8831e-01
    1287	NGC 3351	  660.900	 3.4796e-01
    1288	NGC 3351	  655.700	 3.5475e-01
    1289	NGC 3351	  650.500	 2.8400e-01
    1290	NGC 3351	  645.400	 1.6340e-01
    1291	NGC 3351	  640.200	 7.4540e-02
    1292	NGC 3351	  635.000	 2.6524e-02
    1293	NGC 3351	  629.800	 1.2088e-02
    1294	NGC 3351	  624.600	
    1295	NGC 3351	  619.400	
    1296	NGC 3351	  614.200	
    1297	NGC 3351	  609.100	
    1298	NGC 3521	 1085.700	
    1299	NGC 3521	 1079.900	
    1300	NGC 3521	 1074.700	
    1301	NGC 3521	 1069.500	
    1302	NGC 3521	 1064.300	
    1303	NGC 3521	 1059.100	
    1304	NGC 3521	 1053.900	 2.6967e-03
    1305	NGC 3521	 1048.700	 1.3538e-02
    1306	NGC 3521	 1043.500	 3.3190e-02
    1307	NGC 3521	 1038.300	 9.1457e-02
    1308	NGC 3521	 1033.100	 1.9076e-01
    1309	NGC 3521	 1027.900	 3.2776e-01
    1310	NGC 3521	 1022.700	 4.7069e-01
    1311	NGC 3521	 1017.500	 5.6868e-01
    1312	NGC 3521	 1012.400	 6.1492e-01
    1313	NGC 3521	 1007.200	 6.5009e-01
    1314	NGC 3521	 1002.000	 7.0454e-01
    1315	NGC 3521	  996.800	 8.3742e-01
    1316	NGC 3521	  991.600	 1.0056e+00
    1317	NGC 3521	  986.400	 1.0859e+00
    1318	NGC 3521	  981.200	 1.0493e+00
    1319	NGC 3521	  976.000	 9.6378e-01
    1320	NGC 3521	  970.900	 8.8484e-01
    1321	NGC 3521	  965.700	 7.9558e-01
    1322	NGC 3521	  960.500	 7.4577e-01
    1323	NGC 3521	  955.300	 7.2774e-01
    1324	NGC 3521	  950.100	 7.1504e-01
    1325	NGC 3521	  944.900	 6.8016e-01
    1326	NGC 3521	  939.700	 6.5004e-01
    1327	NGC 3521	  934.600	 6.0814e-01
    1328	NGC 3521	  929.400	 5.7244e-01
    1329	NGC 3521	  924.200	 5.6086e-01
    1330	NGC 3521	  919.000	 5.5255e-01
    1331	NGC 3521	  913.800	 5.4741e-01
    1332	NGC 3521	  908.600	 5.4335e-01
    1333	NGC 3521	  903.500	 5.1729e-01
    1334	NGC 3521	  898.300	 5.0779e-01
    1335	NGC 3521	  893.100	 4.9842e-01
    1336	NGC 3521	  887.900	 4.8715e-01
    1337	NGC 3521	  882.700	 4.8646e-01
    1338	NGC 3521	  877.500	 4.8436e-01
    1339	NGC 3521	  872.400	 4.8248e-01
    1340	NGC 3521	  867.200	 4.8030e-01
    1341	NGC 3521	  862.000	 4.7811e-01
    1342	NGC 3521	  856.800	 4.8894e-01
    1343	NGC 3521	  851.600	 4.9359e-01
    1344	NGC 3521	  846.400	 5.0481e-01
    1345	NGC 3521	  841.300	 4.9850e-01
    1346	NGC 3521	  836.100	 4.8653e-01
    1347	NGC 3521	  830.900	 4.8385e-01
    1348	NGC 3521	  825.700	 4.8877e-01
    1349	NGC 3521	  820.500	 4.9510e-01
    1350	NGC 3521	  815.300	 4.9649e-01
    1351	NGC 3521	  810.200	 5.2747e-01
    1352	NGC 3521	  805.000	 5.1638e-01
    1353	NGC 3521	  799.800	 5.1336e-01
    1354	NGC 3521	  794.600	 5.1085e-01
    1355	NGC 3521	  789.400	 5.0598e-01
    1356	NGC 3521	  784.300	 5.0178e-01
    1357	NGC 3521	  779.100	 4.9337e-01
    1358	NGC 3521	  773.900	 4.9985e-01
    1359	NGC 3521	  768.700	 5.0479e-01
    1360	NGC 3521	  763.500	 5.1448e-01
    1361	NGC 3521	  758.400	 5.1711e-01
    1362	NGC 3521	  753.200	 5.2313e-01
    1363	NGC 3521	  748.000	 5.3364e-01
    1364	NGC 3521	  742.800	 5.3223e-01
    1365	NGC 3521	  737.700	 5.2877e-01
    1366	NGC 3521	  732.500	 5.3528e-01
    1367	NGC 3521	  727.300	 5.3455e-01
    1368	NGC 3521	  722.100	 5.3377e-01
    1369	NGC 3521	  716.900	 5.1837e-01
    1370	NGC 3521	  711.800	 5.2493e-01
    1371	NGC 3521	  706.600	 5.3398e-01
    1372	NGC 3521	  701.400	 5.3991e-01
    1373	NGC 3521	  696.200	 5.6942e-01
    1374	NGC 3521	  691.100	 5.7932e-01
    1375	NGC 3521	  685.900	 6.2637e-01
    1376	NGC 3521	  680.700	 6.5727e-01
    1377	NGC 3521	  675.500	 7.0552e-01
    1378	NGC 3521	  670.300	 7.6852e-01
    1379	NGC 3521	  665.200	 7.9406e-01
    1380	NGC 3521	  660.000	 7.9244e-01
    1381	NGC 3521	  654.800	 7.6367e-01
    1382	NGC 3521	  649.600	 7.6011e-01
    1383	NGC 3521	  644.500	 7.4378e-01
    1384	NGC 3521	  639.300	 7.6852e-01
    1385	NGC 3521	  634.100	 7.8319e-01
    1386	NGC 3521	  628.900	 8.2170e-01
    1387	NGC 3521	  623.800	 8.4373e-01
    1388	NGC 3521	  618.600	 9.0343e-01
    1389	NGC 3521	  613.400	 9.8704e-01
    1390	NGC 3521	  608.200	 1.0316e+00
    1391	NGC 3521	  603.100	 1.0481e+00
    1392	NGC 3521	  597.900	 1.0310e+00
    1393	NGC 3521	  592.700	 9.3672e-01
    1394	NGC 3521	  587.600	 7.9084e-01
    1395	NGC 3521	  582.400	 6.3886e-01
    1396	NGC 3521	  577.200	 4.8973e-01
    1397	NGC 3521	  572.000	 3.6154e-01
    1398	NGC 3521	  566.900	 2.5681e-01
    1399	NGC 3521	  561.700	 1.5921e-01
    1400	NGC 3521	  556.500	 7.8403e-02
    1401	NGC 3521	  551.300	 3.3749e-02
    1402	NGC 3521	  546.200	 1.1096e-02
    1403	NGC 3521	  541.000	
    1404	NGC 3521	  535.800	
    1405	NGC 3521	  530.600	
    1406	NGC 3521	  525.400	
    1407	NGC 3621	  923.100	
    1408	NGC 3621	  917.900	
    1409	NGC 3621	  912.700	
    1410	NGC 3621	  907.600	
    1411	NGC 3621	  902.400	
    1412	NGC 3621	  897.200	 2.2370e-02
    1413	NGC 3621	  892.000	 6.1857e-02
    1414	NGC 3621	  886.800	 1.4639e-01
    1415	NGC 3621	  881.600	 3.2725e-01
    1416	NGC 3621	  876.400	 4.9872e-01
    1417	NGC 3621	  871.300	 9.0228e-01
    1418	NGC 3621	  866.100	 1.3466e+00
    1419	NGC 3621	  860.900	 1.9606e+00
    1420	NGC 3621	  855.700	 2.6445e+00
    1421	NGC 3621	  850.500	 3.1232e+00
    1422	NGC 3621	  845.400	 3.1679e+00
    1423	NGC 3621	  840.200	 3.0062e+00
    1424	NGC 3621	  835.000	 2.7742e+00
    1425	NGC 3621	  829.800	 2.5719e+00
    1426	NGC 3621	  824.600	 2.3815e+00
    1427	NGC 3621	  819.500	 2.3482e+00
    1428	NGC 3621	  814.300	 2.3323e+00
    1429	NGC 3621	  809.100	 2.3722e+00
    1430	NGC 3621	  803.900	 2.3872e+00
    1431	NGC 3621	  798.700	 2.3421e+00
    1432	NGC 3621	  793.500	 2.3006e+00
    1433	NGC 3621	  788.400	 2.2346e+00
    1434	NGC 3621	  783.200	 2.2026e+00
    1435	NGC 3621	  778.000	 2.1632e+00
    1436	NGC 3621	  772.800	 2.2174e+00
    1437	NGC 3621	  767.700	 2.2873e+00
    1438	NGC 3621	  762.500	 2.3100e+00
    1439	NGC 3621	  757.300	 2.2801e+00
    1440	NGC 3621	  752.100	 2.2491e+00
    1441	NGC 3621	  746.900	 2.2475e+00
    1442	NGC 3621	  741.800	 2.1651e+00
    1443	NGC 3621	  736.600	 2.0678e+00
    1444	NGC 3621	  731.400	 2.1078e+00
    1445	NGC 3621	  726.200	 2.1128e+00
    1446	NGC 3621	  721.000	 2.1828e+00
    1447	NGC 3621	  715.900	 2.1825e+00
    1448	NGC 3621	  710.700	 2.2266e+00
    1449	NGC 3621	  705.500	 2.1667e+00
    1450	NGC 3621	  700.300	 2.1660e+00
    1451	NGC 3621	  695.200	 2.0611e+00
    1452	NGC 3621	  690.000	 2.1144e+00
    1453	NGC 3621	  684.800	 2.0737e+00
    1454	NGC 3621	  679.600	 2.0979e+00
    1455	NGC 3621	  674.500	 2.1597e+00
    1456	NGC 3621	  669.300	 2.2439e+00
    1457	NGC 3621	  664.100	 2.1850e+00
    1458	NGC 3621	  658.900	 2.1489e+00
    1459	NGC 3621	  653.800	 2.2194e+00
    1460	NGC 3621	  648.600	 2.2593e+00
    1461	NGC 3621	  643.400	 2.3181e+00
    1462	NGC 3621	  638.200	 2.3928e+00
    1463	NGC 3621	  633.100	 2.5269e+00
    1464	NGC 3621	  627.900	 2.7042e+00
    1465	NGC 3621	  622.700	 3.0444e+00
    1466	NGC 3621	  617.500	 3.3303e+00
    1467	NGC 3621	  612.400	 3.4705e+00
    1468	NGC 3621	  607.200	 3.3576e+00
    1469	NGC 3621	  602.000	 2.9412e+00
    1470	NGC 3621	  596.800	 2.2829e+00
    1471	NGC 3621	  591.700	 1.4517e+00
    1472	NGC 3621	  586.500	 7.7306e-01
    1473	NGC 3621	  581.300	 3.2437e-01
    1474	NGC 3621	  576.200	 6.0389e-02
    1475	NGC 3621	  571.000	
    1476	NGC 3621	  565.800	
    1477	NGC 3621	  560.700	
    1478	NGC 3621	  555.500	
    1479	NGC 3627	  947.800	
    1480	NGC 3627	  942.600	
    1481	NGC 3627	  937.400	 2.7647e-03
    1482	NGC 3627	  932.200	 6.4000e-03
    1483	NGC 3627	  927.000	 1.2311e-02
    1484	NGC 3627	  921.800	 1.6815e-02
    1485	NGC 3627	  916.600	 2.5469e-02
    1486	NGC 3627	  911.500	 3.3891e-02
    1487	NGC 3627	  906.300	 4.8284e-02
    1488	NGC 3627	  901.100	 6.5615e-02
    1489	NGC 3627	  895.900	 8.3295e-02
    1490	NGC 3627	  890.700	 1.0384e-01
    1491	NGC 3627	  885.500	 1.2694e-01
    1492	NGC 3627	  880.400	 1.4878e-01
    1493	NGC 3627	  875.200	 1.6147e-01
    1494	NGC 3627	  870.000	 1.6514e-01
    1495	NGC 3627	  864.800	 1.5744e-01
    1496	NGC 3627	  859.600	 1.5123e-01
    1497	NGC 3627	  854.400	 1.5087e-01
    1498	NGC 3627	  849.300	 1.4250e-01
    1499	NGC 3627	  844.100	 1.2641e-01
    1500	NGC 3627	  838.900	 1.2192e-01
    1501	NGC 3627	  833.700	 1.1894e-01
    1502	NGC 3627	  828.500	 1.2121e-01
    1503	NGC 3627	  823.300	 1.1854e-01
    1504	NGC 3627	  818.200	 1.1072e-01
    1505	NGC 3627	  813.000	 1.0903e-01
    1506	NGC 3627	  807.800	 1.1628e-01
    1507	NGC 3627	  802.600	 1.1139e-01
    1508	NGC 3627	  797.400	 1.0558e-01
    1509	NGC 3627	  792.300	 1.0649e-01
    1510	NGC 3627	  787.100	 1.1267e-01
    1511	NGC 3627	  781.900	 1.0480e-01
    1512	NGC 3627	  776.700	 1.0571e-01
    1513	NGC 3627	  771.500	 9.7901e-02
    1514	NGC 3627	  766.400	 9.1009e-02
    1515	NGC 3627	  761.200	 9.7027e-02
    1516	NGC 3627	  756.000	 9.2763e-02
    1517	NGC 3627	  750.800	 8.0674e-02
    1518	NGC 3627	  745.700	 8.0957e-02
    1519	NGC 3627	  740.500	 8.0193e-02
    1520	NGC 3627	  735.300	 9.0796e-02
    1521	NGC 3627	  730.100	 8.0281e-02
    1522	NGC 3627	  724.900	 8.2858e-02
    1523	NGC 3627	  719.800	 8.9515e-02
    1524	NGC 3627	  714.600	 9.9819e-02
    1525	NGC 3627	  709.400	 1.0024e-01
    1526	NGC 3627	  704.200	 1.0066e-01
    1527	NGC 3627	  699.100	 9.8584e-02
    1528	NGC 3627	  693.900	 1.0101e-01
    1529	NGC 3627	  688.700	 9.1383e-02
    1530	NGC 3627	  683.500	 9.8077e-02
    1531	NGC 3627	  678.300	 9.6497e-02
    1532	NGC 3627	  673.200	 9.4877e-02
    1533	NGC 3627	  668.000	 1.0851e-01
    1534	NGC 3627	  662.800	 9.8980e-02
    1535	NGC 3627	  657.600	 1.0360e-01
    1536	NGC 3627	  652.500	 9.2377e-02
    1537	NGC 3627	  647.300	 9.1972e-02
    1538	NGC 3627	  642.100	 1.0067e-01
    1539	NGC 3627	  636.900	 1.0373e-01
    1540	NGC 3627	  631.800	 1.0417e-01
    1541	NGC 3627	  626.600	 1.1005e-01
    1542	NGC 3627	  621.400	 1.1620e-01
    1543	NGC 3627	  616.200	 1.1234e-01
    1544	NGC 3627	  611.100	 1.1234e-01
    1545	NGC 3627	  605.900	 1.1304e-01
    1546	NGC 3627	  600.700	 1.1339e-01
    1547	NGC 3627	  595.500	 1.0670e-01
    1548	NGC 3627	  590.400	 1.0768e-01
    1549	NGC 3627	  585.200	 1.1391e-01
    1550	NGC 3627	  580.000	 1.1666e-01
    1551	NGC 3627	  574.900	 1.1837e-01
    1552	NGC 3627	  569.700	 1.2047e-01
    1553	NGC 3627	  564.500	 1.1910e-01
    1554	NGC 3627	  559.300	 1.1111e-01
    1555	NGC 3627	  554.200	 9.3319e-02
    1556	NGC 3627	  549.000	 7.5827e-02
    1557	NGC 3627	  543.800	 5.7714e-02
    1558	NGC 3627	  538.700	 4.3976e-02
    1559	NGC 3627	  533.500	 3.4598e-02
    1560	NGC 3627	  528.300	 2.8051e-02
    1561	NGC 3627	  523.100	 2.4845e-02
    1562	NGC 3627	  518.000	 1.6193e-02
    1563	NGC 3627	  512.800	 1.1307e-02
    1564	NGC 3627	  507.600	 7.8891e-03
    1565	NGC 3627	  502.500	 5.8279e-03
    1566	NGC 3627	  497.300	
    1567	NGC 4214	  355.500	 9.4942e-03
    1568	NGC 4214	  354.300	 2.8563e-02
    1569	NGC 4214	  353.000	 3.7537e-02
    1570	NGC 4214	  351.700	 5.9542e-02
    1571	NGC 4214	  350.400	 7.4108e-02
    1572	NGC 4214	  349.100	 1.0672e-01
    1573	NGC 4214	  347.800	 1.4743e-01
    1574	NGC 4214	  346.500	 1.7451e-01
    1575	NGC 4214	  345.200	 2.2097e-01
    1576	NGC 4214	  343.900	 2.8211e-01
    1577	NGC 4214	  342.600	 3.3415e-01
    1578	NGC 4214	  341.300	 3.7706e-01
    1579	NGC 4214	  340.100	 4.3858e-01
    1580	NGC 4214	  338.800	 5.0172e-01
    1581	NGC 4214	  337.500	 5.7882e-01
    1582	NGC 4214	  336.200	 6.4657e-01
    1583	NGC 4214	  334.900	 7.3728e-01
    1584	NGC 4214	  333.600	 8.2256e-01
    1585	NGC 4214	  332.300	 9.2595e-01
    1586	NGC 4214	  331.000	 1.0535e+00
    1587	NGC 4214	  329.700	 1.1326e+00
    1588	NGC 4214	  328.400	 1.2663e+00
    1589	NGC 4214	  327.100	 1.4098e+00
    1590	NGC 4214	  325.900	 1.5582e+00
    1591	NGC 4214	  324.600	 1.6626e+00
    1592	NGC 4214	  323.300	 1.7803e+00
    1593	NGC 4214	  322.000	 1.9258e+00
    1594	NGC 4214	  320.700	 2.0453e+00
    1595	NGC 4214	  319.400	 2.1891e+00
    1596	NGC 4214	  318.100	 2.3424e+00
    1597	NGC 4214	  316.800	 2.4733e+00
    1598	NGC 4214	  315.500	 2.5742e+00
    1599	NGC 4214	  314.200	 2.6471e+00
    1600	NGC 4214	  312.900	 2.7111e+00
    1601	NGC 4214	  311.700	 2.7503e+00
    1602	NGC 4214	  310.400	 2.7742e+00
    1603	NGC 4214	  309.100	 2.7640e+00
    1604	NGC 4214	  307.800	 2.7956e+00
