#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-16T17:48:21 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-16T17:48:21	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/276/59/table7&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22760059
#Name: J/ApJS/276/59
#Title: The DiskMass Survey (DMS). XI. Full Ha sample (Swaters+, 2025)
#INFO	ivoid=ivo://cds.vizier/j/apjs/276/59	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/276/59	    IVOID of underlying data collection
#INFO	creator=Swaters R.A.	    First author or institution
#INFO	cites=bibcode:2025ApJS..276...59S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2025	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/276/59	    Dataset landing page
#INFO	publication_date=2026-02-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_276_59_table7:
#Name: J/ApJS/276/59/table7
#Title: H{alpha} data table for individual fiber measurements
#Column	UGC	(I5)	[16/12808] UGC galaxy identifier	[ucd=meta.id;meta.main]
#Column	R	(A3)	Run code (1)	[ucd=meta.id;obs]
#Column	N	(I1)	[1/5] Night during the observing run	[ucd=meta.note]
#Column	P	(I1)	[1/4] SparsePak pointing	[ucd=obs.field]
#Column	A	(I2)	[1/82] SparsePak fiber aperture	[ucd=instr.fov]
#Column	C	(I1)	[1/9] Fitting code (2)	[ucd=meta.code]
#Column	oRA	(F5.1)	[-70.5/38.7] East-West offset of fiber aperture (3)	[ucd=pos.eq.ra;arith.diff]
#Column	oDE	(F5.1)	[-47/62.5] North-South offset of fiber aperture (3)	[ucd=pos.eq.dec;arith.diff]
#Column	EWg	(F6.1)	[-0.2/1167]? H{alpha} emission equivalent width from sum of Gaussian line parameters	[ucd=spect.line.eqWidth]
#Column	EWsum	(F7.1)	[-0.2/29060]? H{alpha} emission equivalent width from zeroth moment of line emission	[ucd=spect.line.eqWidth]
#Column	logmuN	(F6.2)	[-16.6/-13] Log H{alpha} narrow component surface-brightness (flux within the 4.7" diameter fiber aperture); in erg/s/cm^2^/arcsec^2^	[ucd=phot.mag.sb]
#Column	e_logmuN	(F5.2)	[0/73] Uncertainty in logmuN	[ucd=stat.error;phot.mag.sb]
#Column	VelN	(F6.1)	[-382/348] Narrow component velocity relative to kinematic model galaxy barycenter	[ucd=phys.veloc;arith.diff]
#Column	e_VelN	(F6.1)	[0/5579] Uncertainty in VelN	[ucd=stat.error;phys.veloc;arith.diff]
#Column	sigmaN	(F5.1)	[2.9/142] Narrow component velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_sigmaN	(F5.1)	[0/999] Uncertainty in sigmaN	[ucd=stat.error;phys.veloc.dispersion]
#Column	logmuB	(F6.2)	[-99/-13]? Log H{alpha} broad component surface-brightness; in erg/s/cm^2^/arcsec^2^	[ucd=phot.mag.sb]
#Column	e_logmuB	(F5.2)	[0/13.4]? Uncertainty in logmuB	[ucd=stat.error;phot.mag.sb]
#Column	VelB	(F6.1)	[-487/340]? Broad component velocity relative to the kinematic model galaxy barycenter	[ucd=phys.veloc;arith.diff]
#Column	e_VelB	(F6.1)	[0/1174]? Uncertainty in VelB	[ucd=stat.error;phys.veloc;arith.diff]
#Column	sigmaB	(F5.1)	[0/888]? Broad component velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_sigmaB	(F5.1)	[0/999]? Uncertainty in sigmaB	[ucd=stat.error;phys.veloc.dispersion]
UGC	R	N	P	A	C	oRA	oDE	EWg	EWsum	logmuN	e_logmuN	VelN	e_VelN	sigmaN	e_sigmaN	logmuB	e_logmuB	VelB	e_VelB	sigmaB	e_sigmaB
 6463	R5 	5	1	63	1	-13.7	  7.7	   7.4	    7.0	-15.21	 0.02	 -61.8	   1.0	 20.9	  0.8	      	     	      	      	     	
 6463	R5 	5	1	64	1	-13.7	 -9.2	  10.5	   10.9	-15.08	 0.02	  -4.0	   0.6	 20.2	  0.5	      	     	      	      	     	
 6463	R5 	5	1	65	1	-23.6	  7.7	  13.6	   13.3	-15.16	 0.02	 -59.4	   0.6	 18.6	  0.5	      	     	      	      	     	
 6463	R5 	5	1	67	1	-13.7	-26.1	  16.8	   18.6	-15.34	 0.03	  31.6	   1.2	 20.5	  1.0	      	     	      	      	     	
 6463	R5 	5	1	68	1	-18.6	-17.7	  21.2	   23.4	-15.23	 0.03	  11.9	   1.1	 20.2	  0.9	      	     	      	      	     	
 6463	R5 	5	1	69	1	-18.6	-34.6	  44.9	   49.0	-15.22	 0.02	  34.5	   0.8	 16.7	  0.6	      	     	      	      	     	
 6463	R5 	5	1	71	1	 -8.8	-17.7	  23.7	   23.8	-14.80	 0.01	  38.6	   0.4	 19.7	  0.3	      	     	      	      	     	
 6463	R5 	5	1	73	1	-28.5	 -0.8	  16.3	   16.1	-14.90	 0.01	 -42.7	   0.6	 21.6	  0.5	      	     	      	      	     	
 6463	R5 	5	1	75	1	-28.5	 16.1	  13.8	   12.7	-15.38	 0.03	 -72.6	   1.3	 20.9	  1.1	      	     	      	      	     	
 6463	R5 	5	1	79	1	  1.1	-17.7	  17.2	   17.6	-14.80	 0.01	  67.8	   0.4	 18.4	  0.3	      	     	      	      	     	
 6463	R5 	5	1	81	9	-23.6	-26.1	  -0.2	    8.5	-15.81	 1.93	  15.4	  89.2	 18.2	 81.3	-15.38	 0.39	  61.0	   4.3	261.0	  3.5
 6463	R5 	5	1	82	1	-18.6	 -0.8	   9.9	    9.7	-15.08	 0.02	 -41.9	   0.9	 20.3	  0.7	      	     	      	      	     	
 6463	R5 	5	2	 1	1	  9.6	 -7.5	   6.4	    6.4	-15.00	 0.03	  71.7	   1.2	 21.4	  0.9	      	     	      	      	     	
 6463	R5 	5	2	 4	1	 24.4	  0.9	   9.3	    9.0	-15.32	 0.04	  39.5	   1.6	 20.6	  1.3	      	     	      	      	     	
 6463	R5 	5	2	 5	7	 29.3	  9.4	  -0.2	    9.0	-15.56	 0.07	  21.1	   4.0	 26.8	  3.2	      	     	      	      	     	
 6463	R5 	5	2	 7	7	 24.4	 17.8	  -0.2	    9.2	-15.98	 0.11	   0.8	   2.2	  9.1	  1.8	      	     	      	      	     	
 6463	R5 	5	2	 8	7	 29.3	 -7.5	  -0.2	    2.7	-16.04	 0.12	  53.7	   2.6	 10.6	  2.1	      	     	      	      	     	
 6463	R5 	5	2	11	1	 24.4	-32.9	   9.1	   11.6	-15.75	 0.08	  78.2	   2.6	 15.7	  2.1	      	     	      	      	     	
 6463	R5 	5	2	13	1	 34.2	-16.0	  89.3	   92.0	-14.56	 0.01	  71.5	   0.3	 20.9	  0.2	      	     	      	      	     	
 6463	R5 	5	2	14	1	 29.3	-24.4	  60.8	   64.9	-14.78	 0.01	  76.2	   0.4	 19.6	  0.3	      	     	      	      	     	
 6463	R5 	5	2	17	1	 19.5	 26.2	   8.3	    8.6	-16.00	 0.10	 -20.2	   2.6	 12.6	  2.1	      	     	      	      	     	
 6463	R5 	5	2	18	1	  4.7	 17.8	  18.4	   18.5	-14.77	 0.01	 -52.0	   0.4	 22.6	  0.3	      	     	      	      	     	
 6463	R5 	5	2	19	1	  9.6	 26.2	  15.5	   16.2	-15.43	 0.04	 -34.1	   1.8	 22.1	  1.5	      	     	      	      	     	
 6463	R5 	5	2	20	1	 14.5	 17.8	  11.9	   12.1	-15.22	 0.02	 -17.8	   0.8	 17.9	  0.7	      	     	      	      	     	
 6463	R5 	5	2	21	1	  9.6	  9.4	  31.2	   31.9	-14.43	 0.00	  -9.4	   0.2	 21.5	  0.2	      	     	      	      	     	
 6463	R5 	5	2	23	3	 14.5	  0.9	  21.6	   21.5	-14.80	 0.01	  36.3	   0.3	 16.8	  0.2	-15.08	 0.02	  32.5	   1.3	 31.4	  1.1
 6463	R5 	5	2	24	3	 14.5	-16.0	  25.1	   25.9	-14.90	 0.01	  81.5	   0.4	 16.8	  0.3	-15.40	 0.05	  75.5	   4.1	 37.6	  3.3
 6463	R5 	5	2	25	3	  4.7	-16.0	  23.2	   23.2	-14.83	 0.01	  76.9	   0.3	 16.2	  0.2	-15.18	 0.03	  73.0	   1.7	 31.5	  1.4
 6463	R5 	5	2	26	1	  4.7	 -4.7	   1.8	    1.8	-15.36	 0.03	  57.5	   1.3	 18.1	  1.1	      	     	      	      	     	
 6463	R5 	5	2	27	1	 19.5	  9.4	  20.2	   19.9	-15.02	 0.01	  13.3	   0.6	 18.8	  0.5	      	     	      	      	     	
 6463	R5 	5	2	28	1	 19.5	 -7.5	  20.7	   20.8	-14.83	 0.01	  62.3	   0.4	 19.5	  0.3	      	     	      	      	     	
 6463	R5 	5	2	30	1	 19.5	-24.4	   8.9	    9.1	-15.71	 0.07	  79.3	   3.3	 21.3	  2.7	      	     	      	      	     	
 6463	R5 	5	2	31	3	 -0.2	-13.2	  18.7	   18.7	-14.73	 0.01	  63.1	   0.3	 19.0	  0.2	-15.01	 0.02	  35.3	   2.2	 53.5	  1.7
 6463	R5 	5	2	32	1	  4.7	-32.9	  16.0	   22.3	-15.58	 0.05	  63.1	   1.7	 16.7	  1.4	      	     	      	      	     	
 6463	R5 	5	2	33	7	  9.6	-24.4	  -0.2	    4.6	-15.93	 0.10	  80.3	   4.0	 19.2	  3.3	      	     	      	      	     	
 6463	R5 	5	2	38	1	 -0.2	 26.2	  53.0	   53.3	-14.76	 0.01	 -58.4	   0.3	 18.7	  0.2	      	     	      	      	     	
 6463	R5 	5	2	39	1	-10.1	 26.2	  10.8	    9.3	-15.51	 0.04	 -77.8	   1.6	 20.9	  1.3	      	     	      	      	     	
 6463	R5 	5	2	40	3	 -5.2	 17.8	  33.5	   33.3	-14.75	 0.01	 -74.2	   0.3	 18.2	  0.2	-15.29	 0.04	 -64.4	   3.5	 46.0	  2.8
 6463	R5 	5	2	41	7	  4.7	  0.9	  -0.2	    0.2	-15.85	 0.12	  14.5	   6.0	 23.9	  4.9	      	     	      	      	     	
 6463	R5 	5	2	42	1	 -0.2	  9.4	   5.9	    6.0	-14.95	 0.01	 -62.7	   0.5	 20.2	  0.4	      	     	      	      	     	
 6463	R5 	5	2	43	1	 -5.2	 -4.7	   0.6	    0.0	-15.94	 0.08	  -7.0	   2.2	 13.1	  1.8	      	     	      	      	     	
 6463	R5 	5	2	45	1	-10.1	 -7.5	  28.8	   29.2	-14.40	 0.00	  -5.4	   0.2	 22.6	  0.1	      	     	      	      	     	
 6463	R5 	5	2	46	1	  4.7	-10.3	   7.0	    7.6	-14.97	 0.01	  72.3	   0.4	 18.8	  0.4	      	     	      	      	     	
 6463	R5 	5	2	48	1	 -0.2	-18.8	  20.6	   21.4	-14.79	 0.01	  64.9	   0.4	 20.4	  0.3	      	     	      	      	     	
 6463	R5 	5	2	49	7	 -5.2	-32.9	  -0.2	   11.1	-15.98	 0.09	  45.9	   2.8	 14.3	  2.3	      	     	      	      	     	
 6463	R5 	5	2	51	1	 -5.2	-16.0	  12.8	   12.5	-14.90	 0.01	  48.2	   0.4	 19.9	  0.3	      	     	      	      	     	
 6463	R5 	5	2	53	1	 -0.2	-41.3	  77.8	   80.7	-15.18	 0.02	  64.3	   0.7	 17.7	  0.6	      	     	      	      	     	
 6463	R5 	5	2	55	7	-24.9	 17.8	  -0.2	    7.1	-15.93	 0.09	 -81.9	   2.8	 14.9	  2.2	      	     	      	      	     	
 6463	R5 	5	2	56	1	-10.1	  9.4	   9.8	    9.6	-14.96	 0.01	 -72.7	   0.5	 20.5	  0.4	      	     	      	      	     	
 6463	R5 	5	2	57	1	-29.8	 26.2	 101.1	  106.6	-14.83	 0.01	 -77.6	   0.4	 19.1	  0.3	      	     	      	      	     	
 6463	R5 	5	2	58	1	-15.0	 17.8	  11.9	   12.1	-15.16	 0.02	 -76.5	   0.8	 20.1	  0.6	      	     	      	      	     	
 6463	R5 	5	2	59	1	-34.7	 17.8	  25.1	   27.4	-15.61	 0.05	 -75.5	   2.6	 23.6	  2.1	      	     	      	      	     	
 6463	R5 	5	2	60	1	-20.0	  9.4	  16.3	   16.8	-14.98	 0.01	 -64.1	   0.5	 19.9	  0.4	      	     	      	      	     	
 6463	R5 	5	2	61	1	-24.9	-16.0	   7.0	    1.2	-15.89	 0.07	  -3.9	   2.3	 15.9	  1.9	      	     	      	      	     	
 6463	R5 	5	2	62	1	 -5.2	  0.9	   0.4	    0.0	-15.93	 0.11	 -39.5	   3.7	 15.2	  3.0	      	     	      	      	     	
 6463	R5 	5	2	63	1	-15.0	  0.9	  14.4	   14.4	-14.81	 0.01	 -44.6	   0.4	 20.8	  0.3	      	     	      	      	     	
 6463	R5 	5	2	64	1	-15.0	-16.0	  20.4	   21.6	-14.92	 0.01	  20.6	   0.4	 19.6	  0.4	      	     	      	      	     	
 6463	R5 	5	2	65	1	-24.9	  0.9	  27.9	   28.4	-14.73	 0.01	 -42.6	   0.3	 20.7	  0.3	      	     	      	      	     	
 6463	R5 	5	2	66	1	 -5.2	-10.3	  11.1	   10.8	-14.79	 0.01	  28.1	   0.3	 19.1	  0.2	      	     	      	      	     	
 6463	R5 	5	2	67	1	-15.0	-32.9	  16.4	   18.7	-15.68	 0.06	  34.0	   3.4	 25.0	  2.7	      	     	      	      	     	
 6463	R5 	5	2	68	1	-20.0	-24.4	  10.0	   10.1	-15.77	 0.07	  16.1	   2.5	 17.7	  2.0	      	     	      	      	     	
 6463	R5 	5	2	71	1	-10.1	-24.4	  20.0	   21.2	-15.22	 0.02	  41.2	   0.8	 17.6	  0.6	      	     	      	      	     	
 6463	R5 	5	2	73	7	-29.8	 -7.5	  -0.2	    6.1	-15.99	 0.13	 -24.6	   3.8	 13.6	  3.1	      	     	      	      	     	
 6463	R5 	5	2	75	1	-29.8	  9.4	   5.8	    8.1	-15.82	 0.09	 -54.6	   4.0	 21.2	  3.2	      	     	      	      	     	
 6463	R5 	5	2	76	7	-34.7	  0.9	  -0.2	    3.3	-15.92	 0.11	 -27.9	   6.3	 26.0	  5.1	      	     	      	      	     	
 6463	R5 	5	2	77	1	-29.8	-24.4	  27.1	   25.3	-15.40	 0.03	   2.4	   1.3	 19.0	  1.0	      	     	      	      	     	
 6463	R5 	5	2	79	1	 -0.2	-24.4	  65.0	   65.6	-14.45	 0.01	  64.0	   0.3	 26.1	  0.3	      	     	      	      	     	
 6463	R5 	5	2	81	7	-24.9	-32.9	  -0.2	    8.9	-16.00	 0.12	  12.9	   3.5	 13.4	  2.8	      	     	      	      	     	
 6463	R5 	5	2	82	1	-20.0	 -7.5	  13.3	   14.3	-15.06	 0.02	  -7.3	   0.8	 21.0	  0.7	      	     	      	      	     	
 6463	R5 	5	3	 1	3	  7.4	 -5.2	   5.0	    4.3	-15.19	 0.04	  68.8	   1.1	 12.8	  0.9	-15.35	 0.13	  47.7	  17.8	 66.7	 14.5
 6463	R5 	5	3	 4	1	 22.2	  3.2	  16.0	   17.7	-14.96	 0.02	  34.2	   0.7	 19.3	  0.6	      	     	      	      	     	
 6463	R5 	5	3	 5	1	 27.1	 11.7	   7.7	    5.7	-15.42	 0.04	  17.6	   2.2	 23.2	  1.8	      	     	      	      	     	
 6463	R5 	5	3	 7	1	 22.2	 20.1	   8.8	   12.5	-15.50	 0.05	  -8.3	   1.6	 15.8	  1.3	      	     	      	      	     	
 6463	R5 	5	3	 8	1	 27.1	 -5.2	   5.4	    5.3	-15.61	 0.08	  48.4	   3.6	 20.2	  2.9	      	     	      	      	     	
 6463	R5 	5	3	 9	7	 32.0	  3.2	  -0.2	    4.3	-15.79	 0.09	  36.4	   3.8	 17.4	  3.1	      	     	      	      	     	
 6463	R5 	5	3	10	1	 32.0	-30.5	  20.5	   18.5	-15.24	 0.03	  83.2	   1.6	 21.3	  1.3	      	     	      	      	     	
 6463	R5 	5	3	11	1	 22.2	-30.5	  18.5	   18.7	-15.20	 0.03	  81.2	   1.3	 18.7	  1.0	      	     	      	      	     	
 6463	R5 	5	3	13	1	 32.0	-13.7	  17.0	   16.4	-15.37	 0.04	  65.4	   1.6	 20.4	  1.3	      	     	      	      	     	
 6463	R5 	5	3	14	1	 27.1	-22.1	  22.1	   20.4	-15.09	 0.02	  75.7	   0.8	 17.9	  0.7	      	     	      	      	     	
 6463	R5 	5	3	15	1	 22.2	-13.7	   8.1	    7.7	-15.33	 0.03	  70.4	   1.4	 19.2	  1.1	      	     	      	      	     	
 6463	R5 	5	3	18	1	  2.5	 20.1	  25.1	   25.1	-14.67	 0.01	 -56.3	   0.4	 21.4	  0.3	      	     	      	      	     	
 6463	R5 	5	3	19	7	  7.4	 28.6	  -0.2	   12.2	-15.57	 0.08	 -38.8	   6.6	 38.3	  5.4	      	     	      	      	     	
 6463	R5 	5	3	20	1	 12.3	 20.1	   7.7	    6.1	-15.33	 0.03	 -26.1	   1.0	 17.8	  0.8	      	     	      	      	     	
 6463	R5 	5	3	21	1	  7.4	 11.7	  21.4	   22.1	-14.52	 0.01	 -25.2	   0.4	 23.6	  0.3	      	     	      	      	     	
 6463	R5 	5	3	23	1	 12.3	  3.2	  17.9	   18.1	-14.64	 0.01	  25.7	   0.3	 21.9	  0.3	      	     	      	      	     	
 6463	R5 	5	3	24	1	 12.3	-13.7	  10.9	   10.7	-14.98	 0.01	  78.1	   0.6	 19.3	  0.5	      	     	      	      	     	
 6463	R5 	5	3	25	2	  2.5	-13.7	  19.5	   19.2	-14.87	 0.01	  69.8	   0.3	 15.0	  0.2	-14.75	 0.01	  69.4	   0.5	 25.9	  0.4
 6463	R5 	5	3	26	1	  2.5	 -2.4	   0.4	    0.3	-15.39	 0.06	  39.2	   3.4	 27.1	  2.7	      	     	      	      	     	
 6463	R5 	5	3	27	1	 17.2	 11.7	  18.4	   19.1	-14.91	 0.01	  -1.9	   0.5	 20.0	  0.4	      	     	      	      	     	
 6463	R5 	5	3	28	1	 17.2	 -5.2	  12.5	   11.5	-14.88	 0.01	  57.9	   0.6	 20.0	  0.4	      	     	      	      	     	
 6463	R5 	5	3	29	1	  7.4	-39.0	  48.9	   47.3	-15.17	 0.02	  70.2	   0.8	 19.3	  0.7	      	     	      	      	     	
 6463	R5 	5	3	30	1	 17.2	-22.1	   6.7	    6.7	-15.69	 0.06	  79.3	   2.3	 17.7	  1.8	      	     	      	      	     	
 6463	R5 	5	3	31	1	 -2.5	-10.8	   8.3	    8.4	-14.84	 0.01	  38.4	   0.5	 23.8	  0.4	      	     	      	      	     	
 6463	R5 	5	3	32	1	  2.5	-30.5	  11.9	   12.8	-15.65	 0.05	  63.6	   1.7	 14.3	  1.4	      	     	      	      	     	
 6463	R5 	5	3	33	1	  7.4	-22.1	  12.6	   11.9	-15.21	 0.02	  76.2	   0.9	 20.0	  0.7	      	     	      	      	     	
 6463	R5 	5	3	35	1	 17.2	-39.0	  16.5	   19.4	-15.73	 0.07	  77.5	   2.6	 17.4	  2.2	      	     	      	      	     	
 6463	R5 	5	3	38	1	 -2.5	 28.6	  23.0	   21.0	-15.17	 0.02	 -71.6	   0.9	 19.5	  0.8	      	     	      	      	     	
 6463	R5 	5	3	39	1	-12.3	 28.6	  11.3	   11.7	-15.63	 0.04	 -81.2	   1.5	 15.8	  1.2	      	     	      	      	     	
 6463	R5 	5	3	40	1	 -7.4	 20.1	  10.9	   10.0	-15.27	 0.03	 -73.9	   1.5	 23.5	  1.2	      	     	      	      	     	
 6463	R5 	5	3	42	3	 -2.5	 11.7	  14.5	   13.9	-14.67	 0.11	 -68.0	   6.2	 19.0	  5.0	-15.50	 0.07	 -75.6	   0.3	 45.8	  0.2
 6463	R5 	5	3	43	1	 -7.4	 -2.4	   3.4	    3.1	-15.22	 0.03	 -21.3	   1.3	 24.5	  1.1	      	     	      	      	     	
 6463	R5 	5	3	44	1	 -2.5	  6.0	   0.8	    0.8	-15.64	 0.06	 -67.8	   2.2	 17.8	  1.8	      	     	      	      	     	
 6463	R5 	5	3	45	3	-12.3	 -5.2	  22.9	   21.7	-14.58	 0.01	 -16.6	   0.2	 20.0	  0.2	-15.29	 0.04	   7.9	   5.1	 58.6	  4.0
 6463	R5 	5	3	46	1	  2.5	 -8.0	   1.0	    1.1	-15.57	 0.06	  65.5	   2.4	 18.4	  2.0	      	     	      	      	     	
 6463	R5 	5	3	47	1	 -2.5	  0.4	   0.2	    0.0	-15.68	 0.08	 -20.7	   2.6	 14.7	  2.1	      	     	      	      	     	
 6463	R5 	5	3	48	3	 -2.5	-16.5	  15.4	   14.7	-15.74	 0.03	  61.2	   0.5	  9.6	  0.4	-14.80	 0.02	  53.8	   1.2	 22.2	  1.0
 6463	R5 	5	3	49	7	 -7.4	-30.5	  -0.2	   11.4	-15.57	 0.07	  51.5	   5.0	 36.2	  4.1	      	     	      	      	     	
 6463	R5 	5	3	51	1	 -7.4	-13.7	  12.7	   12.7	-14.87	 0.01	  29.3	   0.5	 22.0	  0.4	      	     	      	      	     	
 6463	R5 	5	3	52	1	 -2.5	 -5.2	   0.2	    0.0	-16.10	 0.10	  29.1	   2.0	  9.4	  1.6	      	     	      	      	     	
 6463	R5 	5	3	53	1	 -2.5	-39.0	  45.7	   41.9	-15.32	 0.03	  58.5	   1.1	 20.7	  0.9	      	     	      	      	     	
 6463	R5 	5	3	55	1	-27.1	 20.1	  14.6	   13.8	-15.41	 0.04	 -78.0	   1.4	 19.1	  1.2	      	     	      	      	     	
 6463	R5 	5	3	56	3	-12.3	 11.7	  12.4	   11.7	-15.12	 0.02	 -74.9	   0.7	 17.4	  0.6	-15.59	 0.09	 -97.5	   9.0	 46.2	  7.3
 6463	R5 	5	3	57	1	-32.0	 28.6	 169.5	  175.6	-14.87	 0.01	 -77.8	   0.4	 19.2	  0.3	      	     	      	      	     	
 6463	R5 	5	3	58	1	-17.2	 20.1	  14.2	   14.8	-15.25	 0.02	 -80.8	   0.9	 18.4	  0.7	      	     	      	      	     	
 6463	R5 	5	3	60	1	-22.2	 11.7	   8.7	    7.9	-15.36	 0.03	 -69.2	   1.1	 19.7	  0.9	      	     	      	      	     	
 6463	R5 	5	3	61	1	-27.1	-13.7	  10.8	    9.3	-15.68	 0.05	  -9.2	   1.9	 16.5	  1.5	      	     	      	      	     	
 6463	R5 	5	3	62	2	 -7.4	  3.2	   6.9	    5.9	-15.01	 0.01	 -55.8	   0.6	 19.2	  0.5	-15.53	 0.10	 -42.5	  17.4	 82.4	 14.2
 6463	R5 	5	3	63	2	-17.2	  3.2	  15.8	   15.2	-14.98	 0.01	 -52.1	   0.4	 16.4	  0.3	-15.32	 0.04	 -52.9	   2.8	 35.7	  2.2
 6463	R5 	5	3	64	1	-17.2	-13.7	   5.7	    6.9	-15.46	 0.04	  10.0	   1.5	 19.2	  1.3	      	     	      	      	     	
 6463	R5 	5	3	65	1	-27.1	  3.2	  21.7	   22.6	-14.88	 0.01	 -46.8	   0.6	 21.1	  0.5	      	     	      	      	     	
 6463	R5 	5	3	66	1	 -7.4	 -8.0	  16.2	   16.1	-14.63	 0.01	   5.9	   0.3	 23.5	  0.2	      	     	      	      	     	
 6463	R5 	5	3	67	1	-17.2	-30.5	  17.0	   15.4	-15.57	 0.07	  39.2	   4.1	 27.9	  3.4	      	     	      	      	     	
 6463	R5 	5	3	68	1	-22.2	-22.1	   9.9	    9.9	-15.72	 0.08	  12.8	   2.9	 16.8	  2.4	      	     	      	      	     	
 6463	R5 	5	3	69	1	-22.2	-39.0	 107.0	  144.9	-15.65	 0.04	  36.2	   1.2	 12.5	  1.0	      	     	      	      	     	
 6463	R5 	5	3	71	1	-12.3	-22.1	   8.7	    8.9	-15.42	 0.04	  36.4	   1.7	 19.3	  1.3	      	     	      	      	     	
 6463	R5 	5	3	79	3	 -2.5	-22.1	  42.7	   42.7	-14.67	 0.01	  61.1	   0.4	 20.7	  0.3	-14.90	 0.02	  55.6	   1.6	 35.8	  1.3
 6463	R5 	5	3	81	1	-27.1	-30.5	  19.0	   18.7	-15.33	 0.03	  12.6	   1.1	 17.1	  0.9	      	     	      	      	     	
 6463	R5 	5	3	82	1	-22.2	 -5.2	  20.7	   19.6	-14.83	 0.01	 -24.9	   0.6	 22.9	  0.5	      	     	      	      	     	
 6616	P3 	2	1	 1	1	 10.7	  2.4	  29.3	   27.6	-14.41	 0.01	  33.0	   0.4	 22.0	  0.3	      	     	      	      	     	
 6616	P3 	2	1	 9	7	 35.3	 10.8	  -0.2	   -0.2	-15.59	 0.10	  31.3	   4.1	 19.3	  3.3	      	     	      	      	     	
 6616	P3 	2	1	13	7	 35.3	 -6.0	  -0.2	    9.6	-15.68	 0.12	  32.0	   3.5	 13.8	  2.8	      	     	      	      	     	
 6616	P3 	2	1	14	1	 30.4	-14.5	  81.9	   79.6	-14.65	 0.01	  23.8	   0.5	 20.6	  0.4	      	     	      	      	     	
 6616	P3 	2	1	24	1	 15.6	 -6.0	  27.2	   29.8	-15.15	 0.03	  29.6	   1.4	 21.3	  1.2	      	     	      	      	     	
 6616	P3 	2	1	25	1	  5.8	 -6.0	   3.8	    3.1	-15.61	 0.08	   7.0	   2.4	 14.3	  2.0	      	     	      	      	     	
 6616	P3 	2	1	26	7	  5.8	  5.2	  -0.2	    0.0	-15.87	 0.14	  16.3	   5.2	 17.7	  4.3	      	     	      	      	     	
 6616	P3 	2	1	29	1	 10.7	-31.4	  24.3	   28.0	-15.40	 0.05	   0.4	   1.7	 15.8	  1.4	      	     	      	      	     	
 6616	P3 	2	1	43	1	 -4.1	  5.2	  12.7	   12.8	-14.91	 0.02	 -10.7	   0.8	 21.6	  0.6	      	     	      	      	     	
 6616	P3 	2	1	44	1	  0.8	 13.7	   4.0	    3.6	-15.66	 0.08	  13.9	   2.8	 15.9	  2.3	      	     	      	      	     	
 6616	P3 	2	1	45	1	 -9.0	  2.4	   9.7	    9.4	-14.97	 0.02	 -24.7	   0.7	 17.2	  0.6	      	     	      	      	     	
 6616	P3 	2	1	47	1	  0.8	  8.0	   3.8	    3.7	-15.35	 0.04	   8.9	   1.5	 17.6	  1.2	      	     	      	      	     	
 6616	P3 	2	1	48	1	  0.8	 -8.9	  13.2	   13.7	-15.02	 0.02	  -6.3	   0.6	 16.7	  0.5	      	     	      	      	     	
 6616	P3 	2	1	49	1	 -4.1	-22.9	  13.8	   13.0	-15.21	 0.04	 -10.8	   1.8	 20.4	  1.5	      	     	      	      	     	
 6616	P3 	2	1	51	1	 -4.1	 -6.0	   7.8	    7.8	-15.71	 0.09	 -12.5	   2.9	 15.2	  2.4	      	     	      	      	     	
 6616	P3 	2	1	60	1	-18.9	 19.3	  -0.2	   -0.2	-15.34	 0.04	 -19.7	   1.7	 19.7	  1.4	      	     	      	      	     	
 6616	P3 	2	1	62	1	 -4.1	 10.8	   5.6	    6.1	-15.54	 0.06	   4.3	   1.7	 13.5	  1.4	      	     	      	      	     	
 6616	P3 	2	1	64	1	-14.0	 -6.0	 203.9	  206.6	-15.17	 0.04	 -32.9	   1.7	 22.0	  1.4	      	     	      	      	     	
 6616	P3 	2	1	65	1	-23.8	 10.8	  -0.2	   -0.2	-14.92	 0.01	 -17.3	   0.6	 17.5	  0.5	      	     	      	      	     	
 6616	P3 	2	1	66	1	 -4.1	 -0.4	   8.7	    1.1	-15.64	 0.06	 -19.1	   1.8	 14.0	  1.5	      	     	      	      	     	
