#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-21T04:23:08 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T04:23:08	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/219/4/table7&-out=Name,Mod,Nc,Q,C,Fn,f1,mag1,q1,Re,n,f3,mag3,q3,hr3,mu03&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22190004
#Name: J/ApJS/219/4
#Title: S4G pipeline 4: multi-component decompositions (Salo+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	creator=Salo H.	    First author or institution
#INFO	cites=bibcode:2015ApJS..219....4S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/219/4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22190004	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-28	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_219_4_table7:
#Name: J/ApJS/219/4/table7
#Title: *Parameters of final multicomponent decompositions
#Column	Name	(a10)	Galaxy name	[ucd=meta.id]
#Column	Mod	(a8)	Type of final decomposition model (1)	[ucd=meta.note]
#Column	Nc	(I1)	[1/4] Number of components in the model (1-4)	[ucd=meta.number]
#Column	Q	(I1)	[3/5] Quality flag, 5=most reliable (2)	[ucd=meta.code.qual]
#Column	C	(a7)	Phsical interpretation of the component (1)	[ucd=meta.id;stat.fit]
#Column	Fn	(A8)	The GALFIT function used for the component (sersic, edgedisk, expdisk, ferrer2 or psf)	[ucd=meta.id;stat.fit]
#Column	f1	(F6.3)	[0.006/1]? "sersic" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag1	(F6.3)	[7/19.4]? "sersic" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
#Column	q1	(F6.3)	[0.1/1]? "sersic" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	Re	(F6.2)	[0.004/430]? "sersic" effective radius (R_e_)	[ucd=phys.angSize]
#Column	n	(F6.3)	[0.01/20]? "sersic" parameter n	[ucd=stat.fit.param]
#Column	f3	(F6.3)	[0.02/1]? "expdisk" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag3	(F6.3)	[6.5/18.1]? "expdisk" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
#Column	q3	(F6.3)	[0.1/1]? "expdisk" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	hr3	(F6.2)	[0.7/332]? "expdisk" exponential scale length (h_r_)	[ucd=stat.fit.param]
#Column	mu03	(F6.3)	[16.4/25.3]? "expdisk" central surface face-on brightness ({mu}_0_)	[ucd=phot.mag.sb]
Name	Mod	Nc	Q	C	Fn	f1	mag1	q1	Re	n	f3	mag3	q3	hr3	mu03
NGC4802   	_bdd    	3	4	D      	expdisk 	      	      	      	      	      	 0.198	12.797	 0.756	  9.27	19.627
NGC4802   	_bdd    	3	4	D      	expdisk 	      	      	      	      	      	 0.288	12.392	 0.756	 23.67	21.258
NGC4806   	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	12.723	 0.847	  9.00	19.491
NGC4808   	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.976	11.361	 0.401	 15.57	19.319
NGC4808   	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC4809   	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.225	 0.423	 18.29	22.531
NGC4814   	_ddn    	3	5	D      	expdisk 	      	      	      	      	      	 0.854	11.758	 0.770	 10.30	18.818
NGC4814   	_ddn    	3	5	D      	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC4814   	_ddn    	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC4818   	_bdbar  	3	5	B      	sersic  	 0.173	12.327	 0.611	  1.30	 3.903	      	      	      	      	
NGC4818   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.681	10.844	 0.387	 31.89	20.358
NGC4818   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC4826   	_bdd    	3	5	B      	sersic  	 0.280	 9.229	 0.699	 28.96	 4.164	      	      	      	      	
NGC4826   	_bdd    	3	5	D      	expdisk 	      	      	      	      	      	 0.679	 8.273	 0.554	 56.23	19.018
NGC4826   	_bdd    	3	5	D      	expdisk 	      	      	      	      	      	 0.042	11.290	 0.554	 17.38	19.486
NGC4845   	_bdd    	3	5	B      	sersic  	 0.228	11.818	 0.370	  5.04	 1.839	      	      	      	      	
NGC4845   	_bdd    	3	5	D      	expdisk 	      	      	      	      	      	 0.403	11.196	 0.256	 57.96	22.007
NGC4845   	_bdd    	3	5	D      	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC4856   	_bdbar  	3	5	B      	sersic  	 0.328	11.244	 0.678	  8.55	 2.418	      	      	      	      	
NGC4856   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.582	10.624	 0.363	 34.98	20.338
NGC4856   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC4866   	_bd     	2	5	B      	sersic  	 0.227	12.101	 0.733	  6.59	 2.953	      	      	      	      	
NGC4866   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.773	10.769	 0.242	 32.62	20.332
NGC4880   	_bd     	2	5	B      	sersic  	 0.253	13.209	 0.602	 23.76	 1.968	      	      	      	      	
NGC4880   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.747	12.035	 0.793	 26.60	21.155
NGC4897   	_bdbar  	3	5	B      	sersic  	 0.200	13.726	 0.518	  4.81	 7.185	      	      	      	      	
NGC4897   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.615	12.519	 0.821	 21.59	21.185
NGC4897   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC4899   	_bd     	2	5	B      	sersic  	 0.031	15.617	 0.264	  1.00	 1.954	      	      	      	      	
NGC4899   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.969	11.864	 0.591	 17.26	20.045
NGC4900   	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.960	11.105	 0.948	 20.91	19.703
NGC4900   	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC4902   	_bdbarf 	3	5	B      	sersic  	 0.061	13.586	 0.698	  3.36	 1.258	      	      	      	      	
NGC4902   	_bdbarf 	3	5	D      	expdisk 	      	      	      	      	      	 0.866	10.702	 0.930	 22.59	19.467
NGC4902   	_bdbarf 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC4904   	_dbar   	2	5	B      	expdisk 	      	      	      	      	      	 0.852	11.903	 0.709	 21.19	20.530
NGC4904   	_dbar   	2	5	D      	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC4920   	_dd     	2	5	D      	sersic  	 0.421	14.809	 0.428	 13.43	 1.189	      	      	      	      	
NGC4920   	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.579	14.462	 0.759	 10.60	21.584
NGC4928   	_bd     	2	5	B      	sersic  	 0.016	17.075	 0.772	  1.62	 0.338	      	      	      	      	
NGC4928   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.984	12.629	 0.710	  8.90	19.372
NGC4941   	_bdbarn 	4	5	B      	sersic  	 0.230	12.105	 0.607	 11.49	 6.743	      	      	      	      	
NGC4941   	_bdbarn 	4	5	D      	expdisk 	      	      	      	      	      	 0.438	11.420	 0.766	 42.66	21.566
NGC4941   	_bdbarn 	4	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC4941   	_bdbarn 	4	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC4942   	_dbarnf 	3	5	D      	expdisk 	      	      	      	      	      	 0.976	13.020	 0.759	 14.02	20.750
NGC4942   	_dbarnf 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC4942   	_dbarnf 	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC4948   	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.948	12.778	 0.391	 20.27	21.308
NGC4948   	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC4948A  	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.969	13.692	 0.817	 16.05	21.715
NGC4948A  	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC4951   	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.914	11.647	 0.337	 16.13	19.680
NGC4951   	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC4958   	_bzz    	3	4	B      	sersic  	 0.322	11.324	 0.595	  5.62	 1.608	      	      	      	      	
NGC4958   	_bzz    	3	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC4958   	_bzz    	3	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC4961   	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.987	13.262	 0.702	  6.97	19.475
NGC4961   	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC4965   	_bd     	2	5	B      	sersic  	 0.073	15.067	 0.486	 16.76	 1.772	      	      	      	      	
NGC4965   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.927	12.290	 0.865	 25.72	21.337
NGC4980   	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.907	13.373	 0.513	 14.42	21.164
NGC4980   	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC4981   	_bd     	2	5	B      	sersic  	 0.118	13.297	 0.690	  2.41	 1.700	      	      	      	      	
NGC4981   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.882	11.106	 0.616	 22.16	19.830
NGC4984   	_bdbar  	3	5	B      	sersic  	 0.382	11.092	 0.812	  5.37	 1.917	      	      	      	      	
NGC4984   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.372	11.111	 0.590	 49.80	21.592
NGC4984   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC4995   	_dbarfn 	3	5	D      	expdisk 	      	      	      	      	      	 0.924	10.783	 0.638	 21.49	19.440
NGC4995   	_dbarfn 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC4995   	_dbarfn 	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5002   	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.945	13.983	 0.600	 17.99	22.254
NGC5002   	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC5005   	_bdbar  	3	5	B      	sersic  	 0.152	11.000	 0.558	  4.91	 1.999	      	      	      	      	
NGC5005   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.693	 9.352	 0.396	 38.43	19.271
NGC5005   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC5012   	_bd     	2	5	B      	sersic  	 0.070	14.093	 0.724	  2.00	 1.367	      	      	      	      	
NGC5012   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.930	11.280	 0.563	 17.36	19.473
NGC5014   	_bd     	2	3	B      	sersic  	 0.649	12.958	 0.233	  9.91	 1.693	      	      	      	      	
NGC5014   	_bd     	2	3	D      	expdisk 	      	      	      	      	      	 0.351	13.622	 0.318	 12.21	21.051
NGC5016   	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.988	12.233	 0.749	 10.01	19.230
NGC5016   	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5018   	_bd     	2	3	B      	sersic  	 0.883	10.177	 0.708	 28.40	 5.453	      	      	      	      	
NGC5018   	_bd     	2	3	D      	expdisk 	      	      	      	      	      	 0.117	12.405	 0.647	 18.85	20.777
NGC5022   	_bz     	2	5	B      	sersic  	 0.582	12.092	 0.319	 68.18	13.639	      	      	      	      	
NGC5022   	_bz     	2	5	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC5023   	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC5033   	_bdd    	3	5	B      	sersic  	 0.084	12.039	 0.819	  3.12	 2.000	      	      	      	      	
NGC5033   	_bdd    	3	5	D      	expdisk 	      	      	      	      	      	 0.439	10.242	 0.535	 64.73	21.293
NGC5033   	_bdd    	3	5	D      	expdisk 	      	      	      	      	      	 0.477	10.153	 0.401	 14.55	17.963
NGC5042   	_dd     	2	5	D      	sersic  	 0.163	13.238	 0.762	 24.78	 1.449	      	      	      	      	
NGC5042   	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.837	11.460	 0.564	 35.93	21.233
NGC5054   	_bd     	2	5	B      	sersic  	 0.141	12.154	 0.640	  5.04	 0.726	      	      	      	      	
NGC5054   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.859	10.196	 0.611	 36.03	19.974
NGC5055   	_ddn    	3	5	D      	expdisk 	      	      	      	      	      	 0.170	 9.876	 0.556	 14.99	17.749
NGC5055   	_ddn    	3	5	D      	expdisk 	      	      	      	      	      	 0.814	 8.177	 0.556	 73.57	19.507
NGC5055   	_ddn    	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5068   	_ndbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.959	 9.737	 0.974	 59.69	20.612
NGC5068   	_ndbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC5068   	_ndbar  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5073   	_bz     	2	5	B      	sersic  	 0.183	13.402	 0.407	  1.38	 2.519	      	      	      	      	
NGC5073   	_bz     	2	5	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC5078   	_bz     	2	5	B      	sersic  	 0.803	 9.639	 0.437	 59.09	 3.788	      	      	      	      	
NGC5078   	_bz     	2	5	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC5079   	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.973	12.345	 0.518	 13.45	19.984
NGC5079   	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5084   	_bzz    	3	4	B      	sersic  	 0.767	 9.612	 0.566	 86.89	 8.206	      	      	      	      	
NGC5084   	_bzz    	3	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC5084   	_bzz    	3	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC5085   	_bd     	2	5	B      	sersic  	 0.051	13.656	 0.753	  6.63	 1.109	      	      	      	      	
NGC5085   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.949	10.484	 0.909	 29.94	19.861
NGC5088   	_dd     	2	5	D      	sersic  	 0.192	14.228	 0.353	  7.22	 0.849	      	      	      	      	
NGC5088   	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.808	12.663	 0.343	 19.19	21.075
NGC5101   	_bdbar  	3	5	B      	sersic  	 0.223	11.227	 0.950	  9.47	 2.657	      	      	      	      	
NGC5101   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.606	10.134	 0.927	 52.59	20.734
NGC5101   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC5103   	_zzn    	3	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC5103   	_zzn    	3	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC5103   	_zzn    	3	4	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5105   	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.989	12.959	 0.742	 13.94	20.677
NGC5105   	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5107   	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.937	13.672	 0.352	 14.49	21.473
NGC5107   	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC5109   	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	13.481	 0.320	 12.69	20.994
NGC5112   	_dbar   	2	5	B      	expdisk 	      	      	      	      	      	 0.946	11.920	 0.665	 34.07	21.577
NGC5112   	_dbar   	2	5	D      	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC5116   	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.981	12.376	 0.400	 14.06	20.111
NGC5116   	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5117   	_bdbarf 	3	5	B      	sersic  	 0.057	16.483	 0.551	  6.24	 0.534	      	      	      	      	
NGC5117   	_bdbarf 	3	5	D      	expdisk 	      	      	      	      	      	 0.790	13.619	 0.539	 22.67	22.392
NGC5117   	_bdbarf 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC5122   	_zzn    	3	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC5122   	_zzn    	3	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC5122   	_zzn    	3	4	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5134   	_bdbarfn	4	5	B      	sersic  	 0.066	13.646	 0.775	  5.39	 0.815	      	      	      	      	
NGC5134   	_bdbarfn	4	5	D      	expdisk 	      	      	      	      	      	 0.747	11.012	 0.967	 23.23	19.837
NGC5134   	_bdbarfn	4	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC5134   	_bdbarfn	4	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5145   	_bd     	2	3	B      	sersic  	 0.805	11.875	 0.535	  8.01	 1.612	      	      	      	      	
NGC5145   	_bd     	2	3	D      	expdisk 	      	      	      	      	      	 0.195	13.410	 0.762	 12.84	20.948
NGC5147   	_dbarfn 	3	5	D      	expdisk 	      	      	      	      	      	 0.989	11.990	 0.817	 16.18	20.031
NGC5147   	_dbarfn 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC5147   	_dbarfn 	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5169   	_ddn    	3	5	D      	expdisk 	      	      	      	      	      	 0.913	13.507	 0.395	 17.39	21.703
NGC5169   	_ddn    	3	5	D      	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC5169   	_ddn    	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5170   	_zn     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC5170   	_zn     	2	4	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5173   	_b      	1	5	B      	sersic  	 1.000	12.416	 0.849	 10.45	 4.600	      	      	      	      	
NGC5194   	_bd     	2	5	B      	sersic  	 0.128	 9.963	 0.817	 21.62	 0.995	      	      	      	      	
NGC5194   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.872	 7.853	 0.840	 84.20	19.475
NGC5195   	_bdbar  	3	3	B      	sersic  	 0.253	10.122	 0.840	  7.69	 2.580	      	      	      	      	
NGC5195   	_bdbar  	3	3	D      	expdisk 	      	      	      	      	      	 0.521	 9.271	 0.758	 79.88	20.779
NGC5195   	_bdbar  	3	3	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC5204   	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	11.875	 0.636	 26.92	21.021
NGC5205   	_bdbar  	3	5	B      	sersic  	 0.287	13.734	 0.495	 12.64	 4.376	      	      	      	      	
NGC5205   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.515	13.111	 0.544	 20.08	21.620
NGC5205   	_bdbar  	3	5	D      	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC5216   	_b      	1	4	B      	sersic  	 1.000	12.013	 0.931	 30.44	 5.322	      	      	      	      	
NGC5218   	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	 0.611	12.226	 0.850	 11.31	19.488
NGC5218   	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC5218   	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5229   	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC5236   	_bdbarf 	3	5	B      	sersic  	 0.080	 9.611	 0.897	  9.35	 0.664	      	      	      	      	
NGC5236   	_bdbarf 	3	5	D      	expdisk 	      	      	      	      	      	 0.872	 7.022	 0.944	106.75	19.159
NGC5236   	_bdbarf 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC5238   	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	13.514	 0.755	 25.12	22.510
NGC5240   	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.994	12.644	 0.680	 15.50	20.592
NGC5240   	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5247   	_bd     	2	5	B      	sersic  	 0.086	12.411	 0.855	 11.81	 1.060	      	      	      	      	
NGC5247   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.914	 9.847	 0.868	 57.34	20.634
NGC5248   	_ddn    	3	5	D      	expdisk 	      	      	      	      	      	 0.201	11.470	 0.782	  4.24	16.605
NGC5248   	_ddn    	3	5	D      	expdisk 	      	      	      	      	      	 0.795	 9.978	 0.782	 31.66	19.475
NGC5248   	_ddn    	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5253   	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	 0.674	10.874	 0.469	 30.94	20.322
NGC5253   	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC5253   	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5254   	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.996	11.369	 0.453	 32.47	20.921
NGC5254   	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5264   	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	12.122	 0.796	 28.17	21.367
NGC5273   	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.894	11.325	 0.859	 17.49	19.533
NGC5273   	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5289   	_bdd    	3	4	B      	sersic  	 0.334	13.388	 0.564	  2.22	 2.572	      	      	      	      	
NGC5289   	_bdd    	3	4	D      	expdisk 	      	      	      	      	      	 0.537	12.866	 0.263	 19.52	21.315
NGC5289   	_bdd    	3	4	D      	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC5290   	_zn     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC5290   	_zn     	2	4	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5297   	_bdbarf 	3	5	B      	sersic  	 0.033	14.983	 0.749	  1.76	 1.480	      	      	      	      	
NGC5297   	_bdbarf 	3	5	D      	expdisk 	      	      	      	      	      	 0.943	11.339	 0.282	 25.87	20.398
NGC5297   	_bdbarf 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC5300   	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	 0.986	11.540	 0.645	 33.03	21.130
NGC5300   	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC5300   	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5301   	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.995	11.335	 0.201	 27.55	20.531
NGC5301   	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5304   	_b      	1	5	B      	sersic  	 1.000	11.625	 0.671	 40.26	 5.531	      	      	      	      	
NGC5311   	_bd     	2	5	B      	sersic  	 0.783	11.773	 0.696	 19.32	 4.665	      	      	      	      	
NGC5311   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.217	13.182	 0.814	 30.48	22.597
NGC5313   	_bd     	2	5	B      	sersic  	 0.093	13.853	 0.425	  1.76	 0.499	      	      	      	      	
NGC5313   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.907	11.380	 0.578	 12.32	18.829
NGC5320   	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.986	12.157	 0.481	 16.21	20.201
NGC5320   	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5326   	_bd     	2	4	B      	sersic  	 0.807	11.239	 0.479	 56.31	10.663	      	      	      	      	
NGC5326   	_bd     	2	4	D      	expdisk 	      	      	      	      	      	 0.193	13.000	 0.509	 10.04	20.005
NGC5334   	_dbarfn 	3	5	D      	expdisk 	      	      	      	      	      	 0.990	11.598	 0.760	 33.55	21.222
NGC5334   	_dbarfn 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC5334   	_dbarfn 	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5336   	_dd     	2	5	B      	sersic  	 0.103	15.834	 0.362	  7.44	 3.539	      	      	      	      	
NGC5336   	_dd     	2	5	D      	expdisk 	      	      	      	      	      	 0.897	13.491	 0.806	  7.91	19.977
NGC5337   	_dbarfn 	3	5	D      	expdisk 	      	      	      	      	      	 0.933	12.524	 0.467	 10.88	19.704
NGC5337   	_dbarfn 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC5337   	_dbarfn 	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5338   	_bdbar  	3	5	B      	sersic  	 0.220	14.574	 0.520	  5.40	 4.336	      	      	      	      	
NGC5338   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.693	13.326	 0.483	 18.39	21.644
NGC5338   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC5339   	_bdbarf 	3	5	B      	sersic  	 0.051	15.062	 0.751	  1.14	 2.702	      	      	      	      	
NGC5339   	_bdbarf 	3	5	D      	expdisk 	      	      	      	      	      	 0.904	11.935	 0.780	 20.96	20.537
NGC5339   	_bdbarf 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC5346   	_bd     	2	5	B      	sersic  	 0.073	16.359	 0.605	  6.51	 0.811	      	      	      	      	
NGC5346   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.927	13.594	 0.459	 16.94	21.734
NGC5347   	_dbarfn 	3	5	D      	expdisk 	      	      	      	      	      	 0.590	12.414	 0.922	 15.16	20.313
NGC5347   	_dbarfn 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC5347   	_dbarfn 	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC5348   	_zz     	2	4	D      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC5348   	_zz     	2	4	D      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC5350   	_bdbarf 	3	5	B      	sersic  	 0.029	14.809	 0.636	  1.55	 1.266	      	      	      	      	
NGC5350   	_bdbarf 	3	5	D      	expdisk 	      	      	      	      	      	 0.927	11.043	 0.638	 25.00	20.028
