#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-21T04:23:26 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T04:23:26	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/PASP/122/1397/s4g&-out=Name,RAJ2000,DEJ2000,amaj,ell,[3.6],M3.6,logM*,Dmean,TT,Vr&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_61221397
#Name: J/PASP/122/1397
#Title: Spitzer Survey of Stellar Structure in Galaxies (Sheth+, 2010)
#INFO	ivoid=ivo://cds.vizier/j/pasp/122/1397	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/pasp/122/1397	    IVOID of underlying data collection
#INFO	creator=Sheth K.	    First author or institution
#INFO	cites=bibcode:2010PASP..122.1397S	    Article or Data origin sources
#INFO	journal=PASP	    Journal name
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/PASP/122/1397	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.61221397	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-09-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_PASP_122_1397_s4g:
#Name: J/PASP/122/1397/s4g
#Title: S^4^G catalog Version 2 (2013-09)
#Column	Name	(a10)	Galaxy name	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	amaj	(F5.1)	? Semi-major axis at level {mu}(3.6um)=25.5mag(AB)/arcsec^2^	[ucd=phys.angSize.smajAxis]
#Column	ell	(F6.3)	[0/1]? Ellipticity (1-b/a)	[ucd=src.ellipticity]
#Column	[3.6]	(F6.3)	? Spitzer/IRAC 3.6um asymptotic magnitude (AB)	[ucd=phot.mag;em.IR.3-4um]
#Column	M3.6	(F7.3)	? Absolute magnitude at 3.6um	[ucd=phys.magAbs;em.IR.3-4um]
#Column	logM*	(F6.3)	? Stellar mass	[ucd=phys.mass]
#Column	Dmean	(F7.3)	? Mean redshift-independent distance	[ucd=pos.distance;pos.heliocentric]
#Column	TT	(F4.1)	? Morphological type code	[ucd=meta.code;src.morph.type]
#Column	Vr	(F7.1)	? Heliocentric radial velocity from radio measurement	[ucd=spect.dopplerVeloc;pos.heliocentric]
Name	RAJ2000	DEJ2000	amaj	ell	[3.6]	M3.6	logM*	Dmean	TT	Vr
NGC1110   	042.28943	-07.83768	 91.4	 0.756	14.155	-17.325	 9.089	 19.767	 8.9	 1332.3
NGC1140   	043.63967	-10.02811	 71.8	 0.540	12.705	-18.683	 9.555	 18.950	 9.2	 1501.1
NGC1145   	043.63965	-18.63492	120.3	 0.775	11.849	-20.391	10.279	 28.055	 5.2	 2064.8
NGC1163   	045.09212	-17.15250	 71.8	 0.721	12.785	-19.858	10.053	 33.769	 4.1	 2279.8
NGC1179   	045.66050	-18.89794	139.9	 0.221	12.052	-19.245	 9.802	 18.171	 5.9	 1777.5
NGC1187   	045.65656	-22.86710	165.9	 0.244	10.538	-20.837	10.429	 18.829	 5.0	 1390.6
NGC1222   	047.23641	-02.95515	 89.9	 0.457	12.103	-20.354	10.195	 31.000	-2.6	 2453.5
NGC1232   	047.43926	-20.57900	227.5	 0.166	 9.844	-21.511	10.720	 18.667	 5.0	 1681.0
NGC1249   	047.50501	-53.33585	134.1	 0.523	11.996	-19.005	 9.690	 15.854	 6.0	 1076.0
NGC1253   	048.53784	-02.82265	161.0	 0.567	11.607	-20.172	10.173	 22.692	 5.9	 1709.5
NGC1255   	048.38334	-25.72510	130.5	 0.258	11.163	-20.500	10.291	 21.506	 4.0	 1687.4
NGC1258   	048.52291	-21.77439	 49.9	 0.267	13.448	-18.607	 9.556	 25.760	 5.7	 1495.9
NGC1291   	049.32733	-41.10797	413.8	 0.019	 8.216	-21.456	10.764	  8.600	 0.1	  838.4
NGC1292   	049.56182	-27.61043	 95.9	 0.565	12.122	-19.538	 9.921	 21.475	 5.0	 1365.5
NGC1297   	049.80924	-19.10007	 98.3	 0.038	11.630	-20.221	10.250	 23.450	-2.5	
NGC1299   	050.04034	-06.26200	 48.6	 0.418	12.624	-19.840	10.022	       	 3.0	 2333.3
NGC1300   	049.92101	-19.41110	205.5	 0.101	10.201	-21.081	10.576	 18.050	 4.0	 1578.2
NGC1302   	049.96331	-26.06054	152.4	 0.050	10.448	-21.057	10.561	 20.000	 0.1	 1698.3
NGC1306   	050.26244	-25.51244	 36.2	 0.191	12.954	-19.471	 9.859	 30.550	 2.8	 1453.5
NGC1309   	050.52719	-15.40003	 87.5	 0.110	11.462	-20.776	10.423	 28.025	 3.9	 2135.8
NGC1310   	050.26412	-37.10175	 75.0	 0.188	12.376	-19.332	 9.836	 21.960	 5.0	
NGC1311   	050.02914	-52.18751	115.5	 0.691	13.023	-15.597	 8.408	  5.297	 8.8	  570.0
NGC1313   	049.56420	-66.49737	421.3	 0.304	 9.387	-18.596	 9.442	  3.951	 7.0	  471.5
NGC1316C  	051.24340	-37.00961	 53.0	 0.503	13.490	-17.649	 9.187	 16.900	-1.9	 1800.0
NGC1325   	051.10654	-21.54406	163.8	 0.658	11.369	-20.343	10.253	 22.000	 4.0	 1590.1
NGC1325A  	051.20204	-21.33664	 73.4	 0.094	12.963	-18.276	 9.464	 17.700	 6.9	 1333.1
NGC1326   	050.98485	-36.46453	158.6	 0.209	10.117	-21.033	10.551	 16.983	-0.8	 1361.6
NGC1326A  	051.28680	-36.36308	 58.8	 0.263	14.240	-16.899	 8.894	 16.894	 8.9	 1831.0
NGC4424   	186.79845	+09.42055	146.9	 0.472	11.506	-19.508	 9.929	 15.950	 1.0	  437.0
NGC4428   	186.86782	-08.16792	 68.2	 0.411	11.973	-21.103	10.549	 41.220	 5.0	 2976.9
NGC4430   	186.86005	+06.26275	 90.4	 0.165	12.022	-19.130	 9.802	 17.000	 3.4	 1449.5
NGC4434   	186.90275	+08.15436	 66.1	 0.132	11.825	-19.929	10.173	 22.429	-4.8	
NGC4437   	188.18966	+00.11527	345.7	 0.822	 9.908	-20.405	10.226	 11.550	 6.0	 1127.8
NGC4438   	186.94033	+13.00876	455.3	 0.562	 9.504	-21.219	10.688	 13.950	 0.6	  102.5
NGC4442   	187.01622	+09.80368	168.2	 0.507	 9.990	-20.906	10.562	 15.110	-1.9	
NGC4445   	187.06653	+09.43646	 93.9	 0.747	12.358	-18.869	 9.721	 17.600	 2.1	  328.0
NGC4448   	187.06437	+28.62029	140.8	 0.555	10.472	-21.647	10.848	 26.533	 1.8	  657.9
NGC4449   	187.04633	+44.09364	230.9	 0.357	 9.792	-18.045	 9.278	  3.693	 9.8	  204.2
NGC4450   	187.12334	+17.08496	214.0	 0.306	 9.697	-21.396	10.718	 16.542	 2.4	 1957.5
NGC4451   	187.16883	+09.25912	 63.9	 0.268	12.386	-19.739	10.014	 26.600	 2.4	  860.8
NGC4454   	187.21147	-01.93915	 94.1	 0.043	11.599	-21.164	10.658	 35.700	 0.0	 2288.0
NGC4455   	187.18391	+22.82132	 86.4	 0.611	13.156	-16.721	 8.807	  9.446	 7.0	  642.9
NGC4457   	187.24594	+03.57064	158.6	 0.047	10.214	-20.989	10.576	 17.400	 0.4	  888.2
NGC4460   	187.18992	+44.86419	140.3	 0.639	11.614	-18.119	 9.457	  8.845	-0.9	  495.7
NGC4461   	187.26264	+13.18386	143.3	 0.546	10.709	-20.418	10.366	 16.800	-0.8	 1925.0
NGC4462   	187.33807	-23.16668	112.6	 0.577	11.178	-20.913	10.537	 26.200	 2.1	 1792.0
NGC4470   	187.40759	+07.82420	 55.9	 0.373	12.474	-19.284	 9.845	 22.471	 1.4	 2339.7
NGC4472   	187.44489	+08.00050	508.5	 0.227	 7.900	-23.120	11.448	 16.000	-4.8	 1010.0
NGC4480   	187.61166	+04.24663	 73.1	 0.471	12.297	-20.808	10.459	 41.775	 5.1	 2437.3
NGC4485   	187.62962	+41.70075	 89.1	 0.296	12.369	-17.474	 9.080	  9.300	 9.7	  480.0
NGC4487   	187.76862	-08.05400	139.5	 0.374	11.458	-20.051	10.131	 20.040	 6.0	 1035.5
NGC4488   	187.71413	+08.36013	189.8	 0.711	11.983	-18.922	 9.748	       	 0.0	
NGC3904   	177.30511	-29.27682	189.3	 0.134	10.242	-21.718	10.859	 24.660	-4.8	 1496.0
NGC3906   	177.41899	+48.42613	 61.1	 0.164	13.069	-18.039	 9.365	       	 6.7	  960.9
NGC3912   	177.51853	+26.47886	 71.1	 0.482	12.310	-19.711	 9.982	 25.367	 3.1	 1785.1
NGC3913   	177.66239	+55.35379	 78.2	 0.078	13.080	-18.073	 9.386	 17.000	 6.6	  953.8
NGC3917   	177.68935	+51.82448	157.3	 0.738	11.584	-19.623	 9.984	 17.435	 5.9	  964.5
NGC3922   	177.80602	+50.15690	 84.3	 0.601	12.685	-18.467	 9.554	 17.000	-0.1	 1003.0
NGC3928   	177.94849	+48.68319	 59.5	 0.055	12.134	-18.883	 9.679	 15.975	-4.8	  983.1
NGC3930   	177.94118	+38.01524	120.2	 0.399	12.593	-18.635	 9.621	 17.600	 5.2	  918.2
NGC3931   	177.80603	+52.00091	 46.8	 0.202	13.286	-17.728	 9.266	       	-3.0	  837.0
NGC3936   	178.08570	-26.90599	141.4	 0.772	11.545	-20.229	10.227	 22.641	 4.4	 2021.4
NGC3938   	178.20605	+44.12074	166.9	 0.076	10.226	-20.983	10.526	 17.450	 5.2	  809.4
NGC3941   	178.23069	+36.98635	116.4	 0.218	10.022	-20.735	10.494	 14.175	-2.0	  913.8
NGC4289   	185.25966	+03.72215	101.6	 0.765	12.387	-20.701	10.396	 41.450	 5.7	 2541.0
NGC1326B  	051.33390	-36.38680	132.8	 0.750	13.408	-17.731	 9.174	 16.900	 8.9	 1000.5
NGC1332   	051.57176	-21.33523	231.2	 0.444	 9.704	-21.760	10.887	 19.625	-2.9	 1524.0
NGC1337   	052.02467	-08.38826	180.1	 0.745	11.782	-19.249	 9.808	 16.075	 6.0	 1237.8
NGC1338   	052.22725	-12.15335	 47.8	 0.142	12.573	-20.016	10.109	       	 3.1	 2476.0
NGC1339   	052.02730	-32.28607	 81.0	 0.216	11.442	-20.142	10.237	 20.745	-4.3	
NGC1341   	051.99339	-37.15017	 62.9	 0.086	12.190	-18.949	 9.665	 16.900	 1.3	 1867.6
NGC1345   	052.38202	-17.77812	 47.9	 0.162	13.500	-17.789	 9.277	 18.100	 5.2	 1529.0
NGC1347   	052.42397	-22.27926	 47.3	 0.098	13.537	-18.201	 9.447	       	 5.0	 1759.0
NGC1350   	052.78356	-33.62835	221.2	 0.475	 9.940	-21.665	10.825	 20.938	 1.9	 1902.8
NGC1351A  	052.20301	-35.17808	 90.2	 0.748	12.923	-18.933	 9.689	 23.510	 4.2	 1353.0
NGC1353   	053.01233	-20.81893	139.3	 0.544	10.761	-21.174	10.600	 24.371	 3.2	 1525.9
NGC1357   	053.32103	-13.66413	137.9	 0.149	10.840	-21.123	10.610	 24.700	 1.9	 1993.1
NGC1359   	053.44910	-19.49221	 76.7	 0.342	12.989	-19.654	 9.917	 33.771	 8.5	 1973.2
NGC1365   	053.40155	-36.14039	382.5	 0.388	 8.699	-22.568	10.978	 17.926	 3.2	 1636.8
NGC1366   	053.47367	-31.19416	 66.9	 0.409	11.737	-19.554	 9.999	 18.120	-2.2	
NGC1367   	053.75558	-24.93320	171.1	 0.250	10.351	-21.481	10.739	 23.250	 1.1	 1463.3
NGC1385   	054.36870	-24.50120	133.3	 0.358	10.752	-20.121	10.115	 14.950	 5.9	 1497.8
NGC1386   	054.19239	-35.99920	120.1	 0.550	10.640	-20.412	10.140	 16.233	-0.7	
NGC1389   	054.29886	-35.74610	111.2	 0.456	11.256	-19.982	10.170	 17.685	-2.8	
NGC1390   	054.46742	-19.00828	 43.9	 0.543	14.069	-16.808	 8.806	       	 0.4	 1232.9
NGC1398   	054.71697	-26.33768	267.0	 0.265	 9.166	-22.449	11.133	 21.033	 2.0	 1394.6
NGC1406   	054.84701	-31.32158	124.3	 0.710	10.873	-20.354	10.208	 17.600	 4.4	 1075.4
NGC1411   	054.68689	-44.10061	 91.5	 0.257	10.887	-20.065	10.204	 15.500	-3.0	
NGC1414   	055.23796	-21.71355	 50.0	 0.707	14.494	-17.120	 8.900	 21.020	 3.9	
NGC1415   	055.23684	-22.56452	175.4	 0.607	10.857	-20.383	10.290	 17.700	 0.5	 1553.0
NGC1421   	055.62192	-13.48808	147.7	 0.605	10.836	-21.270	10.597	 26.385	 4.1	 2087.2
NGC1422   	055.38046	-21.68121	105.4	 0.777	13.178	-18.482	 9.483	 21.475	 2.3	 1658.0
NGC1425   	055.54781	-29.89339	189.2	 0.540	10.806	-20.832	10.448	 21.261	 3.2	 1510.8
NGC1427A  	055.03875	-35.62451	 73.5	 0.219	13.506	-17.569	 9.164	 16.400	 9.9	 2025.3
IC0863    	199.30176	-17.25439	 40.8	 0.224	12.697	-20.017	10.114	       	 0.4	 2519.0
IC0902    	204.00526	+49.96074	 70.8	 0.721	12.775	-19.754	10.001	 32.050	 3.0	 1614.7
IC1014    	217.07678	+13.78026	 76.9	 0.313	13.057	-18.862	 9.630	 24.200	 8.1	 1287.9
IC1024    	217.86326	+03.00889	 53.3	 0.543	12.441	-19.148	 9.726	       	-2.0	 1455.0
IC1029    	218.11359	+49.90468	 90.6	 0.681	11.607	-21.787	10.885	 47.722	 3.1	 2381.5
IC1048    	220.74088	+04.89027	 84.9	 0.616	12.101	-20.242	10.200	 29.425	 4.0	 1633.9
IC1055    	221.85707	-13.71619	 71.1	 0.577	12.001	-20.965	10.523	 39.183	 3.1	 2910.4
IC1066    	223.26199	+03.29599	 49.3	 0.380	13.034	-19.517	 9.937	 32.375	 3.2	 1576.5
IC1067    	223.27191	+03.33173	 68.1	 0.230	12.460	-19.377	 9.913	       	 3.0	 1577.5
IC1125    	233.27335	-01.62830	 51.1	 0.317	13.176	-19.554	 9.938	 35.150	 7.3	 2795.9
IC1151    	239.63478	+17.44150	 80.2	 0.607	12.898	-20.017	10.107	 38.278	 5.1	 2169.3
IC1158    	240.39205	+01.70783	 82.3	 0.416	12.676	-20.063	10.146	 35.300	 5.1	 1926.5
IC1197    	242.07219	+07.53866	 87.8	 0.769	13.291	-18.727	 9.582	 25.333	 6.0	 1369.7
IC1210    	243.62580	+62.53668	 45.2	 0.503	13.231	-20.293	10.210	 50.675	 2.1	 2872.0
IC1251    	257.55351	+72.41053	 45.8	 0.395	14.273	-17.301	 9.035	       	 6.0	 1166.8
IC1265    	264.16435	+42.08825	 69.3	 0.409	13.368	-19.296	10.036	       	 2.0	 2166.4
IC1438    	334.12115	-21.43061	 77.8	 0.085	11.842	-20.803	10.487	 33.800	 1.2	 2616.0
IC1447    	337.49921	-05.11982	 52.7	 0.352	12.846	-20.574	10.383	 48.300	 3.2	 2967.0
IC1532    	002.46843	-64.37217	 60.2	 0.693	14.590	-17.699	 9.163	 28.700	 4.0	 1831.7
IC1553    	008.16718	-25.60756	 39.1	 0.579	12.970	-19.649	 9.904	 33.400	 7.0	 2932.2
IC1555    	008.63640	-30.01782	 45.2	 0.375	14.438	-17.378	 9.077	 23.080	 7.0	 1546.8
IC1558    	008.94617	-25.37440	 90.8	 0.224	13.337	-17.342	 9.120	 13.672	 9.0	 1553.5
IC1574    	010.76545	-22.24584	 77.3	 0.626	14.749	-13.644	 7.776	  4.773	 9.9	  360.4
IC1596    	013.67850	+21.52262	 62.0	 0.627	13.877	-19.058	 9.743	       	 2.0	 2675.0
IC1613    	016.19913	+02.11778	     	      	      	       	      	  0.736	 9.9	 -231.9
IC1711    	022.73021	+17.18865	 77.5	 0.693	11.994	-21.186	10.598	 43.250	 3.0	 2805.1
IC1727    	026.87445	+27.33333	190.7	 0.634	12.298	-16.870	 8.681	  6.817	 8.9	  334.1
IC1826    	039.76505	-27.44381	 65.3	 0.080	12.618	-20.174	10.139	 36.160	-0.6	 1410.1
IC1870    	044.47303	-02.34718	113.2	 0.618	12.985	-18.267	 9.408	 17.800	 9.0	 1540.3
IC1892    	047.11326	-23.05602	 61.4	 0.393	13.909	-18.823	 9.616	 35.200	 7.7	 2884.4
NGC4064   	181.04646	+18.44364	148.6	 0.537	11.192	-18.941	 9.719	 10.633	 1.4	  936.5
NGC4067   	181.04812	+10.85442	 44.9	 0.231	12.495	-20.576	10.385	 41.150	 3.1	 2417.4
NGC4068   	181.00735	+52.58772	 89.4	 0.406	13.579	-14.765	 8.010	  4.664	 9.9	  209.7
NGC4080   	181.21590	+26.99259	 50.7	 0.451	13.321	-16.662	 8.809	       	 9.5	  566.6
NGC4081   	181.13955	+64.43761	 58.5	 0.492	12.469	-19.933	10.095	 30.225	 1.1	 1446.0
NGC4085   	181.34446	+50.35283	 81.3	 0.633	11.541	-19.999	10.093	 20.322	 5.2	  745.1
NGC4088   	181.39280	+50.53923	179.1	 0.551	 9.833	-21.220	10.577	 16.240	 4.7	  758.2
NGC4094   	181.47493	-14.52620	158.1	 0.636	11.723	-19.865	10.061	 20.778	 5.4	 1438.8
NGC4096   	181.50456	+47.47859	237.5	 0.694	10.307	-20.244	10.219	 12.885	 5.3	  572.3
NGC4100   	181.53561	+49.58271	162.4	 0.635	10.483	-21.110	10.576	 20.825	 4.1	 1072.9
NGC4102   	181.59603	+52.71108	109.2	 0.454	10.251	-21.295	10.554	 20.381	 3.1	  843.9
NGC4105   	181.66987	-29.76022	     	      	      	       	      	 27.700	-4.7	 1873.0
NGC4106   	181.68690	-29.76823	253.2	 0.229	 9.693	-22.395	11.116	 26.167	-1.2	 2150.0
NGC4108   	181.68581	+67.16319	 50.4	 0.191	12.325	-20.671	10.392	       	 5.2	 2565.5
NGC4108B  	181.80007	+67.23522	 46.3	 0.274	14.381	-18.705	 9.516	       	 7.0	 2565.0
NGC3359   	161.65304	+63.22341	195.0	 0.436	10.965	-20.407	10.259	 18.809	 5.2	 1013.1
NGC3361   	161.12151	-11.20795	 70.6	 0.587	12.659	-19.844	10.069	 31.660	 5.0	 1916.8
NGC3364   	162.12437	+72.42501	 51.4	 0.146	12.728	-20.399	10.299	       	 5.0	 2729.9
NGC3365   	161.55225	+01.81346	141.2	 0.807	12.651	-18.650	 9.592	 18.200	 5.9	  986.1
NGC5117   	200.73554	+28.31648	 74.0	 0.393	13.515	-19.471	10.118	 39.550	 5.7	 2391.9
NGC5122   	201.06227	-10.65424	 41.9	 0.284	12.743	-20.276	10.270	       	-1.5	 2859.0
NGC5134   	201.32724	-21.13421	120.2	 0.011	10.779	-19.406	 9.899	 10.889	 2.9	 1752.6
NGC5145   	201.30789	+43.26736	 60.4	 0.219	11.719	-21.256	10.598	 39.350	 2.0	 1225.0
NGC5147   	201.58215	+02.10082	 68.2	 0.123	12.144	-19.528	 9.938	 21.600	 7.9	 1092.0
NGC5169   	202.04181	+46.67225	 64.6	 0.607	13.792	-19.403	 9.860	 43.550	 4.0	 2401.5
NGC5170   	202.45325	-17.96649	274.5	 0.777	10.230	-21.949	10.903	 27.287	 4.9	 1503.1
NGC5173   	202.10529	+46.59167	 55.7	 0.150	12.616	-20.283	10.259	 38.000	-4.9	 2428.0
NGC5194   	202.46967	+47.19517	527.6	 0.344	 7.558	-21.932	10.892	  7.908	 4.0	  463.7
NGC5195   	202.49812	+47.26616	334.7	 0.292	 8.918	-20.573	10.404	  7.908	 0.6	  462.2
NGC5204   	202.40217	+58.42043	124.7	 0.324	11.978	-16.583	 8.747	  5.154	 8.9	  201.5
NGC5205   	202.51500	+62.51157	 78.2	 0.463	12.630	-19.754	10.052	 29.983	 3.5	 1765.7
NGC5216   	203.02873	+62.70072	 92.1	 0.324	12.332	-21.252	10.675	 52.100	-4.9	 2924.5
NGC5218   	203.04333	+62.76787	 63.5	 0.157	11.700	-21.856	10.845	 51.420	 3.0	 2880.0
NGC5229   	203.51180	+47.91555	 86.6	 0.756	13.837	-16.034	 8.544	  9.422	 6.8	  360.9
NGC5236   	204.25357	-29.86554	569.0	 0.065	 6.937	-22.276	11.037	  6.960	 5.0	  508.0
NGC5238   	203.67721	+51.61375	 64.4	 0.201	13.857	-14.577	 7.951	  4.863	 8.0	  230.2
NGC5240   	203.97998	+35.58822	 64.4	 0.346	12.847	-20.690	10.447	 50.967	 5.8	 2232.1
NGC5247   	204.51258	-17.88412	214.4	 0.122	 9.923	-21.809	10.832	 22.200	 4.1	 1357.0
NGC5248   	204.38336	+08.88519	210.7	 0.251	 9.708	-21.429	10.673	 16.883	 4.0	 1153.3
NGC5253   	204.98315	-31.64006	195.8	 0.542	10.465	-17.357	 8.722	  3.667	 8.9	  406.8
NGC5254   	204.90804	-11.49382	117.9	 0.536	11.616	-20.978	10.512	 33.023	 5.0	 2317.6
NGC5264   	205.40246	-29.91322	117.1	 0.200	12.263	-15.987	 8.557	  4.467	 9.7	  477.7
NGC5273   	205.53494	+35.65427	 95.9	 0.101	11.281	-19.734	10.037	 15.960	-1.9	 1109.0
NGC5289   	206.28631	+41.50334	 69.3	 0.654	12.337	-20.662	10.415	 39.789	 2.0	 2518.4
NGC5290   	206.32980	+41.71239	113.3	 0.628	10.982	-21.737	10.804	 34.980	 4.0	 2580.2
NGC5297   	206.59872	+43.87235	126.1	 0.683	11.422	-21.181	10.605	 33.150	 4.9	 2395.4
NGC5300   	207.06696	+03.95082	116.4	 0.357	11.742	-19.932	10.088	 21.623	 5.2	 1172.6
NGC5301   	206.60290	+46.10766	125.4	 0.681	11.446	-20.445	10.292	 23.888	 4.7	 1506.9
NGC7151   	328.76615	-50.65761	 92.1	 0.621	12.849	-19.134	 9.781	 24.920	 5.9	 1865.3
NGC7154   	328.83784	-34.81428	 82.4	 0.207	12.644	-19.618	 9.967	 28.350	 9.5	 2612.8
NGC7162   	329.91263	-43.30609	 91.6	 0.595	12.563	-20.123	10.194	 34.440	 4.8	 2302.0
NGC7162A  	330.14820	-43.14054	 88.8	 0.235	13.299	-19.109	 9.812	 30.314	 8.9	 2269.9
NGC7163   	329.83525	-31.88315	 84.2	 0.366	12.388	-19.983	10.130	 29.789	 2.4	 2851.2
NGC7167   	330.12766	-24.63268	 70.0	 0.346	12.686	-19.777	10.070	 31.100	 5.1	 2572.0
NGC7171   	330.25833	-13.26976	 83.9	 0.487	11.945	-21.119	10.584	 41.009	 3.1	 2716.2
NGC7179   	331.20566	-64.04677	 73.1	 0.456	12.207	-21.102	10.602	 45.900	 3.7	 2977.0
NGC7180   	330.57685	-20.54780	 53.0	 0.441	12.348	-18.995	 9.770	 18.562	-2.6	 1238.0
NGC7183   	330.59009	-18.91637	149.1	 0.605	11.002	-21.794	10.872	       	-0.8	 2642.4
NGC7184   	330.66593	-20.81258	181.5	 0.708	10.459	-22.173	11.029	 33.600	 4.5	 2621.5
NGC7188   	330.87086	-20.31788	 67.4	 0.511	13.291	-18.589	 9.573	       	 3.5	 1761.0
NGC7191   	331.71567	-64.63456	 62.3	 0.491	12.759	-20.123	10.182	 37.710	 5.1	
NGC7205   	332.14306	-57.44262	137.1	 0.448	10.412	-21.026	10.526	 19.388	 4.0	 1687.7
NGC7213   	332.31753	-47.16668	222.5	 0.037	 9.463	-22.250	11.025	 22.000	 0.9	 1755.6
NGC7218   	332.54879	-16.66092	 93.2	 0.526	11.767	-20.202	10.172	 24.762	 5.6	 1660.7
NGC7219   	333.28744	-64.84897	 59.1	 0.393	12.340	-20.733	10.448	 41.167	 0.6	 2967.9
NGC7241   	333.95805	+19.23221	107.5	 0.554	11.239	-20.469	10.263	       	 4.0	 1447.4
NGC7247   	334.42185	-23.73100	 45.8	 0.314	12.177	-20.507	10.334	 34.411	 3.1	 2469.0
NGC7254   	335.65055	-21.73707	 36.0	 0.360	13.509	-19.312	 9.807	       	 2.9	 2723.0
NGC7280   	336.61489	+16.14822	 72.5	 0.309	11.788	-20.027	10.189	 23.060	-1.3	 1855.7
NGC7290   	337.11016	+17.14746	 48.5	 0.441	13.193	-20.177	10.202	 47.210	 4.0	 2899.7
NGC7307   	338.46880	-40.93274	121.5	 0.741	12.712	-19.623	 9.942	 29.319	 6.0	 2087.4
NGC7314   	338.94252	-26.05043	142.2	 0.534	10.615	-20.721	10.346	 18.500	 4.0	 1426.9
NGC7328   	339.37199	+10.53162	 64.0	 0.547	12.332	-20.461	10.327	 36.200	 2.1	 2824.0
NGC7347   	339.98419	+11.02738	 52.8	 0.632	12.977	-19.959	10.077	 38.650	 4.4	 2239.0
NGC7361   	340.57538	-30.05849	128.1	 0.744	12.488	-18.690	 9.579	 17.200	 4.6	 1249.7
NGC7368   	341.38200	-39.34163	 86.4	 0.657	11.544	-21.028	10.520	 32.686	 3.1	 2353.4
NGC7371   	341.51556	-11.00116	 90.7	 0.063	11.705	-20.765	10.456	 31.200	 0.0	 2685.6
NGC7689   	353.31982	-54.09438	 95.1	 0.351	11.587	-20.422	10.281	 25.217	 5.9	 1967.3
NGC7690   	353.26078	-51.69831	 65.5	 0.419	11.996	-19.782	10.052	 22.680	 2.9	 1502.3
NGC7694   	353.31534	-02.70269	 70.3	 0.558	13.305	-19.194	 9.784	       	10.0	 2279.3
NGC7709   	353.86470	-16.70507	 79.8	 0.698	13.150	-18.731	 9.607	       	-1.8	 1783.3
NGC7713   	354.06241	-37.93806	148.5	 0.549	11.497	-18.561	 9.554	 10.272	 6.7	  693.6
NGC7714   	354.05887	+02.15503	106.3	 0.465	11.835	-20.616	10.349	 30.920	 3.1	 2797.2
NGC7715   	354.09118	+02.15677	152.7	 0.853	14.455	-18.344	 9.481	 36.300	 9.6	 2762.6
NGC7716   	354.13105	+00.29729	 72.3	 0.124	11.940	-20.650	10.404	 32.960	 3.0	 2572.3
NGC7721   	354.70261	-06.51780	121.4	 0.605	11.197	-20.543	10.348	 22.289	 4.9	 2014.6
NGC7723   	354.73769	-12.96115	114.0	 0.318	10.833	-21.354	10.681	 27.373	 3.1	 1861.8
NGC7724   	354.77988	-12.22399	 57.3	 0.347	12.939	-19.938	10.114	 37.625	 3.1	 1927.0
NGC7727   	354.97416	-12.29276	249.3	 0.494	10.176	-21.661	10.830	 23.300	 1.1	 1870.0
NGC7731   	355.37119	+03.74001	 61.6	 0.446	13.273	-19.556	 9.959	 36.800	 1.0	 2886.7
NGC7732   	355.39191	+03.72512	 59.5	 0.625	13.691	-19.374	 9.844	       	 6.7	 2904.2
NGC7741   	355.97641	+26.07612	123.8	 0.228	11.493	-19.278	 9.801	 14.263	 5.9	  750.4
NGC7742   	356.06555	+10.76707	 80.7	 0.028	11.274	-20.458	10.343	 22.200	 2.8	 1653.2
NGC7743   	356.08812	+09.93416	117.8	 0.274	11.013	-20.643	10.447	 21.433	-0.9	 1710.0
NGC7750   	356.65757	+03.79989	 58.4	 0.455	12.581	-19.957	10.070	 32.191	 5.5	 2931.2
NGC7755   	356.96558	-30.52194	132.6	 0.386	11.326	-21.165	10.599	 31.486	 5.0	 2958.1
NGC7757   	357.18970	+04.17121	 83.2	 0.396	12.760	-20.342	10.268	       	 5.3	 2956.4
NGC7764   	357.72423	-40.73000	 78.1	 0.346	12.564	-18.995	 9.674	 20.500	 9.4	 1700.3
NGC7793   	359.45721	-32.59107	326.8	 0.364	 9.246	-18.855	 9.681	  4.171	 7.4	  228.2
