#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-21T04:44:46 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T04:44:46	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/234/18/table1&-out.max=unlimited&-out=Name,RAJ2000,DEJ2000,Dist,e_Dist,T,3.6mag,e_3.6mag,Group	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22340018
#Name: J/ApJS/234/18
#Title: GALEX/S4G surface brightness profiles. I. (Bouquin+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/apjs/234/18	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/234/18	    IVOID of underlying data collection
#INFO	creator=Bouquin A.Y.K.	    First author or institution
#INFO	cites=bibcode:2018ApJS..234...18B	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/234/18	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22340018	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-07-16	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_234_18_table1:
#Name: J/ApJS/234/18/table1
#Title: The GALEX/S^4^G sample
#Column	Name	(a10)	Galaxy identifier using S^4^G nomenclature	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(F4.1)	[0.4/94.1] Redshift-independent distance	[ucd=pos.distance;pos.heliocentric]
#Column	e_Dist	(F6.1)	[0/50.1]? Standard deviation in Dist (1)	[ucd=stat.error]
#Column	T	(F4.1)	[-5/10] Numerical morphological type from RC2 from HyperLEDA	[ucd=src.morph.type]
#Column	3.6mag	(F6.3)	[6.3/17.3] Spitzer/IRAC 3.6um band asymptotic AB magnitude (3)	[ucd=phot.mag;em.IR.3-4um]
#Column	e_3.6mag	(F6.3)	[0.001/0.4] The 1{sigma} uncertainty in 3.6mag	[ucd=stat.error]
#Column	Group	(A4)	Group identifier (4)	[ucd=meta.id]
Name	RAJ2000	DEJ2000	Dist	e_Dist	T	3.6mag	e_3.6mag	Group
NGC3169   	153.562655	+03.466118	19.1	   3.5	 1.2	 9.712	 0.001	372
UGC05524  	153.590250	+22.124510	34.5	   1.0	 5.9	14.257	 0.005	0
UGC05540  	154.091100	+37.779850	15.6	      	 5.9	14.639	 0.001	380
NGC3147   	154.223547	+73.400756	41.5	   5.9	 3.9	 9.890	 0.001	781
IC0600    	154.295366	-03.498385	20.3	      	 7.8	13.647	 0.001	0
NGC3185   	154.410705	+21.688247	24.7	   3.2	 1.2	11.779	 0.001	368
NGC3155   	154.415912	+74.347523	51.4	   6.3	 3.5	13.450	 0.013	781
NGC3187   	154.449436	+21.873358	35.2	  10.1	 5.0	13.201	 0.007	0
NGC3190   	154.523556	+21.832180	23.6	   2.9	 0.9	10.066	 0.001	368
NGC3193   	154.603845	+21.893986	29.3	   4.0	-4.8	10.647	 0.001	368
NGC3182   	154.887600	+58.205730	28.4	      	 0.5	12.057	 0.002	0
UGC05571  	154.927402	+52.065759	 8.8	      	 8.8	16.618	 0.050	0
NGC3206   	155.448521	+56.930494	20.7	   0.4	 6.0	12.889	 0.002	157
NGC3220   	155.936494	+57.026790	15.9	      	 3.0	14.236	 0.001	0
UGC05612  	156.027750	+70.882200	19.1	      	 8.0	12.930	 0.001	0
NGC3239   	156.275670	+17.161338	 8.1	      	 9.8	12.178	 0.001	0
NGC3225   	156.291394	+58.150035	39.5	   6.4	 5.8	13.184	 0.004	183
PGC030591 	156.360231	-15.349087	60.3	   1.0	 6.9	13.634	 0.001	0
UGC05642  	156.423840	+11.739306	47.3	   1.3	 4.1	13.904	 0.003	574
UGC05646  	156.470961	+14.363201	18.3	      	 4.0	13.591	 0.002	0
NGC3246   	156.674245	+03.861968	33.7	   2.5	 7.9	13.273	 0.002	0
NGC3245A  	156.755028	+28.639420	24.6	   3.3	 3.4	14.206	 0.002	370
UGC05672  	157.086655	+22.571657	 6.3	      	10.0	13.954	 0.001	0
IC2574    	157.098327	+68.412137	 3.8	   0.6	 8.9	10.923	 0.001	217
UGC05677  	157.159200	+03.560450	22.0	   0.2	 8.0	15.860	 0.005	0
UGC05676  	157.268904	+54.716456	18.9	      	 8.0	14.352	 0.002	0
NGC3254   	157.333126	+29.491723	32.2	   5.8	 4.0	11.520	 0.001	370
UGC05695  	157.444987	+13.018197	39.2	      	-1.0	14.214	 0.004	0
UGC05688  	157.603419	+70.050207	30.8	      	 8.8	13.914	 0.009	0
UGC05689  	157.692173	+73.885327	58.3	   0.2	 6.4	13.823	 0.007	0
UGC05708  	157.805475	+04.472334	20.3	   2.1	 6.6	14.324	 0.007	376
UGC05707  	157.809404	+43.137529	30.2	  16.2	 5.9	14.205	 0.044	0
NGC3274   	158.071950	+27.668750	13.1	   8.4	 6.6	13.252	 0.002	0
NGC3264   	158.082750	+56.083410	20.7	   3.2	 7.9	13.860	 0.002	0
UGC05720  	158.132855	+54.400903	24.9	      	 9.9	12.934	 0.004	0
NGC3259   	158.145202	+65.041132	34.4	   4.7	 3.7	12.614	 0.003	121
NGC3277   	158.231050	+28.511813	25.0	      	 1.9	11.460	 0.001	0
UGC05739  	158.582730	+13.754643	39.6	      	 9.7	12.877	 0.001	0
NGC3252   	158.596713	+73.764945	26.0	   3.8	 7.4	12.620	 0.001	0
NGC3279   	158.678007	+11.197334	36.7	   9.1	 6.4	11.852	 0.001	403
UGC05740  	158.691482	+50.768513	11.3	      	 8.8	14.793	 0.031	0
NGC3287   	158.697027	+21.648151	22.1	   2.4	 7.6	12.282	 0.001	368
NGC3294   	159.067776	+37.324790	29.8	   2.9	 5.1	10.829	 0.001	404
NGC3299   	159.099353	+12.707618	 5.4	      	 8.0	12.945	 0.004	0
UGC05764  	159.182447	+31.547727	 6.9	      	 9.9	16.199	 0.028	0
NGC3301   	159.233496	+21.882133	23.3	      	-0.3	11.143	 0.001	0
NGC3306   	159.292614	+12.652605	50.1	   3.4	 7.8	12.747	 0.001	577
UGC05765  	159.370136	+68.819643	24.3	      	 4.0	14.567	 0.004	0
NGC3310   	159.691035	+53.503397	18.1	   0.8	 4.0	10.700	 0.003	0
NGC3321   	159.710904	-11.648690	44.5	   8.8	 5.1	13.014	 0.002	432
NGC3319   	159.789297	+41.686808	16.5	   7.1	 6.0	11.841	 0.001	287
UGC05791  	159.862050	+47.947120	11.4	      	 3.0	15.194	 0.005	290
NGC3320   	159.901922	+47.397967	36.6	   4.1	 5.8	12.509	 0.001	184
UGC05798  	159.945774	+47.932121	20.3	      	 6.4	14.835	 0.002	185
NGC3338   	160.531536	+13.746848	24.8	   2.8	 5.1	10.868	 0.001	364
ESO501-080	160.659181	-23.935891	14.0	   1.7	 4.9	13.771	 0.004	1013
UGC05829  	160.675800	+34.448850	 8.0	      	 9.8	13.871	 0.003	0
UGC05832  	160.701825	+13.459817	16.2	      	 4.2	13.668	 0.002	0
UGC05833  	160.774931	+20.422298	23.2	      	-2.0	13.715	 0.004	0
NGC3344   	160.879688	+24.922415	 6.1	      	 4.0	10.018	 0.001	278
PGC031979 	160.900957	-09.856222	30.2	      	 6.7	14.020	 0.001	0
NGC3346   	160.912476	+14.871900	22.4	      	 5.9	11.707	 0.001	0
UGC05844  	160.983655	+28.147326	19.6	      	 6.6	15.690	 0.005	0
NGC3361   	161.121510	-11.207953	31.7	   2.7	 5.0	12.659	 0.001	433
UGC05846  	161.122950	+60.371050	19.3	      	 9.9	15.702	 0.052	0
PGC032091 	161.295181	-10.064444	33.6	      	 7.0	13.766	 0.003	0
NGC3353   	161.343300	+55.960548	18.9	   1.5	 3.4	12.884	 0.002	0
NGC3365   	161.552248	+01.813463	18.2	   3.0	 5.9	12.651	 0.001	279
NGC3368   	161.690350	+11.819975	10.9	   1.6	 2.2	 8.830	 0.001	266
NGC3370   	161.766981	+17.273733	27.4	   3.3	 5.1	11.747	 0.001	361
NGC3377A  	161.842950	+14.069380	 7.2	   3.0	 8.9	13.992	 0.120	0
UGC05897  	161.922801	+11.077198	42.3	   6.4	 5.2	12.933	 0.001	578
UGC05898  	161.960189	+33.728496	22.0	      	 8.0	15.868	 0.021	0
NGC3380   	162.050769	+28.601900	21.4	      	 1.0	12.428	 0.001	369
NGC3381   	162.103649	+34.711411	21.7	      	 3.2	12.553	 0.001	0
NGC3389   	162.116243	+12.533251	21.3	   2.2	 5.3	11.867	 0.001	364
NGC3364   	162.124375	+72.425011	36.4	      	 5.0	12.728	 0.001	0
UGC05922  	162.256363	-00.640408	24.6	      	 6.8	14.252	 0.002	0
UGC05921  	162.301910	+27.925457	18.8	      	 8.1	14.805	 0.011	0
IC2604    	162.354451	+32.772656	21.8	      	 9.1	14.450	 0.006	0
UGC05918  	162.402750	+65.530830	 7.3	   0.2	 9.8	15.756	 0.049	0
NGC3395   	162.458909	+32.982951	25.8	   2.2	 5.8	12.153	 0.002	0
NGC3396   	162.479994	+32.990683	24.9	   4.4	 9.4	12.367	 0.003	0
UGC05934  	162.497510	+31.909483	21.5	      	 8.0	15.006	 0.038	0
UGC05947  	162.626550	+19.644300	22.8	      	10.0	15.144	 0.024	0
NGC3423   	162.809667	+05.840103	10.9	   0.8	 6.0	11.197	 0.001	0
UGC05958  	162.815885	+27.848740	29.4	   1.1	 4.0	14.140	 0.002	370
NGC3414   	162.817566	+27.975097	29.0	   5.4	-2.0	10.566	 0.001	369
NGC3413   	162.836397	+32.766139	16.2	      	-1.5	13.081	 0.001	288
PGC032548 	162.846268	-10.133429	49.6	   0.3	-0.2	14.886	 0.001	0
ESO569-014	162.850288	-19.890663	26.5	   2.6	 6.4	12.989	 0.001	434
NGC3424   	162.942894	+32.900768	29.2	   1.4	 3.1	11.418	 0.001	0
NGC3433   	163.016045	+10.148360	39.5	      	 5.3	12.049	 0.001	0
NGC3430   	163.047466	+32.950430	29.2	   3.0	 5.1	11.334	 0.001	371
UGC05989  	163.132650	+19.792200	15.0	      	 9.9	14.106	 0.001	0
NGC3437   	163.149046	+22.934173	24.8	   2.8	 5.3	11.264	 0.001	365
UGC05990  	163.159915	+34.483053	20.9	      	 2.0	14.169	 0.003	0
UGC05979  	163.170249	+67.988807	20.6	      	 9.9	15.035	 0.033	0
NGC3443   	163.250233	+17.573881	22.3	   2.7	 6.6	14.023	 0.001	361
NGC3447   	163.349772	+16.773345	20.1	      	 8.8	13.397	 0.002	0
UGC06014  	163.427801	+09.727919	15.1	      	 8.0	15.325	 0.001	0
NGC3440   	163.456276	+57.118660	42.8	   0.0	 3.0	14.044	 0.002	127
NGC3403   	163.478664	+73.690336	26.8	   4.6	 4.0	12.160	 0.001	120
UGC06023  	163.586996	+27.239815	33.0	   4.8	 6.6	12.898	 0.001	369
NGC3454   	163.622746	+17.343735	26.6	   3.0	 5.5	12.861	 0.004	0
NGC3455   	163.629522	+17.284719	29.0	   5.0	 3.1	12.867	 0.001	361
NGC3445   	163.648112	+56.990824	22.5	   8.7	 8.9	12.871	 0.014	127
NGC3448   	163.662696	+54.305524	24.5	      	 1.8	11.886	 0.001	0
NGC3485   	165.009877	+14.841695	19.1	      	 3.1	12.106	 0.001	0
NGC3489   	165.077350	+13.901148	 9.6	   2.8	-1.2	10.041	 0.001	266
UGC06083  	165.099045	+16.692278	34.4	   1.5	 4.1	14.916	 0.002	361
NGC3486   	165.099512	+28.975084	14.1	   3.1	 5.2	10.527	 0.001	0
NGC3495   	165.317357	+03.627985	20.4	   4.1	 6.4	11.338	 0.001	280
NGC3488   	165.348528	+57.677690	48.4	   2.4	 5.2	13.040	 0.001	0
UGC06104  	165.462368	+16.607059	49.7	   0.1	 4.0	14.505	 0.016	585
UGC06112  	165.647255	+16.734846	20.5	      	 7.4	14.474	 0.017	0
NGC3501   	165.697216	+17.989291	23.8	   1.9	 5.9	11.768	 0.001	360
NGC3504   	165.796794	+27.972648	20.1	   9.1	 2.1	10.568	 0.001	0
NGC3507   	165.855719	+18.135503	15.8	   5.7	 3.1	11.080	 0.001	0
NGC3510   	165.930900	+28.887130	14.1	   4.9	 8.6	13.323	 0.002	269
NGC3513   	165.942221	-23.245621	13.2	   4.8	 5.1	11.662	 0.001	0
NGC3512   	166.012288	+28.036831	25.0	      	 5.1	12.185	 0.001	0
UGC06145  	166.394991	-01.863995	10.0	      	 9.9	16.347	 0.001	0
NGC3521   	166.452415	-00.035937	12.1	   2.8	 4.0	 8.202	 0.001	281
UGC06151  	166.484116	+19.826488	24.3	      	 8.8	15.065	 0.003	0
UGC06157  	166.604961	+17.507960	43.0	      	 7.8	14.452	 0.008	0
NGC3522   	166.668624	+20.085584	25.5	      	-4.9	12.855	 0.001	360
UGC06162  	166.728118	+51.203385	34.0	   1.2	 6.4	13.427	 0.001	189
UGC06169  	166.764243	+12.060308	20.7	      	 3.0	13.636	 0.002	0
UGC06171  	166.791450	+18.569430	23.0	      	 9.9	14.939	 0.020	0
UGC06181  	166.944322	+19.548484	15.6	      	 9.7	15.313	 0.003	0
UGC06194  	167.252226	+22.929769	35.2	      	 4.9	14.003	 0.001	0
IC2627    	167.472430	-23.725921	18.5	   9.0	 4.6	11.520	 0.001	0
NGC3547   	167.483061	+10.720932	27.1	   4.6	 3.1	12.874	 0.001	366
NGC3549   	167.737026	+53.387772	40.6	   4.4	 5.1	11.706	 0.001	138
ESO502-023	168.058500	-24.232990	19.5	      	10.0	16.071	 0.001	0
UGC06249  	168.336602	+59.908702	14.1	      	 5.9	14.182	 0.011	0
NGC3583   	168.545545	+48.318621	30.8	   2.7	 3.1	10.966	 0.001	0
NGC3592   	168.613743	+17.259994	26.6	   4.1	 5.3	13.324	 0.002	358
NGC3593   	168.654084	+12.818151	 5.5	      	-0.4	 9.992	 0.001	267
UGC06271  	168.655144	+30.314364	26.8	      	 1.0	13.544	 0.001	0
NGC3589   	168.806779	+60.701023	26.3	      	 7.0	14.408	 0.002	0
NGC3599   	168.862334	+18.110373	19.7	   0.8	-2.0	11.812	 0.001	358
NGC3600   	168.966828	+41.591802	17.0	   5.4	 1.0	12.858	 0.002	0
UGC06296  	169.213021	+17.798718	24.4	   1.7	 8.0	13.094	 0.001	0
NGC3608   	169.245658	+18.148687	24.3	   2.2	-4.8	10.550	 0.002	358
ESO438-017	169.323920	-27.822430	16.6	      	 4.9	13.747	 0.001	0
NGC3611   	169.375720	+04.555580	33.3	   8.5	 1.0	11.790	 0.012	0
UGC06309  	169.443402	+51.476739	48.6	   3.0	 4.5	12.732	 0.001	138
UGC06320  	169.571898	+18.847192	22.6	      	 8.0	13.485	 0.001	0
NGC3614   	169.588937	+45.748199	39.6	   8.7	 5.2	12.197	 0.001	191
NGC3623   	169.732980	+13.092343	12.6	   2.2	 1.0	 8.687	 0.001	267
NGC3619   	169.840041	+57.757838	27.9	      	-0.9	11.158	 0.001	0
UGC06335  	169.941327	+59.280557	39.0	      	 6.0	14.257	 0.005	0
NGC3622   	170.051685	+67.241900	27.4	   0.8	 6.0	13.178	 0.009	0
NGC3627   	170.062528	+12.991503	10.0	   1.7	 3.1	 8.302	 0.001	267
UGC06345  	170.065143	+02.525580	26.9	      	 9.9	14.370	 0.001	0
NGC3628   	170.070643	+13.588986	11.3	   2.8	 3.1	 8.537	 0.001	267
NGC3633   	170.109304	+03.585475	41.7	   1.6	 1.0	12.231	 0.001	0
NGC3625   	170.130620	+57.781621	38.8	   7.7	 3.1	13.551	 0.001	125
NGC3629   	170.132478	+26.963377	38.9	   9.1	 5.9	13.122	 0.003	405
NGC3631   	170.262092	+53.169623	13.1	   6.1	 5.2	10.443	 0.001	0
UGC06378  	170.526487	+69.635250	21.7	   2.5	 6.5	14.509	 0.005	111
NGC3642   	170.574635	+59.074523	27.5	      	 4.0	11.491	 0.001	0
IC2763    	170.576850	+13.065130	21.0	      	 6.0	14.811	 0.019	0
NGC3655   	170.727582	+16.590137	30.9	   5.0	 5.0	11.184	 0.001	358
UGC06399  	170.846690	+50.892744	18.7	   2.5	 8.8	14.081	 0.019	102
NGC3654   	171.044700	+69.413080	39.1	   5.8	 4.0	13.119	 0.002	0
NGC3664   	171.100947	+03.324848	24.4	      	 9.0	13.350	 0.001	0
NGC3666   	171.108575	+11.342071	18.9	   2.8	 5.2	11.623	 0.001	362
NGC3672   	171.260309	-09.795331	27.1	   4.9	 5.0	10.677	 0.001	422
NGC3673   	171.303583	-26.736739	24.8	   3.4	 3.2	11.079	 0.001	418
NGC3669   	171.361653	+57.721441	55.6	  20.7	 6.8	13.096	 0.001	125
UGC06433  	171.382580	+38.060637	28.1	      	 9.2	14.646	 0.002	0
NGC3681   	171.624147	+16.863430	24.2	      	 4.0	11.635	 0.001	0
UGC06446  	171.668553	+53.746772	15.9	   1.6	 6.6	14.040	 0.008	0
IC2764    	171.771025	-28.980170	22.3	      	-0.1	11.880	 0.001	0
IC2828    	171.795633	+08.731073	13.9	      	 3.6	14.830	 0.003	0
NGC3684   	171.796673	+17.030224	23.8	   1.7	 4.0	11.749	 0.001	0
NGC3683   	171.882472	+56.876877	33.2	   5.2	 5.0	10.916	 0.001	125
NGC3682   	171.921630	+66.589826	20.1	      	-0.1	11.713	 0.001	0
PGC035271 	171.932087	-04.925094	12.9	      	 7.0	16.108	 0.004	0
NGC3686   	171.933239	+17.224113	18.6	   4.3	 4.1	11.016	 0.001	0
NGC3687   	172.002507	+29.511099	27.2	   7.3	 3.8	12.346	 0.001	0
NGC3691   	172.039075	+16.920310	28.3	   4.2	 3.0	13.070	 0.001	0
NGC3689   	172.045933	+25.661113	41.5	   8.2	 5.3	11.730	 0.001	193
NGC3692   	172.100079	+09.407708	35.9	   2.4	 3.1	11.810	 0.001	367
NGC3683A  	172.299025	+57.132329	40.8	   2.1	 5.1	12.244	 0.001	134
NGC3701   	172.370591	+24.093465	45.6	   5.0	 4.0	13.066	 0.006	193
NGC3705   	172.530776	+09.276725	18.6	   2.0	 2.4	10.508	 0.001	362
NGC3712   	172.789004	+28.566394	21.1	      	 6.0	14.930	 0.087	0
UGC06509  	172.844584	+23.115412	41.9	   6.4	 6.6	15.529	 0.002	193
NGC3715   	172.884739	-14.231430	40.7	   7.1	 3.8	12.043	 0.001	423
UGC06512  	172.935955	+34.333429	24.9	      	 5.3	14.970	 0.001	0
UGC06517  	173.009968	+36.698098	33.2	      	 3.8	13.684	 0.001	0
NGC3752   	173.134480	+74.627471	32.6	   0.9	 2.0	12.950	 0.001	0
UGC06526  	173.163699	+35.328308	25.4	      	 7.0	13.574	 0.002	0
UGC06534  	173.332190	+63.279085	20.4	   2.2	 6.4	13.605	 0.002	105
NGC3726   	173.338078	+47.029241	16.9	   2.4	 5.1	10.265	 0.001	102
ESO503-022	173.372550	-26.946210	23.2	   1.5	 9.8	14.369	 0.001	0
UGC06545  	173.433671	+32.633770	37.0	      	 3.5	13.258	 0.001	0
PGC035705 	173.438707	-03.436761	21.4	      	 7.9	14.954	 0.001	0
NGC3729   	173.455785	+53.125554	20.2	   1.6	 1.2	11.116	 0.001	0
NGC3733   	173.756855	+54.850540	25.0	   4.0	 5.6	12.713	 0.004	0
NGC3738   	173.952380	+54.523905	 3.6	   1.3	 9.8	12.132	 0.003	256
UGC06570  	173.958255	+35.335258	21.4	      	-0.2	13.236	 0.001	0
NGC3735   	173.988433	+70.535538	38.7	   4.5	 5.3	10.891	 0.001	766
UGC06575  	174.110250	+58.190920	36.1	   1.6	 5.8	14.123	 0.002	104
NGC3755   	174.138961	+36.410322	35.0	   8.4	 5.2	12.975	 0.004	170
NGC3756   	174.200202	+54.293545	21.4	   2.5	 4.0	11.266	 0.001	104
NGC3769   	174.433698	+47.892941	16.5	   1.8	 3.4	11.710	 0.001	0
UGC06603  	174.508637	+35.203451	24.5	   2.7	 5.9	14.364	 0.004	170
NGC3773   	174.553946	+12.112163	17.0	      	-2.0	13.174	 0.017	0
UGC06610  	174.683367	+33.804643	36.3	   1.1	 5.9	14.292	 0.001	170
NGC3779   	174.712489	-10.583813	22.5	      	 6.7	14.644	 0.002	0
NGC3782   	174.836452	+46.513874	14.6	   1.4	 6.5	13.145	 0.003	0
NGC3780   	174.843182	+56.270703	42.6	   4.1	 5.2	11.374	 0.001	0
NGC3786   	174.927090	+31.909477	46.2	   3.5	 1.1	11.828	 0.001	0
NGC3788   	174.935620	+31.931278	50.1	   9.6	 2.3	11.825	 0.001	0
IC0718    	174.969881	+08.874605	26.4	      	 9.8	14.120	 0.001	0
UGC06628  	175.024920	+45.943173	17.0	      	 8.8	13.307	 0.001	0
IC0719    	175.077073	+09.009916	28.6	   5.2	-2.0	12.277	 0.001	0
NGC3794   	175.225897	+56.202077	19.9	   4.5	 6.3	13.347	 0.001	104
NGC3810   	175.244835	+11.471085	18.3	   3.4	 5.2	10.330	 0.001	362
NGC3813   	175.327698	+36.546894	25.6	   2.1	 3.3	11.222	 0.001	170
PGC036274 	175.345050	-06.479480	27.3	      	 9.0	13.373	 0.001	0
UGC06667  	175.608794	+51.597862	19.4	   2.6	 5.9	13.571	 0.003	102
NGC3901   	175.705890	+77.373377	22.5	      	 6.0	13.901	 0.008	0
ESO504-010	175.762209	-23.433477	25.8	      	 8.7	16.112	 0.001	0
NGC3835   	176.020427	+60.119816	44.7	   4.3	 2.0	12.205	 0.001	134
NGC3846A  	176.061724	+55.034941	25.3	      	 9.7	13.585	 0.017	0
UGC06713  	176.103890	+48.835629	17.0	      	 8.6	14.692	 0.007	0
PGC036551 	176.147536	-03.801025	21.7	      	 7.6	14.264	 0.020	0
PGC036643 	176.359003	-10.102892	27.2	      	 6.3	13.575	 0.003	414
NGC3850   	176.398437	+55.886969	17.8	   3.5	 5.3	13.639	 0.013	104
ESO440-004	176.424282	-28.366263	49.0	   5.7	 7.9	14.363	 0.002	417
NGC3870   	176.485913	+50.199858	16.9	   0.7	-2.0	13.178	 0.010	102
NGC3877   	176.532209	+47.494593	15.6	   1.3	 5.1	10.245	 0.001	102
NGC3885   	176.693591	-27.922193	27.8	      	 0.3	10.928	 0.001	417
NGC3879   	176.706539	+69.383639	27.2	   3.2	 8.0	13.936	 0.004	0
NGC3887   	176.769131	-16.854523	19.3	   1.7	 3.9	10.561	 0.001	0
NGC3888   	176.893303	+55.967317	40.3	   1.6	 5.3	11.756	 0.001	0
NGC3892   	177.004335	-10.962115	27.2	      	-1.1	10.935	 0.001	0
NGC3893   	177.159010	+48.710949	18.1	   1.2	 5.2	10.347	 0.001	0
ESO440-011	177.189725	-28.293500	27.6	      	 6.9	12.430	 0.001	0
NGC3896   	177.235142	+48.674726	12.9	      	 0.2	13.591	 0.339	0
UGC06782  	177.239100	+23.837660	 9.4	   6.2	 9.8	15.216	 0.036	0
NGC3900   	177.289416	+27.022055	17.0	   3.8	-0.2	11.328	 0.001	1
NGC3898   	177.313532	+56.084566	21.9	      	 1.7	10.371	 0.001	0
UGC06792  	177.347328	+39.771767	18.9	   4.5	 5.9	14.192	 0.001	102
UGC06791  	177.348826	+26.741491	35.3	   1.0	 6.5	13.963	 0.003	173
IC2963    	177.352357	-05.118424	22.3	      	-0.9	13.649	 0.001	0
NGC3906   	177.418986	+48.426130	12.8	      	 6.7	13.069	 0.001	0
NGC3912   	177.518530	+26.478859	17.0	   3.6	 3.1	12.310	 0.001	1
NGC3917   	177.689346	+51.824478	17.4	   1.5	 5.9	11.584	 0.001	102
UGC06816  	177.697950	+56.455400	22.0	   7.1	 9.9	14.559	 0.003	0
UGC06817  	177.720715	+38.880570	 2.9	   0.5	 9.9	14.523	 0.021	214
NGC3922   	177.806019	+50.156901	17.0	      	-0.1	12.685	 0.001	0
NGC3930   	177.941185	+38.015242	17.6	   1.3	 5.2	12.593	 0.001	108
NGC3928   	177.948492	+48.683185	16.0	   1.3	-4.8	12.134	 0.001	102
UGC06840  	178.029959	+52.108134	17.0	      	 8.8	14.304	 0.006	0
NGC3936   	178.085699	-26.905993	22.6	   3.5	 4.4	11.545	 0.001	417
IC2969    	178.130396	-03.872350	27.5	      	 3.9	13.457	 0.002	0
UGC06849  	178.163270	+50.037900	13.3	      	 8.8	14.658	 0.002	0
NGC3941   	178.230691	+36.986351	14.2	   3.5	-2.0	10.022	 0.003	108
PGC037238 	178.248799	-04.426510	19.8	      	 8.0	14.282	 0.001	0
UGC06862  	178.314219	+11.634143	55.0	   5.6	 6.7	16.275	 0.017	57
ESO440-027	178.350191	-28.553057	21.6	   2.2	 6.6	11.907	 0.001	417
ESO504-024	178.407590	-26.995978	25.3	      	 9.0	15.399	 0.003	0
NGC3952   	178.419401	-03.996620	27.0	      	 9.3	13.671	 0.011	0
NGC3949   	178.423881	+47.858747	18.3	   1.9	 4.0	10.956	 0.001	102
ESO572-012	178.488049	-20.137782	18.5	   0.5	 4.8	14.885	 0.083	409
NGC3955   	178.488170	-23.164223	20.6	      	 0.3	11.104	 0.001	0
NGC3956   	178.502999	-20.567330	27.3	   4.9	 5.1	12.331	 0.001	409
UGC06879  	178.604400	-02.319630	43.7	   6.0	 7.1	13.531	 0.004	0
PGC037373 	178.706513	-16.864039	27.5	      	 5.8	13.939	 0.005	0
ESO504-028	178.727357	-27.249699	27.0	      	 7.0	13.670	 0.002	0
UGC06903  	178.904001	+01.237206	30.5	      	 5.9	12.960	 0.001	0
UGC06900  	178.913190	+31.519217	 5.9	      	 9.7	14.545	 0.015	0
ESO572-018	178.961221	-18.196321	25.7	   4.6	 4.7	13.454	 0.001	409
NGC3976   	178.988569	+06.749317	35.6	   3.7	 3.2	11.173	 0.001	57
UGC06917  	179.119800	+50.428340	18.9	   1.5	 8.8	13.025	 0.002	102
NGC3985   	179.175556	+48.334026	12.9	   6.4	 8.8	12.607	 0.022	102
UGC06922  	179.217316	+50.817030	11.9	      	 3.8	14.125	 0.001	0
UGC06931  	179.354630	+57.930134	15.9	      	 9.0	14.487	 0.048	0
ESO572-030	179.606343	-22.440118	21.6	   3.7	 9.1	14.112	 0.004	409
UGC06956  	179.606700	+50.917030	17.0	      	 8.8	14.769	 0.003	0
UGC06955  	179.624342	+38.075883	17.4	   1.8	 9.8	13.752	 0.004	108
NGC4013   	179.630592	+43.947461	18.6	   2.5	 3.1	10.065	 0.001	102
IC0749    	179.641973	+42.734048	34.5	  14.3	 5.9	12.176	 0.001	0
NGC4010   	179.658000	+47.261410	19.0	   2.1	 6.8	11.850	 0.001	102
IC0750    	179.717665	+42.722339	23.5	   6.2	 2.2	10.505	 0.001	0
NGC4020   	179.736000	+30.412470	17.0	      	 6.9	12.781	 0.001	1
NGC4030   	180.098393	-01.100035	24.5	   2.9	 4.0	 9.835	 0.001	427
ESO505-002	180.132750	-24.723930	22.8	      	 9.7	14.330	 0.006	0
NGC4032   	180.136876	+20.073961	17.0	      	 9.8	12.838	 0.006	1
ESO505-003	180.279900	-24.568470	24.5	   4.2	 7.7	13.394	 0.001	417
IC0755    	180.293464	+14.104525	29.6	   0.6	 3.5	13.976	 0.001	0
NGC4037   	180.348636	+13.401076	17.2	      	 2.9	12.355	 0.001	0
NGC4034   	180.373847	+69.324021	31.6	      	 6.0	13.802	 0.001	0
UGC07009  	180.433572	+62.326793	21.2	      	 9.9	14.494	 0.003	0
