#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-21T04:44:51 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T04:44:51	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/480/2292/table1b&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74802292
#Name: J/MNRAS/480/2292
#Title: Quantifying maximum discs in galaxies (Starkman+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/mnras/480/2292	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/480/2292	    IVOID of underlying data collection
#INFO	creator=Starkman N.	    First author or institution
#INFO	cites=bibcode:2018MNRAS.480.2292S	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/480/2292	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74802292	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-08-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_480_2292_table1b:
#Name: J/MNRAS/480/2292/table1b
#Title: SPARC: Mass Models for 175 Disk Galaxies with Spitzer Photometry and Accurate Rotation Curves (Mass Models Supplement)
#Column	ID	(a11)	Galaxy identifier	[ucd=meta.id;meta.main]
#Column	R	(F6.2)	Galactocentric radius	[ucd=pos.distance;pos.galactocentric]
#Column	Vobs	(F6.2)	Observed circular velocity	[ucd=phys.veloc]
#Column	e_Vobs	(F5.2)	Uncertainty in Vobs (1)	[ucd=stat.error]
#Column	Vgas	(F6.2)	Gas velocity contribution (2)	[ucd=phys.veloc]
#Column	Vdisk	(F7.3)	Disk velocity contribution (3)	[ucd=phys.veloc]
#Column	e_Vdisk	(F6.3)	Uncertainty in Vdisk	[ucd=stat.error]
#Column	SBdisk	(F8.3)	Disk surface brightness	[ucd=phot.flux.sb]
#Column	e_SBdisk	(F7.3)	Disk surface brightness	[ucd=stat.error]
#Column	Vbul	(F7.3)	Bulge velocity contribution (3)	[ucd=phys.veloc]
#Column	SBbul	(F9.3)	Bulge surface brightness	[ucd=phot.flux.sb]
#Column	Vbar	(F7.3)	Total baryonic velocity (3)	[ucd=phys.veloc]
#Column	e_Vbar	(F6.3)	Total baryonic velocity	[ucd=stat.error]
ID	R	Vobs	e_Vobs	Vgas	Vdisk	e_Vdisk	SBdisk	e_SBdisk	Vbul	SBbul	Vbar	e_Vbar
NGC3893    	 13.12	187.00	 8.50	 43.32	121.824	 0.000	   3.592	  0.000	  0.000	    0.000	129.297	 0.000
NGC3893    	 15.33	179.00	12.60	 43.11	111.008	 0.000	   1.292	  0.000	  0.000	    0.000	119.085	 0.000
NGC3893    	 17.30	176.00	11.70	 43.21	103.943	 0.000	   0.629	  0.000	  0.000	    0.000	112.566	 0.000
NGC3893    	 19.05	167.00	13.50	 44.51	 98.127	 0.000	   0.000	  0.000	  0.000	    0.000	107.750	 0.000
NGC4100    	  2.61	120.00	10.50	  5.71	122.820	 0.000	 332.810	  0.000	  0.000	    0.000	122.952	 0.000
NGC4100    	  3.50	148.00	 7.50	  9.28	131.541	 0.000	 318.996	  0.000	  0.000	    0.000	131.868	 0.000
NGC4100    	  4.37	168.00	 6.20	 13.15	148.458	 0.000	 296.305	  0.000	  0.000	    0.000	149.039	 0.000
NGC4100    	  5.24	182.00	 6.10	 16.38	173.240	 0.000	 263.400	  0.000	  0.000	    0.000	174.013	 0.000
NGC4100    	  6.11	190.00	 5.20	 19.18	191.637	 0.000	 201.816	  0.000	  0.000	    0.000	192.594	 0.000
NGC4100    	  6.98	194.00	 5.70	 21.66	201.517	 0.000	 117.265	  0.000	  0.000	    0.000	202.677	 0.000
NGC4100    	  7.85	195.00	 6.10	 23.38	193.593	 0.000	  61.404	  0.000	  0.000	    0.000	195.000	 0.000
NGC4100    	  8.72	193.00	 4.80	 24.46	186.157	 0.000	  38.031	  0.000	  0.000	    0.000	187.757	 0.000
NGC4100    	  9.60	192.00	 3.90	 25.00	175.459	 0.000	  20.455	  0.000	  0.000	    0.000	177.232	 0.000
NGC4100    	 10.47	192.00	 3.50	 25.65	165.132	 0.000	  14.250	  0.000	  0.000	    0.000	167.112	 0.000
NGC4100    	 11.35	191.00	 4.40	 26.73	157.715	 0.000	  12.544	  0.000	  0.000	    0.000	159.964	 0.000
NGC4100    	 12.19	189.00	 4.80	 28.34	153.091	 0.000	  10.697	  0.000	  0.000	    0.000	155.692	 0.000
NGC4100    	 13.12	185.00	 5.30	 30.60	148.079	 0.000	   6.215	  0.000	  0.000	    0.000	151.207	 0.000
NGC4100    	 13.94	182.00	 4.50	 32.54	142.725	 0.000	   4.065	  0.000	  0.000	    0.000	146.387	 0.000
NGC4100    	 14.86	179.00	 6.60	 34.38	137.255	 0.000	   2.672	  0.000	  0.000	    0.000	141.495	 0.000
NGC4100    	 15.68	176.00	 6.20	 36.42	132.709	 0.000	   1.952	  0.000	  0.000	    0.000	137.616	 0.000
NGC4100    	 16.61	174.00	 6.60	 38.36	128.183	 0.000	   1.440	  0.000	  0.000	    0.000	133.800	 0.000
NGC4100    	 17.42	178.00	 8.70	 38.90	124.757	 0.000	   1.260	  0.000	  0.000	    0.000	130.681	 0.000
NGC4100    	 18.35	177.00	 6.20	 37.93	121.311	 0.000	   0.767	  0.000	  0.000	    0.000	127.102	 0.000
NGC4100    	 19.16	169.00	 5.90	 36.96	118.148	 0.000	   0.341	  0.000	  0.000	    0.000	123.794	 0.000
NGC4100    	 20.09	158.00	 6.30	 36.10	114.663	 0.000	   0.189	  0.000	  0.000	    0.000	120.211	 0.000
NGC4100    	 21.02	158.00	 7.60	 34.92	111.636	 0.000	   0.152	  0.000	  0.000	    0.000	116.970	 0.000
NGC4100    	 21.95	158.00	 8.90	 33.73	108.920	 0.000	   0.104	  0.000	  0.000	    0.000	114.023	 0.000
NGC4100    	 22.76	159.00	 9.00	 32.65	106.535	 0.000	   0.000	  0.000	  0.000	    0.000	111.426	 0.000
NGC6946    	  0.19	153.00	 8.00	  0.96	 18.787	 0.173	 954.386	 17.604	179.529	 2995.335	180.511	 1.647
NGC6946    	  0.56	130.00	 9.00	  2.86	 48.137	 0.444	 797.932	 14.718	129.759	  287.979	138.430	 1.132
NGC6946    	  0.94	128.00	 3.00	  4.50	 70.788	 0.653	 655.427	 12.089	105.490	    2.840	127.120	 0.885
NGC6946    	  1.22	134.00	 3.00	  5.34	 84.293	 0.777	 583.899	 10.770	 92.694	    0.065	125.403	 0.820
NGC6946    	  1.59	129.00	 4.00	  6.46	 98.414	 0.908	 475.687	  8.774	 81.206	    0.000	127.756	 0.846
NGC6946    	  1.96	131.00	 7.00	  6.51	106.552	 0.983	 402.754	  7.429	 73.137	    0.000	129.402	 0.894
NGC6946    	  2.34	138.00	 8.00	  6.51	116.392	 1.073	 380.144	  7.012	 66.939	    0.000	134.426	 0.979
NGC6946    	  2.71	139.00	 5.00	  6.44	128.234	 1.183	 314.076	  5.793	 62.204	    0.000	142.670	 1.092
NGC6946    	  2.99	143.00	 3.00	  6.38	131.275	 1.211	 279.580	  5.157	 59.217	    0.000	144.154	 1.125
NGC6946    	  3.37	146.00	 2.00	  7.55	136.333	 1.257	 239.761	  4.422	 55.775	    0.000	147.495	 1.178
NGC6946    	  3.74	154.00	 2.00	 10.54	139.136	 1.283	 206.819	  3.815	 52.949	    0.000	149.243	 1.209
NGC6946    	  4.12	161.00	 1.00	 12.86	141.769	 1.307	 189.325	  3.492	 50.447	    0.000	151.026	 1.237
NGC6946    	  4.40	167.00	 2.00	 13.54	144.680	 1.334	 177.854	  3.281	 48.815	    0.000	153.292	 1.267
NGC6946    	  4.77	173.00	 2.00	 14.41	148.714	 1.372	 158.796	  2.929	 46.882	    0.000	156.593	 1.309
NGC6946    	  5.15	176.00	 4.00	 17.51	152.410	 1.406	 143.442	  2.646	 45.119	    0.000	159.910	 1.345
NGC6946    	  5.52	178.00	 5.00	 20.80	157.414	 1.452	 123.298	  2.274	 43.579	    0.000	164.654	 1.392
NGC6946    	  5.89	180.00	 3.00	 23.41	157.753	 1.455	  84.001	  1.549	 42.193	    0.000	164.968	 1.395
NGC6946    	  6.17	179.00	 4.00	 25.15	155.197	 1.431	  74.807	  1.380	 41.223	    0.000	162.536	 1.370
NGC6946    	  6.55	180.00	 5.00	 27.66	154.650	 1.426	  73.473	  1.355	 40.006	    0.000	162.118	 1.364
NGC6946    	  6.92	181.00	 4.00	 31.15	155.020	 1.430	  58.368	  1.077	 38.921	    0.000	162.838	 1.364
NGC6946    	  7.30	179.00	 4.00	 34.05	152.702	 1.408	  42.985	  0.793	 37.897	    0.000	160.977	 1.338
NGC6946    	  7.58	179.00	 2.00	 34.92	150.108	 1.384	  35.646	  0.657	 37.188	    0.000	158.539	 1.313
NGC6946    	  7.95	179.00	 1.00	 35.89	146.227	 1.349	  29.255	  0.540	 36.318	    0.000	154.885	 1.276
NGC6946    	  8.33	178.00	 1.00	 37.34	142.385	 1.313	  27.512	  0.507	 35.479	    0.000	151.415	 1.237
NGC6946    	  8.70	177.00	 2.00	 38.88	140.722	 1.298	  27.761	  0.512	 34.717	    0.000	150.065	 1.219
NGC6946    	  9.08	176.00	 2.00	 39.08	139.544	 1.287	  24.329	  0.449	 33.978	    0.000	148.843	 1.209
NGC6946    	  9.36	173.00	 3.00	 38.40	138.489	 1.277	  21.074	  0.389	 33.470	    0.000	147.560	 1.201
NGC6946    	  9.73	172.00	 2.00	 37.72	136.426	 1.258	  17.844	  0.329	 32.823	    0.000	145.300	 1.183
NGC6946    	 10.10	172.00	 2.00	 37.43	134.501	 1.240	  15.395	  0.284	 32.222	    0.000	143.282	 1.166
NGC6946    	 10.48	170.00	 2.00	 37.14	132.422	 1.221	  13.237	  0.244	 31.629	    0.000	141.122	 1.148
NGC6946    	 10.76	171.00	 2.00	 36.66	131.005	 1.208	  11.797	  0.218	 31.214	    0.000	139.573	 1.136
NGC6946    	 11.13	174.00	 2.00	 35.89	128.973	 1.189	  10.155	  0.187	 30.690	    0.000	137.346	 1.119
NGC6946    	 11.51	174.00	 2.00	 36.08	127.002	 1.171	   8.667	  0.160	 30.182	    0.000	135.433	 1.100
NGC6946    	 11.88	175.00	 2.00	 36.76	125.000	 1.153	   7.458	  0.138	 29.705	    0.000	133.636	 1.080
NGC6946    	 12.26	174.00	 2.00	 37.82	123.044	 1.135	   6.385	  0.118	 29.243	    0.000	132.005	 1.059
NGC6946    	 12.54	173.00	 6.00	 38.79	121.651	 1.122	   5.685	  0.105	 28.912	    0.000	130.918	 1.044
NGC6946    	 12.91	173.00	 6.00	 40.14	119.818	 1.105	   4.903	  0.090	 28.496	    0.000	129.536	 1.024
NGC6946    	 13.29	173.00	 8.00	 42.08	117.932	 1.088	   4.185	  0.077	 28.088	    0.000	128.326	 1.001
NGC6946    	 13.66	175.00	 9.00	 44.01	116.176	 1.071	   3.604	  0.066	 27.703	    0.000	127.284	 0.980
NGC6946    	 14.03	174.00	 9.00	 45.46	114.475	 1.056	   3.094	  0.057	 27.333	    0.000	126.167	 0.959
NGC6946    	 14.31	171.00	 9.00	 46.53	113.227	 1.044	   2.757	  0.051	 27.071	    0.000	125.373	 0.945
NGC6946    	 14.69	167.00	 8.00	 45.94	111.541	 1.029	   2.365	  0.044	 26.717	    0.000	123.555	 0.930
NGC6946    	 15.06	165.00	 7.00	 44.59	109.948	 1.014	   2.027	  0.037	 26.386	    0.000	121.544	 0.919
NGC6946    	 15.44	163.00	 8.00	 44.01	108.408	 1.000	   1.743	  0.032	 26.055	    0.000	119.866	 0.906
NGC6946    	 15.72	162.00	 8.00	 44.20	107.291	 0.989	   1.547	  0.029	 25.824	    0.000	118.878	 0.895
NGC6946    	 16.09	161.00	 9.00	 33.85	105.836	 0.976	   1.334	  0.025	 25.524	    0.000	114.011	 0.908
NGC6946    	 16.47	159.00	10.00	 33.85	104.396	 0.963	   1.144	  0.021	 25.231	    0.000	112.610	 0.894
NGC6946    	 16.84	158.00	10.00	 33.85	103.080	 0.951	   0.978	  0.018	 24.954	    0.000	111.328	 0.882
NGC6946    	 17.21	157.00	10.00	 33.85	101.786	 0.939	   0.842	  0.016	 24.685	    0.000	110.071	 0.870
NGC6946    	 17.50	157.00	10.00	 33.85	100.778	 0.929	   0.747	  0.014	 24.477	    0.000	109.092	 0.860
NGC6946    	 17.87	157.00	 9.00	 33.85	 99.553	 0.918	   0.646	  0.012	 24.223	    0.000	107.905	 0.849
NGC6946    	 18.24	160.00	11.00	 33.85	 98.398	 0.907	   0.551	  0.010	 23.976	    0.000	106.784	 0.838
NGC6946    	 18.62	159.00	12.00	 33.85	 97.244	 0.897	   0.474	  0.009	 23.730	    0.000	105.666	 0.827
NGC6946    	 18.90	160.00	14.00	 33.85	 96.397	 0.889	   0.421	  0.008	 23.553	    0.000	104.847	 0.819
NGC6946    	 19.27	158.00	16.00	 33.85	 95.411	 0.880	   0.362	  0.007	 23.329	    0.000	103.891	 0.810
NGC6946    	 19.65	155.00	18.00	 33.85	 94.510	 0.872	   0.308	  0.006	 23.098	    0.000	103.012	 0.801
NGC6946    	 20.02	157.00	19.00	 33.85	 93.224	 0.860	   0.000	  0.000	 22.883	    0.000	101.785	 0.789
NGC6946    	 20.40	154.00	21.00	 33.85	 92.008	 0.849	   0.000	  0.000	 22.667	    0.000	100.623	 0.777
UGC09037   	  2.43	 62.20	 5.69	 10.89	 84.763	 4.451	 155.084	 16.289	  0.000	    0.000	 85.459	 4.415
UGC09037   	  3.65	 88.20	 3.85	 14.29	 91.946	 4.829	  90.655	  9.522	  0.000	    0.000	 93.050	 4.771
UGC09037   	  4.86	107.00	 4.42	 16.72	 93.572	 4.914	  56.775	  5.963	  0.000	    0.000	 95.054	 4.837
UGC09037   	  6.08	120.00	 3.93	 25.95	 93.777	 4.925	  46.873	  4.923	  0.000	    0.000	 97.301	 4.746
UGC09037   	  7.29	124.00	 5.15	 32.85	 97.868	 5.140	  34.967	  3.673	  0.000	    0.000	103.234	 4.873
UGC09037   	  8.51	128.00	 4.29	 38.20	 96.428	 5.064	  23.970	  2.518	  0.000	    0.000	103.719	 4.708
UGC09037   	  9.73	133.00	 5.36	 40.33	 95.013	 4.990	  18.883	  1.983	  0.000	    0.000	103.218	 4.593
UGC09037   	 10.96	138.00	 6.78	 39.17	 94.826	 4.980	  15.286	  1.606	  0.000	    0.000	102.598	 4.603
UGC09037   	 12.19	143.00	 6.42	 46.36	 93.678	 4.920	   9.736	  1.023	  0.000	    0.000	104.522	 4.409
UGC09037   	 13.41	146.00	 5.40	 53.75	 90.387	 4.747	   7.192	  0.755	  0.000	    0.000	105.162	 4.080
UGC09037   	 14.55	148.00	 4.50	 56.66	 87.916	 4.617	   5.766	  0.606	  0.000	    0.000	104.593	 3.881
UGC09037   	 15.78	154.00	 4.46	 60.84	 85.557	 4.493	   4.109	  0.432	  0.000	    0.000	104.984	 3.662
UGC09037   	 17.00	158.00	 4.02	 62.11	 82.577	 4.337	   2.960	  0.311	  0.000	    0.000	103.328	 3.466
UGC09037   	 18.23	159.00	 5.07	 60.94	 79.690	 4.185	   2.266	  0.238	  0.000	    0.000	100.321	 3.324
UGC09037   	 19.46	160.00	 7.33	 60.06	 76.977	 4.043	   1.808	  0.190	  0.000	    0.000	 97.636	 3.187
UGC09037   	 20.69	158.00	 7.82	 64.05	 74.556	 3.915	   1.526	  0.160	  0.000	    0.000	 98.290	 2.970
UGC09037   	 21.92	155.00	 8.07	 63.17	 72.638	 3.815	   1.303	  0.137	  0.000	    0.000	 96.264	 2.878
UGC09037   	 23.14	156.00	 7.93	 61.23	 70.726	 3.714	   0.994	  0.104	  0.000	    0.000	 93.548	 2.808
UGC09037   	 24.28	154.00	 9.09	 62.40	 68.739	 3.610	   0.813	  0.085	  0.000	    0.000	 92.837	 2.673
UGC09037   	 25.51	150.00	13.40	 60.16	 66.827	 3.509	   0.744	  0.078	  0.000	    0.000	 89.917	 2.608
UGC09037   	 26.73	141.00	20.10	 64.54	 65.237	 3.426	   0.682	  0.072	  0.000	    0.000	 91.768	 2.436
UGC09037   	 27.96	152.00	16.00	 66.58	 63.816	 3.351	   0.644	  0.068	  0.000	    0.000	 92.224	 2.319
NGC3726    	  3.50	102.00	 7.00	  0.00	111.446	 3.208	 239.172	 13.770	  0.000	    0.000	111.446	 3.208
NGC3726    	  5.24	125.00	 6.10	  0.00	132.214	 3.806	 130.282	  7.501	  0.000	    0.000	132.214	 3.806
NGC3726    	  6.98	145.00	 4.90	  8.76	143.469	 4.130	 101.577	  5.848	  0.000	    0.000	143.736	 4.122
NGC3726    	  8.72	164.00	 3.90	 23.82	147.315	 4.241	  43.122	  2.483	  0.000	    0.000	149.228	 4.186
NGC3726    	 10.47	162.00	 4.80	 31.14	140.026	 4.031	  27.320	  1.573	  0.000	    0.000	143.447	 3.935
NGC3726    	 12.19	160.00	 4.80	 37.29	134.165	 3.862	  17.420	  1.003	  0.000	    0.000	139.251	 3.721
NGC3726    	 13.94	156.00	 4.80	 46.45	128.522	 3.700	  10.173	  0.586	  0.000	    0.000	136.658	 3.480
NGC3726    	 16.03	146.00	 4.85	 53.13	119.330	 3.435	   4.349	  0.250	  0.000	    0.000	130.624	 3.138
NGC3726    	 22.30	158.00	 4.90	 48.17	100.142	 2.883	   0.917	  0.053	  0.000	    0.000	111.125	 2.598
NGC3726    	 27.52	168.00	10.60	 42.67	 88.282	 2.541	   0.189	  0.011	  0.000	    0.000	 98.054	 2.288
NGC3726    	 30.08	169.00	10.60	 40.52	 83.816	 2.413	   0.091	  0.005	  0.000	    0.000	 93.097	 2.172
NGC3726    	 32.52	167.00	15.20	 39.01	 80.244	 2.310	   0.000	  0.000	  0.000	    0.000	 89.224	 2.078
NGC1090    	  0.35	 20.90	 9.81	 -0.82	 38.025	 1.838	 936.825	 90.587	  0.000	    0.000	 38.016	 1.839
NGC1090    	  1.07	 61.70	 8.19	 -2.50	 76.628	 3.705	 469.565	 45.405	  0.000	    0.000	 76.587	 3.707
NGC1090    	  1.60	 81.30	 4.32	 -3.73	 89.074	 4.307	 324.294	 31.358	  0.000	    0.000	 88.996	 4.310
NGC1090    	  3.70	124.00	 3.41	 -7.40	112.329	 5.431	 182.520	 17.649	  0.000	    0.000	112.085	 5.443
NGC1090    	  5.09	156.00	 7.02	 -9.39	120.283	 5.815	 111.682	 10.799	  0.000	    0.000	119.916	 5.833
NGC1090    	  6.61	166.00	 6.34	-10.89	129.602	 6.266	  92.854	  8.979	  0.000	    0.000	129.144	 6.288
NGC1090    	  8.17	165.00	12.10	 -5.79	134.032	 6.480	  54.430	  5.263	  0.000	    0.000	133.907	 6.486
NGC1090    	  9.11	174.00	 4.84	  9.64	131.833	 6.374	  41.239	  3.988	  0.000	    0.000	132.185	 6.357
NGC1090    	 10.37	164.00	 5.86	 17.85	129.618	 6.267	  35.881	  3.470	  0.000	    0.000	130.841	 6.208
NGC1090    	 11.28	176.00	 7.35	 22.68	130.827	 6.325	  29.721	  2.874	  0.000	    0.000	132.778	 6.232
NGC1090    	 13.62	174.00	 3.28	 31.86	128.581	 6.217	  14.821	  1.433	  0.000	    0.000	132.469	 6.034
NGC1090    	 15.04	168.00	 2.23	 35.59	124.237	 6.007	   9.098	  0.880	  0.000	    0.000	129.234	 5.774
NGC1090    	 16.37	166.00	 2.23	 38.11	119.316	 5.769	   5.285	  0.511	  0.000	    0.000	125.255	 5.495
NGC1090    	 17.59	167.00	 4.59	 40.13	113.951	 5.509	   3.260	  0.315	  0.000	    0.000	120.811	 5.196
NGC1090    	 18.80	167.00	 5.30	 41.74	109.334	 5.286	   2.396	  0.232	  0.000	    0.000	117.031	 4.938
NGC1090    	 20.13	165.00	 3.48	 42.85	104.835	 5.069	   1.666	  0.161	  0.000	    0.000	113.254	 4.692
NGC1090    	 21.35	165.00	 3.12	 43.55	101.146	 4.890	   1.247	  0.121	  0.000	    0.000	110.123	 4.492
NGC1090    	 22.57	165.00	 2.39	 44.16	 98.019	 4.739	   0.979	  0.095	  0.000	    0.000	107.507	 4.321
NGC1090    	 23.89	165.00	 2.23	 45.07	 94.892	 4.588	   0.657	  0.064	  0.000	    0.000	105.051	 4.144
NGC1090    	 25.11	163.00	 2.23	 46.68	 92.139	 4.455	   0.462	  0.045	  0.000	    0.000	103.289	 3.974
NGC1090    	 26.33	162.00	 2.23	 48.39	 89.596	 4.332	   0.328	  0.032	  0.000	    0.000	101.829	 3.811
NGC1090    	 27.65	162.00	 2.23	 50.01	 87.085	 4.210	   0.225	  0.022	  0.000	    0.000	100.423	 3.651
NGC1090    	 28.87	162.00	 2.23	 51.42	 84.995	 4.109	   0.158	  0.015	  0.000	    0.000	 99.339	 3.516
NGC1090    	 30.09	160.00	 2.23	 52.53	 82.742	 4.000	   0.000	  0.000	  0.000	    0.000	 98.008	 3.377
NGC0289    	  1.50	164.00	28.20	  3.86	158.968	 0.000	1097.566	  0.000	  0.000	    0.000	159.015	 0.000
NGC0289    	  2.52	194.00	32.00	  5.64	201.087	 0.000	 539.659	  0.000	  0.000	    0.000	201.166	 0.000
NGC0289    	  3.46	175.00	25.20	  6.85	191.640	 0.000	 307.902	  0.000	  0.000	    0.000	191.763	 0.000
NGC0289    	  4.32	185.00	31.50	  7.40	195.929	 0.000	 236.439	  0.000	  0.000	    0.000	196.068	 0.000
NGC0289    	  5.43	175.00	27.90	  6.00	196.799	 0.000	 116.741	  0.000	  0.000	    0.000	196.890	 0.000
NGC0289    	  6.38	167.00	27.20	  4.74	187.840	 0.000	  53.949	  0.000	  0.000	    0.000	187.900	 0.000
NGC0289    	  7.57	176.00	 7.18	  7.37	175.846	 0.000	  31.901	  0.000	  0.000	    0.000	176.000	 0.000
NGC0289    	 10.60	185.00	 4.29	 21.99	151.687	 0.000	  11.580	  0.000	  0.000	    0.000	153.273	 0.000
NGC0289    	 13.57	183.00	 4.22	 32.44	134.792	 0.000	   4.272	  0.000	  0.000	    0.000	138.641	 0.000
NGC0289    	 16.64	172.00	 4.33	 38.81	120.897	 0.000	   2.633	  0.000	  0.000	    0.000	126.974	 0.000
NGC0289    	 19.71	161.00	 4.24	 42.50	112.765	 0.000	   2.412	  0.000	  0.000	    0.000	120.508	 0.000
NGC0289    	 22.68	156.00	 5.08	 49.56	106.088	 0.000	   1.159	  0.000	  0.000	    0.000	117.093	 0.000
NGC0289    	 25.75	159.00	 6.49	 54.94	 98.994	 0.000	   0.599	  0.000	  0.000	    0.000	113.218	 0.000
NGC0289    	 28.72	173.00	 6.97	 55.53	 93.827	 0.000	   0.504	  0.000	  0.000	    0.000	109.028	 0.000
NGC0289    	 31.79	177.00	 6.57	 60.71	 89.308	 0.000	   0.315	  0.000	  0.000	    0.000	107.989	 0.000
NGC0289    	 34.77	179.00	 4.47	 65.78	 85.313	 0.000	   0.197	  0.000	  0.000	    0.000	107.728	 0.000
NGC0289    	 37.84	181.00	 4.26	 67.48	 81.699	 0.000	   0.126	  0.000	  0.000	    0.000	105.964	 0.000
NGC0289    	 40.81	182.00	 4.26	 68.67	 78.565	 0.000	   0.079	  0.000	  0.000	    0.000	104.346	 0.000
NGC0289    	 43.88	182.00	 4.83	 68.27	 75.600	 0.000	   0.047	  0.000	  0.000	    0.000	101.863	 0.000
NGC0289    	 46.85	180.00	 5.50	 67.18	 73.060	 0.000	   0.032	  0.000	  0.000	    0.000	 99.252	 0.000
NGC0289    	 49.92	177.00	 8.50	 65.98	 70.708	 0.000	   0.024	  0.000	  0.000	    0.000	 96.711	 0.000
NGC0289    	 52.99	175.00	11.00	 65.09	 68.550	 0.000	   0.016	  0.000	  0.000	    0.000	 94.530	 0.000
NGC0289    	 55.96	172.00	11.60	 64.29	 66.641	 0.000	   0.008	  0.000	  0.000	    0.000	 92.597	 0.000
NGC0289    	 59.03	168.00	12.60	 62.60	 64.786	 0.000	   0.008	  0.000	  0.000	    0.000	 90.089	 0.000
NGC0289    	 62.00	158.00	 5.38	 59.81	 63.170	 0.000	   0.000	  0.000	  0.000	    0.000	 86.992	 0.000
NGC0289    	 65.07	158.00	 6.50	 57.13	 61.634	 0.000	   0.000	  0.000	  0.000	    0.000	 84.039	 0.000
NGC0289    	 68.05	166.00	15.50	 55.14	 60.240	 0.000	   0.000	  0.000	  0.000	    0.000	 81.666	 0.000
NGC0289    	 71.12	165.00	 8.75	 53.24	 58.899	 0.000	   0.000	  0.000	  0.000	    0.000	 79.395	 0.000
NGC3877    	  0.87	 37.80	 9.00	  0.00	 76.389	 6.247	 423.820	 69.314	  0.000	    0.000	 76.389	 6.247
NGC3877    	  1.74	 80.10	 9.00	  0.00	 86.219	 7.050	 266.000	 43.503	  0.000	    0.000	 86.219	 7.050
NGC3877    	  2.61	121.00	 8.50	  0.00	 91.483	 7.481	 207.049	 33.862	  0.000	    0.000	 91.483	 7.481
NGC3877    	  3.50	142.00	 7.30	  8.66	 99.537	 8.139	 178.451	 29.185	  0.000	    0.000	 99.913	 8.109
NGC3877    	  4.37	153.00	 6.20	 14.44	107.935	 8.826	 162.779	 26.622	  0.000	    0.000	108.897	 8.748
NGC3877    	  5.24	160.00	 5.30	 18.43	119.888	 9.804	 152.849	 24.998	  0.000	    0.000	121.297	 9.690
NGC3877    	  6.11	162.00	 5.30	 22.09	136.003	11.121	 133.039	 21.758	  0.000	    0.000	137.785	10.978
NGC3877    	  6.98	167.00	 4.50	 25.11	145.151	11.869	  97.390	 15.928	  0.000	    0.000	147.307	11.696
NGC3877    	  7.85	169.00	 5.30	 26.73	148.353	12.131	  74.251	 12.144	  0.000	    0.000	150.742	11.939
NGC3877    	  8.72	171.00	 4.90	 28.23	150.618	12.317	  56.927	  9.310	  0.000	    0.000	153.240	12.106
NGC3877    	  9.60	171.00	 4.90	 29.63	151.248	12.368	  37.668	  6.161	  0.000	    0.000	154.123	12.137
NGC3877    	 10.47	170.00	 5.70	 30.28	146.261	11.960	  24.370	  3.986	  0.000	    0.000	149.363	11.712
NGC3877    	 11.35	169.00	 7.00	 30.28	142.287	11.635	  17.459	  2.855	  0.000	    0.000	145.473	11.380
UGC06786   	  0.16	160.00	36.00	 -1.22	  7.421	 0.119	 436.835	 13.967	109.882	13541.796	110.126	 1.753
UGC06786   	  0.32	177.00	30.90	 -1.20	 14.474	 0.231	 426.949	 13.651	169.343	 6997.905	169.957	 2.697
UGC06786   	  0.49	180.00	25.30	 -1.08	 21.537	 0.344	 416.683	 13.322	185.455	 3857.075	186.698	 2.945
UGC06786   	  0.65	180.00	32.00	 -0.96	 27.864	 0.445	 407.246	 13.021	190.945	 2522.361	192.965	 3.021
UGC06786   	  1.30	182.00	 4.72	 -0.33	 50.973	 0.815	 371.069	 11.864	186.843	  639.679	193.671	 2.890
UGC06786   	  1.46	183.00	10.80	  0.44	 56.150	 0.898	 362.663	 11.595	183.956	  487.858	192.335	 2.825
UGC06786   	  1.62	184.00	 7.43	  0.74	 61.162	 0.978	 354.452	 11.333	180.986	  366.236	191.042	 2.759
UGC06786   	  3.72	206.00	 8.42	  4.94	116.144	 1.857	 258.548	  8.266	135.797	    0.736	178.758	 2.043
UGC06786   	  3.89	207.00	 4.54	  5.38	120.025	 1.919	 251.478	  8.040	132.927	    0.406	179.178	 2.034
