#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-21T04:44:48 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T04:44:48	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/234/18/table3&-out.max=unlimited&-out=Name,sma,mu36corr,e_mu36corr,ell,tmagcorr,e_tmagcorr	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22340018
#Name: J/ApJS/234/18
#Title: GALEX/S4G surface brightness profiles. I. (Bouquin+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/apjs/234/18	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/234/18	    IVOID of underlying data collection
#INFO	creator=Bouquin A.Y.K.	    First author or institution
#INFO	cites=bibcode:2018ApJS..234...18B	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/234/18	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22340018	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-07-16	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_234_18_table3:
#Name: J/ApJS/234/18/table3
#Title: Surface brightness data for the 1931 galaxies
#Column	Name	(a10)	Galaxy identifier using S^4^G nomenclature	[ucd=meta.id;meta.main]
#Column	sma	(I3)	[6/498] Semi-major axis steps in arcsec	[ucd=phys.angSize;src]
#Column	mu36corr	(F6.3)	[14/39]? 3.6um aperture-corrected surface brightness (1)	[ucd=phot.mag.sb;em.IR.3-4um]
#Column	e_mu36corr	(F9.3)	[0/21707]? 1{sigma} uncertainty in SB36 (1)	[ucd=stat.error]
#Column	ell	(F6.3)	Ellipticity	[ucd=src.ellipticity]
#Column	tmagcorr	(F6.3)	[6/22]? 3.6um aperture-corrected AB magnitude inside aperture (1)	[ucd=phot.mag;em.IR.3-4um]
#Column	e_tmagcorr	(F6.3)	[0/1.1]? 1{sigma} uncertainty in tmagcorr (1)	[ucd=stat.error]
Name	sma	mu36corr	e_mu36corr	ell	tmagcorr	e_tmagcorr
NGC4656   	300	25.382	    0.249	 0.848	11.954	 0.035
NGC4656   	306	25.388	    0.251	 0.848	11.948	 0.036
NGC4656   	312	25.479	    0.272	 0.848	11.943	 0.037
NGC4656   	318	25.618	    0.310	 0.848	11.939	 0.038
NGC4656   	324	25.581	    0.299	 0.848	11.935	 0.040
NGC4656   	330	25.635	    0.314	 0.848	11.931	 0.041
NGC4656   	336	25.641	    0.316	 0.848	11.927	 0.042
NGC4656   	342	25.789	    0.362	 0.848	11.923	 0.043
NGC4656   	348	25.875	    0.392	 0.848	11.919	 0.044
NGC4656   	354	26.064	    0.467	 0.848	11.916	 0.046
NGC4656   	360	25.903	    0.403	 0.848	11.913	 0.047
NGC4656   	366	26.101	    0.483	 0.848	11.910	 0.049
NGC4656   	372	26.211	    0.535	 0.848	11.907	 0.050
NGC4656   	378	26.251	    0.555	 0.848	11.905	 0.052
NGC4656   	384	26.302	    0.581	 0.848	11.902	 0.053
NGC4656   	390	26.293	    0.576	 0.848	11.899	 0.055
NGC4656   	396	26.428	    0.652	 0.848	11.896	 0.057
NGC4656   	402	26.442	    0.661	 0.848	11.894	 0.058
NGC4656   	408	26.610	    0.772	 0.848	11.891	 0.060
NGC4656   	414	26.318	    0.590	 0.848	11.889	 0.061
NGC4656   	420	26.535	    0.721	 0.848	11.887	 0.063
NGC4656   	426	26.838	    0.952	 0.848	11.885	 0.065
NGC4658   	  6	19.150	    0.001	 0.409	14.241	 0.001
NGC4658   	 12	19.763	    0.002	 0.409	13.220	 0.001
NGC4658   	 18	20.484	    0.004	 0.409	12.780	 0.002
NGC4658   	 24	21.204	    0.008	 0.409	12.533	 0.003
NGC4658   	 30	21.904	    0.014	 0.409	12.387	 0.004
NGC4658   	 36	22.434	    0.023	 0.409	12.300	 0.005
NGC4658   	 42	23.017	    0.040	 0.409	12.250	 0.006
NGC4658   	 48	23.862	    0.087	 0.409	12.225	 0.007
NGC4658   	 54	24.419	    0.144	 0.409	12.211	 0.008
NGC4658   	 60	24.988	    0.244	 0.409	12.200	 0.010
NGC4658   	 66	25.463	    0.377	 0.409	12.193	 0.012
NGC4658   	 72	25.836	    0.531	 0.409	12.189	 0.014
NGC4658   	 78	26.604	    1.077	 0.409	12.185	 0.017
NGC4658   	 84	26.697	    1.174	 0.409	12.183	 0.020
NGC4658   	 90	26.875	    1.381	 0.409	12.181	 0.023
NGC4659   	  6	19.055	    0.001	 0.308	13.418	 0.001
NGC4659   	 12	20.320	    0.004	 0.308	12.887	 0.001
NGC4659   	 18	21.091	    0.007	 0.308	12.629	 0.002
NGC4659   	 24	21.492	    0.010	 0.308	12.447	 0.003
NGC4659   	 30	21.858	    0.015	 0.308	12.308	 0.004
NGC4659   	 36	22.292	    0.022	 0.308	12.207	 0.005
NGC4659   	 42	22.762	    0.033	 0.308	12.135	 0.007
NGC4659   	 48	23.238	    0.051	 0.308	12.088	 0.008
NGC4659   	 54	23.667	    0.076	 0.308	12.053	 0.010
NGC4659   	 60	24.053	    0.108	 0.308	12.029	 0.012
NGC4659   	 66	24.524	    0.167	 0.308	12.011	 0.014
NGC4659   	 72	25.088	    0.280	 0.308	12.001	 0.016
NGC4659   	 78	25.450	    0.390	 0.308	11.995	 0.018
NGC4659   	 84	26.176	    0.761	 0.308	11.992	 0.019
NGC4659   	 90	26.962	    1.569	 0.308	11.991	 0.021
NGC4659   	 96	27.005	    1.631	 0.308	11.991	 0.024
NGC4659   	102	      	         	 0.308	11.990	 0.026
NGC4659   	108	      	         	 0.308	11.993	 0.029
NGC4666   	  6	16.694	    0.000	 0.525	11.895	 0.000
NGC4666   	 12	17.581	    0.000	 0.525	11.017	 0.000
NGC4666   	 18	18.071	    0.000	 0.525	10.546	 0.000
NGC4666   	 24	18.542	    0.001	 0.525	10.233	 0.000
NGC4666   	 30	18.981	    0.001	 0.525	10.042	 0.000
NGC4666   	 36	19.513	    0.001	 0.525	 9.913	 0.000
NGC4666   	 42	19.884	    0.002	 0.525	 9.825	 0.000
NGC4666   	 48	20.145	    0.002	 0.525	 9.752	 0.001
NGC4666   	 54	20.433	    0.003	 0.525	 9.690	 0.001
NGC4666   	 60	20.748	    0.004	 0.525	 9.637	 0.001
NGC4666   	 66	21.056	    0.005	 0.525	 9.594	 0.001
NGC4666   	 72	21.343	    0.006	 0.525	 9.558	 0.001
NGC4666   	 78	21.721	    0.009	 0.525	 9.529	 0.001
NGC4666   	 84	22.018	    0.012	 0.525	 9.506	 0.001
NGC4666   	 90	22.232	    0.015	 0.525	 9.487	 0.001
NGC4666   	 96	22.494	    0.019	 0.525	 9.469	 0.002
NGC4666   	102	22.773	    0.024	 0.525	 9.455	 0.002
NGC4666   	108	23.167	    0.034	 0.525	 9.445	 0.002
NGC4666   	114	23.492	    0.046	 0.525	 9.437	 0.002
NGC4666   	120	23.683	    0.055	 0.525	 9.431	 0.002
NGC4666   	126	23.912	    0.068	 0.525	 9.426	 0.003
NGC4666   	132	24.126	    0.083	 0.525	 9.422	 0.003
NGC4666   	138	24.330	    0.100	 0.525	 9.419	 0.003
NGC4666   	144	24.548	    0.123	 0.525	 9.417	 0.003
NGC4666   	150	24.793	    0.154	 0.525	 9.415	 0.003
NGC4666   	156	24.925	    0.173	 0.525	 9.413	 0.004
NGC4666   	162	25.159	    0.215	 0.525	 9.412	 0.004
NGC4666   	168	25.137	    0.211	 0.525	 9.410	 0.004
NGC4666   	174	25.277	    0.240	 0.525	 9.409	 0.004
NGC4666   	180	25.498	    0.294	 0.525	 9.408	 0.005
NGC4666   	186	25.541	    0.306	 0.525	 9.407	 0.005
NGC4666   	192	25.753	    0.372	 0.525	 9.406	 0.005
NGC4666   	198	25.862	    0.411	 0.525	 9.405	 0.006
NGC4666   	204	25.827	    0.398	 0.525	 9.405	 0.006
NGC4666   	210	26.056	    0.491	 0.525	 9.404	 0.006
NGC4666   	216	26.212	    0.567	 0.525	 9.403	 0.007
NGC4666   	222	26.117	    0.519	 0.525	 9.403	 0.007
NGC4666   	228	26.266	    0.596	 0.525	 9.402	 0.007
NGC4666   	234	26.332	    0.633	 0.525	 9.402	 0.008
NGC4666   	240	26.336	    0.635	 0.525	 9.401	 0.008
NGC4666   	246	26.487	    0.730	 0.525	 9.401	 0.008
NGC4666   	252	26.379	    0.661	 0.525	 9.400	 0.009
NGC4666   	258	26.537	    0.765	 0.525	 9.400	 0.009
NGC4666   	264	26.837	    1.007	 0.525	 9.399	 0.010
NGC4666   	270	26.957	    1.125	 0.525	 9.399	 0.010
NGC4666   	276	26.821	    0.993	 0.525	 9.398	 0.011
NGC4666   	282	26.925	    1.092	 0.525	 9.398	 0.011
NGC4666   	288	27.060	    1.237	 0.525	 9.398	 0.012
NGC4666   	294	27.373	    1.651	 0.525	 9.398	 0.012
NGC4666   	300	27.425	    1.731	 0.525	 9.397	 0.012
NGC4666   	306	27.265	    1.494	 0.525	 9.397	 0.013
NGC4666   	312	27.550	    1.942	 0.525	 9.397	 0.013
NGC4666   	318	27.869	    2.604	 0.525	 9.397	 0.014
NGC4666   	324	27.723	    2.278	 0.525	 9.397	 0.014
NGC4666   	330	27.837	    2.528	 0.525	 9.397	 0.015
NGC4668   	  6	20.657	    0.003	 0.421	15.864	 0.002
NGC4668   	 12	21.108	    0.004	 0.421	14.716	 0.002
NGC4668   	 18	21.473	    0.005	 0.421	14.101	 0.003
NGC4668   	 24	22.100	    0.008	 0.421	13.743	 0.004
NGC4668   	 30	22.904	    0.017	 0.421	13.567	 0.005
NGC4668   	 36	23.686	    0.035	 0.421	13.482	 0.006
NGC4668   	 42	24.186	    0.055	 0.421	13.430	 0.008
NGC4668   	 48	24.703	    0.088	 0.421	13.392	 0.010
NGC4668   	 54	25.195	    0.137	 0.421	13.365	 0.012
NGC4668   	 60	25.962	    0.277	 0.421	13.350	 0.015
NGC4668   	 66	26.208	    0.346	 0.421	13.340	 0.017
NGC4668   	 72	27.140	    0.814	 0.421	13.332	 0.020
NGC4668   	 78	26.944	    0.678	 0.421	13.328	 0.023
NGC4668   	 84	27.381	    1.012	 0.421	13.324	 0.026
NGC4668   	 90	27.796	    1.480	 0.421	13.320	 0.030
NGC4668   	 96	28.260	    2.264	 0.421	13.317	 0.034
NGC4668   	102	27.670	    1.314	 0.421	13.314	 0.038
NGC4680   	  6	19.656	    0.001	 0.200	14.040	 0.001
NGC4680   	 12	19.896	    0.001	 0.200	13.146	 0.001
NGC4680   	 18	20.787	    0.003	 0.200	12.650	 0.001
NGC4680   	 24	21.673	    0.006	 0.200	12.442	 0.001
NGC4680   	 30	22.480	    0.012	 0.200	12.339	 0.002
NGC4680   	 36	23.236	    0.023	 0.200	12.279	 0.003
NGC4680   	 42	23.780	    0.038	 0.200	12.244	 0.004
NGC4680   	 48	24.388	    0.066	 0.200	12.224	 0.004
NGC4680   	 54	24.995	    0.116	 0.200	12.210	 0.006
NGC4680   	 60	25.398	    0.167	 0.200	12.200	 0.007
NGC4680   	 66	25.946	    0.276	 0.200	12.193	 0.008
NGC4680   	 72	26.363	    0.404	 0.200	12.188	 0.010
NGC4680   	 78	26.946	    0.691	 0.200	12.186	 0.011
NGC4680   	 84	27.022	    0.739	 0.200	12.183	 0.013
NGC4680   	 90	27.106	    0.798	 0.200	12.181	 0.015
NGC4680   	 96	27.820	    1.538	 0.200	12.180	 0.017
NGC4680   	102	      	         	 0.200	12.180	 0.019
NGC4680   	108	29.391	    6.527	 0.200	12.180	 0.020
NGC4680   	114	      	         	 0.200	12.179	 0.023
NGC4680   	120	27.930	    1.696	 0.200	12.179	 0.025
NGC4680   	126	28.527	    2.937	 0.200	12.178	 0.028
NGC4682   	  6	20.226	    0.002	 0.516	15.515	 0.002
NGC4682   	 12	20.660	    0.002	 0.516	14.446	 0.002
NGC4682   	 18	20.938	    0.003	 0.516	13.812	 0.002
NGC4682   	 24	21.088	    0.003	 0.516	13.370	 0.002
NGC4682   	 30	21.364	    0.004	 0.516	13.031	 0.002
NGC4682   	 36	21.665	    0.005	 0.516	12.792	 0.002
NGC4682   	 42	21.958	    0.006	 0.516	12.616	 0.003
NGC4682   	 48	22.330	    0.009	 0.516	12.481	 0.003
NGC4682   	 54	22.761	    0.013	 0.516	12.388	 0.004
NGC4682   	 60	23.154	    0.018	 0.516	12.324	 0.004
NGC4682   	 66	23.454	    0.024	 0.516	12.274	 0.005
NGC4682   	 72	23.949	    0.037	 0.516	12.239	 0.006
NGC4682   	 78	24.357	    0.054	 0.516	12.215	 0.007
NGC4682   	 84	24.775	    0.079	 0.516	12.199	 0.007
NGC4682   	 90	25.291	    0.126	 0.516	12.187	 0.008
NGC4682   	 96	26.050	    0.254	 0.516	12.181	 0.009
NGC4682   	102	26.306	    0.321	 0.516	12.177	 0.010
NGC4682   	108	26.822	    0.515	 0.516	12.174	 0.012
NGC4682   	114	27.809	    1.276	 0.516	12.173	 0.013
NGC4682   	120	27.764	    1.223	 0.516	12.172	 0.014
NGC4682   	126	28.261	    1.930	 0.516	12.171	 0.015
NGC4682   	132	27.853	    1.325	 0.516	12.171	 0.017
NGC4682   	138	28.907	    3.493	 0.516	12.170	 0.018
NGC4682   	144	      	         	 0.516	12.170	 0.019
NGC4682   	150	28.994	    3.778	 0.516	12.170	 0.021
NGC4682   	156	30.212	   11.592	 0.516	12.170	 0.023
NGC4682   	162	28.473	    2.334	 0.516	12.169	 0.024
NGC4682   	168	28.872	    3.370	 0.516	12.168	 0.026
NGC4684   	  6	17.803	    0.000	 0.590	13.081	 0.000
NGC4684   	 12	18.907	    0.001	 0.590	12.388	 0.000
NGC4684   	 18	19.662	    0.001	 0.590	12.096	 0.000
NGC4684   	 24	20.229	    0.002	 0.590	11.901	 0.000
NGC4684   	 30	20.673	    0.003	 0.590	11.747	 0.001
NGC4684   	 36	21.108	    0.004	 0.590	11.639	 0.001
NGC4684   	 42	21.493	    0.005	 0.590	11.563	 0.001
NGC4684   	 48	21.844	    0.007	 0.590	11.496	 0.001
NGC4684   	 54	22.200	    0.010	 0.590	11.445	 0.002
NGC4684   	 60	22.558	    0.013	 0.590	11.405	 0.002
NGC4684   	 66	22.917	    0.018	 0.590	11.375	 0.002
NGC4684   	 72	23.273	    0.025	 0.590	11.353	 0.003
NGC4684   	 78	23.617	    0.034	 0.590	11.337	 0.003
NGC4684   	 84	23.884	    0.044	 0.590	11.324	 0.003
NGC4684   	 90	24.203	    0.059	 0.590	11.314	 0.004
NGC4684   	 96	24.478	    0.076	 0.590	11.306	 0.004
NGC4684   	102	24.890	    0.110	 0.590	11.299	 0.005
NGC4684   	108	25.101	    0.134	 0.590	11.293	 0.005
NGC4684   	114	25.319	    0.164	 0.590	11.288	 0.006
NGC4684   	120	25.628	    0.217	 0.590	11.285	 0.007
NGC4684   	126	26.026	    0.313	 0.590	11.282	 0.007
NGC4684   	132	26.059	    0.322	 0.590	11.279	 0.008
NGC4684   	138	26.398	    0.440	 0.590	11.278	 0.009
NGC4684   	144	26.396	    0.439	 0.590	11.276	 0.009
NGC4684   	150	26.422	    0.450	 0.590	11.275	 0.010
NGC4684   	156	26.720	    0.591	 0.590	11.273	 0.011
NGC4684   	162	26.987	    0.755	 0.590	11.273	 0.011
NGC4684   	168	26.841	    0.660	 0.590	11.272	 0.012
NGC4684   	174	34.998	 1207.790	 0.590	11.271	 0.013
NGC4684   	180	27.443	    1.148	 0.590	11.271	 0.014
NGC4684   	186	27.910	    1.765	 0.590	11.271	 0.014
NGC4684   	192	27.239	    0.951	 0.590	11.271	 0.015
NGC4688   	  6	21.672	    0.014	 0.097	16.270	 0.009
NGC4688   	 12	22.184	    0.020	 0.097	15.256	 0.012
NGC4688   	 18	22.514	    0.026	 0.097	14.675	 0.015
NGC4688   	 24	22.831	    0.034	 0.097	14.297	 0.019
NGC4688   	 30	22.931	    0.036	 0.097	14.004	 0.022
NGC4688   	 36	23.334	    0.052	 0.097	13.774	 0.026
NGC4688   	 42	23.697	    0.072	 0.097	13.620	 0.030
NGC4688   	 48	23.913	    0.088	 0.097	13.496	 0.035
NGC4688   	 54	24.062	    0.100	 0.097	13.391	 0.040
NGC4688   	 60	24.301	    0.124	 0.097	13.301	 0.046
NGC4688   	 66	24.493	    0.148	 0.097	13.223	 0.052
NGC4688   	 72	24.904	    0.216	 0.097	13.162	 0.058
NGC4688   	 78	25.036	    0.243	 0.097	13.112	 0.066
NGC4688   	 84	25.131	    0.265	 0.097	13.063	 0.073
NGC4688   	 90	25.430	    0.348	 0.097	13.026	 0.081
NGC4688   	 96	25.530	    0.381	 0.097	12.989	 0.089
NGC4688   	102	25.630	    0.417	 0.097	12.960	 0.098
NGC4688   	108	25.751	    0.466	 0.097	12.931	 0.108
NGC4688   	114	26.036	    0.606	 0.097	12.904	 0.117
NGC4688   	120	25.755	    0.467	 0.097	12.882	 0.127
NGC4688   	126	26.494	    0.922	 0.097	12.863	 0.137
NGC4688   	132	26.976	    1.436	 0.097	12.851	 0.149
NGC4688   	138	27.269	    1.880	 0.097	12.845	 0.162
NGC4688   	144	26.414	    0.855	 0.097	12.833	 0.173
NGC4688   	150	26.731	    1.144	 0.097	12.821	 0.185
NGC4688   	156	27.039	    1.518	 0.097	12.811	 0.198
NGC4688   	162	27.206	    1.769	 0.097	12.801	 0.211
NGC4688   	168	28.459	    5.609	 0.097	12.799	 0.224
NGC4688   	174	28.641	    6.633	 0.097	12.797	 0.238
NGC4688   	180	27.061	    1.547	 0.097	12.794	 0.251
NGC4688   	186	27.631	    2.615	 0.097	12.789	 0.264
NGC4688   	192	29.804	   19.335	 0.097	12.786	 0.277
NGC4688   	198	27.968	    3.564	 0.097	12.784	 0.290
NGC4688   	204	29.789	   19.053	 0.097	12.781	 0.303
NGC4688   	210	27.281	    1.892	 0.097	12.777	 0.315
NGC4688   	216	27.566	    2.459	 0.097	12.772	 0.327
NGC4688   	222	27.449	    2.207	 0.097	12.767	 0.339
NGC4688   	228	28.247	    4.603	 0.097	12.764	 0.352
NGC4688   	234	27.361	    2.035	 0.097	12.758	 0.363
NGC4688   	240	30.645	   41.890	 0.097	12.755	 0.376
NGC4691   	  6	18.469	    0.001	 0.167	13.087	 0.001
NGC4691   	 12	19.430	    0.002	 0.167	12.262	 0.001
NGC4691   	 18	20.198	    0.004	 0.167	11.857	 0.002
NGC4691   	 24	20.606	    0.006	 0.167	11.592	 0.002
NGC4691   	 30	21.218	    0.010	 0.167	11.441	 0.003
NGC4691   	 36	21.531	    0.013	 0.167	11.328	 0.004
NGC4691   	 42	21.853	    0.018	 0.167	11.238	 0.005
NGC4691   	 48	22.127	    0.023	 0.167	11.165	 0.006
NGC4691   	 54	22.362	    0.028	 0.167	11.103	 0.007
NGC4691   	 60	22.630	    0.036	 0.167	11.052	 0.008
NGC4691   	 66	22.850	    0.044	 0.167	11.012	 0.009
NGC4691   	 72	23.075	    0.054	 0.167	10.974	 0.010
NGC4691   	 78	23.235	    0.063	 0.167	10.943	 0.012
NGC4691   	 84	23.470	    0.078	 0.167	10.916	 0.013
NGC4691   	 90	23.745	    0.100	 0.167	10.893	 0.015
NGC4691   	 96	24.028	    0.130	 0.167	10.874	 0.017
NGC4691   	102	24.349	    0.175	 0.167	10.858	 0.018
NGC4691   	108	24.710	    0.244	 0.167	10.847	 0.020
NGC4691   	114	25.025	    0.326	 0.167	10.839	 0.022
NGC4691   	120	25.254	    0.402	 0.167	10.832	 0.024
NGC4691   	126	25.564	    0.535	 0.167	10.826	 0.027
NGC4691   	132	25.948	    0.762	 0.167	10.822	 0.029
NGC4691   	138	26.088	    0.867	 0.167	10.819	 0.032
NGC4691   	144	26.346	    1.099	 0.167	10.816	 0.034
NGC4691   	150	26.582	    1.366	 0.167	10.814	 0.037
NGC4691   	156	26.580	    1.364	 0.167	10.812	 0.040
NGC4691   	162	26.988	    1.986	 0.167	10.810	 0.043
NGC4691   	168	27.368	    2.817	 0.167	10.809	 0.046
NGC4691   	174	27.769	    4.076	 0.167	10.808	 0.048
NGC4691   	180	29.231	   15.664	 0.167	10.808	 0.051
NGC4691   	186	29.335	   17.245	 0.167	10.808	 0.054
NGC4691   	192	      	         	 0.167	10.808	 0.056
NGC4694   	  6	18.977	    0.001	 0.211	13.319	 0.000
NGC4694   	 12	20.045	    0.001	 0.211	12.642	 0.001
NGC4694   	 18	20.744	    0.002	 0.211	12.322	 0.001
NGC4694   	 24	21.299	    0.004	 0.211	12.122	 0.001
NGC4694   	 30	21.738	    0.006	 0.211	11.989	 0.002
NGC4694   	 36	22.121	    0.008	 0.211	11.898	 0.002
NGC4694   	 42	22.387	    0.011	 0.211	11.835	 0.003
NGC4694   	 48	22.738	    0.015	 0.211	11.787	 0.003
NGC4694   	 54	23.132	    0.021	 0.211	11.748	 0.003
NGC4694   	 60	23.437	    0.028	 0.211	11.717	 0.004
NGC4694   	 66	23.754	    0.038	 0.211	11.689	 0.005
NGC4694   	 72	23.943	    0.045	 0.211	11.666	 0.005
NGC4694   	 78	24.208	    0.057	 0.211	11.648	 0.006
NGC4694   	 84	24.438	    0.071	 0.211	11.633	 0.007
NGC4694   	 90	24.641	    0.086	 0.211	11.621	 0.008
NGC4694   	 96	24.906	    0.109	 0.211	11.611	 0.009
NGC4694   	102	25.036	    0.123	 0.211	11.602	 0.009
NGC4694   	108	25.263	    0.152	 0.211	11.594	 0.010
NGC4694   	114	25.461	    0.182	 0.211	11.587	 0.011
NGC4694   	120	25.746	    0.236	 0.211	11.581	 0.013
NGC4694   	126	25.952	    0.286	 0.211	11.576	 0.014
NGC4694   	132	26.247	    0.375	 0.211	11.571	 0.015
NGC4694   	138	26.544	    0.493	 0.211	11.568	 0.016
NGC4694   	144	26.776	    0.610	 0.211	11.565	 0.018
NGC4694   	150	26.918	    0.695	 0.211	11.562	 0.019
NGC4694   	156	27.606	    1.311	 0.211	11.561	 0.021
NGC4694   	162	27.457	    1.143	 0.211	11.559	 0.022
NGC4694   	168	28.018	    1.915	 0.211	11.558	 0.024
NGC4694   	174	29.347	    6.514	 0.211	11.558	 0.026
NGC4694   	180	30.452	   18.024	 0.211	11.557	 0.028
NGC4694   	186	      	         	 0.211	11.557	 0.030
NGC4694   	192	      	         	 0.211	11.558	 0.032
NGC4698   	  6	18.146	    0.000	 0.193	12.394	 0.000
NGC4698   	 12	19.173	    0.001	 0.193	11.761	 0.000
NGC4698   	 18	19.781	    0.001	 0.193	11.428	 0.000
NGC4698   	 24	20.147	    0.002	 0.193	11.189	 0.001
NGC4698   	 30	20.411	    0.002	 0.193	11.000	 0.001
NGC4698   	 36	20.697	    0.002	 0.193	10.847	 0.001
NGC4698   	 42	20.991	    0.003	 0.193	10.725	 0.001
NGC4698   	 48	21.287	    0.004	 0.193	10.627	 0.001
NGC4698   	 54	21.587	    0.006	 0.193	10.547	 0.002
NGC4698   	 60	21.807	    0.007	 0.193	10.483	 0.002
NGC4698   	 66	22.068	    0.009	 0.193	10.434	 0.002
NGC4698   	 72	22.301	    0.011	 0.193	10.395	 0.002
NGC4698   	 78	22.545	    0.013	 0.193	10.363	 0.003
NGC4698   	 84	22.779	    0.016	 0.193	10.335	 0.003
NGC4698   	 90	23.036	    0.021	 0.193	10.313	 0.003
NGC4698   	 96	23.223	    0.025	 0.193	10.297	 0.003
NGC4698   	102	23.397	    0.029	 0.193	10.282	 0.004
NGC4698   	108	23.593	    0.035	 0.193	10.269	 0.004
NGC4698   	114	23.767	    0.041	 0.193	10.259	 0.004
NGC4698   	120	23.974	    0.049	 0.193	10.249	 0.005
NGC4698   	126	24.150	    0.058	 0.193	10.241	 0.005
NGC4698   	132	24.312	    0.067	 0.193	10.234	 0.005
NGC4698   	138	24.471	    0.078	 0.193	10.229	 0.006
NGC4698   	144	24.649	    0.092	 0.193	10.223	 0.006
NGC4698   	150	24.763	    0.102	 0.193	10.218	 0.007
NGC4698   	156	24.899	    0.115	 0.193	10.213	 0.007
NGC4698   	162	25.058	    0.133	 0.193	10.209	 0.008
NGC4698   	168	25.335	    0.172	 0.193	10.205	 0.008
NGC4698   	174	25.659	    0.232	 0.193	10.202	 0.009
NGC4698   	180	25.660	    0.232	 0.193	10.200	 0.009
NGC4698   	186	25.796	    0.263	 0.193	10.197	 0.010
NGC4698   	192	26.064	    0.337	 0.193	10.195	 0.010
NGC4698   	198	26.201	    0.382	 0.193	10.193	 0.011
NGC4698   	204	26.318	    0.425	 0.193	10.192	 0.011
NGC4698   	210	26.642	    0.573	 0.193	10.190	 0.012
NGC4698   	216	26.789	    0.656	 0.193	10.189	 0.013
NGC4698   	222	26.680	    0.593	 0.193	10.188	 0.013
NGC4698   	228	27.076	    0.855	 0.193	10.187	 0.014
NGC4698   	234	26.842	    0.689	 0.193	10.186	 0.015
NGC4698   	240	27.148	    0.913	 0.193	10.185	 0.015
NGC4698   	246	26.779	    0.650	 0.193	10.184	 0.016
NGC4698   	252	26.872	    0.708	 0.193	10.183	 0.017
NGC4698   	258	27.232	    0.986	 0.193	10.182	 0.017
NGC4698   	264	27.012	    0.805	 0.193	10.181	 0.018
NGC4698   	270	27.628	    1.421	 0.193	10.180	 0.019
NGC4698   	276	27.250	    1.002	 0.193	10.179	 0.020
NGC4698   	282	27.370	    1.119	 0.193	10.179	 0.020
NGC4698   	288	27.874	    1.781	 0.193	10.178	 0.021
NGC4698   	294	27.395	    1.145	 0.193	10.178	 0.022
NGC4698   	300	28.021	    2.040	 0.193	10.178	 0.022
NGC4698   	306	28.060	    2.113	 0.193	10.177	 0.023
NGC4698   	312	      	         	 0.193	10.177	 0.023
NGC4698   	318	29.995	   12.556	 0.193	10.177	 0.024
NGC4698   	324	      	         	 0.193	10.177	 0.024
NGC4698   	330	      	         	 0.193	10.177	 0.025
NGC4698   	336	      	         	 0.193	10.177	 0.025
NGC4698   	342	      	         	 0.193	10.178	 0.026
NGC4698   	348	      	         	 0.193	10.178	 0.026
NGC4698   	354	30.354	   17.474	 0.193	10.178	 0.027
NGC4698   	360	      	         	 0.193	10.178	 0.027
NGC4698   	366	      	         	 0.193	10.178	 0.028
NGC4698   	372	      	         	 0.193	10.179	 0.028
NGC4698   	378	      	         	 0.193	10.179	 0.028
NGC4698   	384	      	         	 0.193	10.179	 0.029
NGC4698   	390	30.422	   18.609	 0.193	10.179	 0.029
NGC4698   	396	      	         	 0.193	10.180	 0.029
NGC4698   	402	      	         	 0.193	10.180	 0.029
NGC4698   	408	      	         	 0.193	10.180	 0.030
NGC4698   	414	      	         	 0.193	10.180	 0.030
NGC4698   	420	      	         	 0.193	10.181	 0.030
NGC4698   	426	      	         	 0.193	10.181	 0.030
NGC4698   	432	      	         	 0.193	10.181	 0.031
NGC4698   	438	      	         	 0.193	10.181	 0.031
NGC4700   	  6	19.523	    0.002	 0.744	15.670	 0.002
NGC4700   	 12	20.026	    0.002	 0.744	14.488	 0.001
NGC4700   	 18	20.428	    0.002	 0.744	13.841	 0.001
NGC4700   	 24	20.826	    0.003	 0.744	13.432	 0.002
NGC4700   	 30	21.106	    0.004	 0.744	13.155	 0.002
NGC4700   	 36	21.396	    0.005	 0.744	12.950	 0.002
NGC4700   	 42	21.798	    0.007	 0.744	12.800	 0.003
NGC4700   	 48	22.031	    0.009	 0.744	12.686	 0.003
