#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-16T17:45:07 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-16T17:45:07	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/385/816/rawcurve&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_33850816
#Name: J/A+A/385/816
#Title: LSB galaxies rotation curves (de Blok+ 2002)
#INFO	ivoid=ivo://cds.vizier/j/a+a/385/816	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/385/816	    IVOID of underlying data collection
#INFO	creator=de Blok W.J.G.	    First author or institution
#INFO	cites=bibcode:2002A&A...385..816D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2002	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/385/816	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.33850816	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-11-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_385_816_rawcurve:
#Name: J/A+A/385/816/rawcurve
#Title: Raw rotation curves
#Column	Name	(a11)	Name of the galaxy	[ucd=meta.id;meta.main]
#Column	r	(F8.1)	Angular radius	[ucd=phys.angSize]
#Column	Vrot	(F9.2)	Rotation velocity (1)	[ucd=phys.veloc.rotat]
#Column	e_Vrot	(F6.2)	Error in rotation velocity (1)	[ucd=stat.error]
Name	r	Vrot	e_Vrot
UGC628     	    -6.6	    64.76	  4.11
UGC628     	    -4.8	    57.69	  4.09
UGC628     	    -3.0	    35.77	  5.37
UGC628     	    -1.2	    14.94	  4.55
UGC628     	     0.6	     3.45	  4.90
UGC628     	     2.4	   -37.10	  8.75
UGC628     	     4.2	   -56.57	  4.64
UGC628     	     6.0	   -67.25	  2.74
UGC628     	     7.8	   -72.26	  2.35
UGC628     	     9.6	   -81.20	  4.12
UGC628     	    11.4	   -85.97	  5.49
UGC628     	    13.2	   -83.85	  6.55
UGC628     	    15.0	   -77.78	 11.35
UGC628     	    16.8	   -79.18	  9.43
UGC628     	    18.6	   -78.38	  5.67
UGC628     	    20.4	   -81.46	  9.98
UGC628     	    22.2	   -87.90	 11.38
UGC628     	    24.0	   -90.96	 10.98
UGC628     	    25.8	   -89.63	  6.22
UGC628     	    27.6	   -93.90	  5.98
UGC628     	    29.4	   -86.67	  8.10
UGC628     	    31.2	   -85.34	  8.98
UGC628     	    34.8	  -106.68	  5.24
UGC628     	    36.6	  -103.92	  4.44
UGC628     	    38.4	  -102.16	  7.77
UGC628     	    43.8	  -117.21	 18.52
UGC731     	  -129.0	    59.17	  3.93
UGC731     	  -127.2	    59.65	  7.04
UGC731     	  -125.4	    61.79	 10.88
UGC731     	  -123.6	    59.29	 11.95
UGC731     	   -73.2	    54.56	  8.32
UGC731     	   -13.8	    29.92	 15.69
UGC731     	   -10.2	    13.15	  7.74
UGC731     	    -8.4	    15.98	 13.48
UGC731     	     0.6	   -14.70	  8.08
UGC731     	     2.4	   -18.39	  8.14
UGC731     	     6.0	   -14.23	 33.40
UGC731     	    11.4	   -28.54	 19.01
UGC731     	    13.2	   -36.86	 31.23
UGC731     	    15.0	   -28.81	 12.75
UGC731     	    16.8	   -38.03	  4.56
UGC731     	    18.6	   -31.53	  3.38
UGC731     	    20.4	   -29.28	  5.74
UGC731     	    22.2	   -32.95	  3.29
UGC731     	    24.0	   -33.64	  4.26
UGC731     	    25.8	   -44.33	  3.65
UGC731     	    27.6	   -43.67	  3.51
UGC731     	    29.4	   -44.93	  3.83
UGC731     	    31.2	   -50.58	  4.20
UGC731     	    33.0	   -49.78	  1.88
UGC731     	    34.8	   -50.47	  1.95
UGC731     	    36.6	   -51.16	  1.95
UGC731     	    38.4	   -54.29	  3.08
UGC731     	    40.2	   -56.66	  6.71
DDO185     	   -89.7	   -50.01	  8.70
DDO185     	   -87.9	   -56.56	  6.11
DDO185     	   -86.1	   -46.43	  5.89
DDO185     	   -84.3	   -45.43	  4.54
DDO185     	   -82.5	   -41.48	  3.13
DDO185     	   -80.7	   -38.10	  3.26
DDO185     	   -78.9	   -35.79	  1.75
DDO185     	   -77.1	   -34.07	  1.34
DDO185     	   -75.3	   -32.52	  0.91
DDO185     	   -73.5	   -30.73	  0.77
DDO185     	   -71.7	   -28.73	  0.70
DDO185     	   -69.9	   -27.43	  0.97
DDO185     	   -68.1	   -27.19	  1.32
DDO185     	   -66.3	   -26.64	  2.48
DDO185     	   -64.5	   -26.18	  3.85
DDO185     	   -14.1	    -7.89	  6.44
DDO185     	   -12.3	    -9.36	  4.48
DDO185     	   -10.5	    -4.86	  2.45
DDO185     	    -8.7	    -7.18	  1.37
DDO185     	    -6.9	    -3.32	  0.82
DDO185     	    -5.1	    -3.05	  0.63
DDO185     	    -3.3	    -1.34	  0.66
DDO185     	    -1.5	     0.58	  0.77
DDO185     	     0.3	    -0.22	  1.44
DDO185     	     2.1	    -0.14	  3.71
DDO185     	     3.9	    -1.74	  5.88
DDO185     	    11.1	     2.51	  7.24
DDO185     	    59.7	    24.09	 12.42
DDO185     	    61.5	    13.09	 15.70
DDO185     	    63.3	    22.90	  9.51
DDO185     	    65.1	    21.43	  7.50
DDO185     	    66.9	    28.78	  7.71
DDO185     	    68.7	    37.08	  5.90
DDO185     	    70.5	    34.56	  8.25
DDO185     	    72.3	    34.14	  5.57
DDO185     	    74.1	    32.67	  4.18
DDO185     	    75.9	    41.44	  5.53
DDO185     	    77.7	    41.55	  6.34
DDO185     	    79.5	    34.68	  7.69
DDO185     	    81.3	    34.94	  5.00
DDO185     	    83.1	    45.89	  8.87
DDO185     	    84.9	    48.01	 15.96
DDO189     	   -62.7	    58.50	 15.68
DDO189     	   -57.3	    38.50	 12.63
DDO189     	   -51.9	    44.40	 12.90
DDO189     	   -46.5	    40.80	  8.77
DDO189     	   -30.3	    26.40	 11.52
DDO189     	   -24.9	    32.40	 11.81
DDO189     	    -3.3	    13.00	 12.05
DDO189     	     2.1	    -8.50	  9.03
DDO189     	     7.5	   -12.20	  5.26
DDO189     	    12.9	   -17.10	  6.04
DDO189     	    18.3	   -34.80	  8.07
DDO189     	    23.7	   -20.00	  4.72
DDO189     	    29.1	    -9.30	  4.02
DDO189     	    56.1	   -50.00	 13.05
DDO47      	   -72.0	    17.51	  8.66
DDO47      	   -70.2	    17.61	 17.88
DDO47      	   -68.4	    18.76	 15.27
DDO47      	   -19.8	    10.49	 12.43
DDO47      	   -18.0	     8.87	  4.49
DDO47      	   -16.2	     3.29	  3.51
DDO47      	   -14.4	    11.13	  2.84
DDO47      	   -12.6	     4.06	  3.08
DDO47      	   -10.8	     8.58	  5.82
DDO47      	    -9.0	    12.81	 10.52
DDO47      	    46.8	   -16.12	  9.88
DDO47      	    48.6	   -17.24	  6.49
DDO47      	    50.4	   -13.27	  9.62
DDO47      	    52.2	    -6.37	  7.52
DDO47      	    54.0	   -16.97	  8.80
DDO47      	    55.8	   -29.90	  9.92
DDO47      	    57.6	   -22.79	  7.76
DDO47      	    59.4	   -31.08	 20.82
DDO47      	    63.0	   -17.57	  7.61
DDO47      	    64.8	   -32.69	 24.17
DDO47      	    66.6	   -13.52	 17.16
DDO47      	    68.4	   -22.67	  5.52
DDO47      	    70.2	   -17.28	  9.09
DDO47      	    72.0	   -12.82	 29.68
DDO47      	    73.8	   -32.82	 22.72
DDO47      	    77.4	   -23.35	 15.69
DDO52      	   -19.8	   -17.85	  8.56
DDO52      	   -18.0	   -12.93	  8.67
DDO52      	   -16.2	    -9.33	  6.22
DDO52      	   -14.4	    -7.62	  2.11
DDO52      	   -12.6	    -8.45	  1.46
DDO52      	   -10.8	    -7.41	  1.09
DDO52      	    -9.0	    -4.51	  0.98
DDO52      	    -7.2	    -0.74	  2.53
DDO52      	    -5.4	    -1.62	  7.87
DDO52      	     5.4	     5.14	 10.60
DDO52      	     9.0	     6.40	  2.96
DDO52      	    10.8	     7.48	  2.17
DDO52      	    12.6	     6.77	  1.34
DDO52      	    14.4	     7.16	  0.90
DDO52      	    16.2	     6.97	  0.87
DDO52      	    18.0	     8.41	  1.35
DDO52      	    19.8	     6.17	  3.04
DDO52      	    21.6	    18.58	  6.04
DDO52      	    23.4	    23.84	  7.68
DDO52      	    25.2	    34.93	  3.74
DDO52      	    27.0	    33.40	  5.12
DDO52      	    28.8	    35.17	 14.64
DDO52      	    30.6	    34.48	 13.58
DDO64      	   -72.0	    44.06	  4.31
DDO64      	   -70.2	    38.74	  3.52
DDO64      	   -68.4	    34.91	  3.47
DDO64      	   -66.6	    41.35	  3.60
DDO64      	   -64.8	    39.18	  2.73
DDO64      	   -63.0	    41.21	  2.60
DDO64      	   -61.2	    39.35	  2.76
DDO64      	   -59.4	    40.56	  4.54
DDO64      	   -57.6	    43.00	  5.46
DDO64      	   -55.8	    36.61	  9.80
DDO64      	   -50.4	    39.19	  7.82
DDO64      	   -48.6	    40.86	  5.68
DDO64      	   -46.8	    34.73	  3.86
DDO64      	   -45.0	    35.56	  1.92
DDO64      	   -43.2	    32.93	  1.40
DDO64      	   -41.4	    33.02	  1.26
DDO64      	   -39.6	    31.93	  2.07
DDO64      	   -37.8	    32.75	  3.15
DDO64      	   -36.0	    24.58	  3.37
DDO64      	   -34.2	    25.14	  5.35
DDO64      	   -32.4	    21.05	  3.27
DDO64      	   -30.6	    16.65	  2.59
DDO64      	   -28.8	    14.96	  1.70
DDO64      	   -27.0	    15.69	  1.20
DDO64      	   -25.2	    18.09	  1.19
DDO64      	   -23.4	    19.85	  1.11
DDO64      	   -21.6	    16.65	  2.65
DDO64      	   -19.8	    16.37	  3.13
DDO64      	   -18.0	    13.16	  3.82
DDO64      	   -16.2	    14.54	  3.47
DDO64      	   -14.4	    12.36	  3.91
DDO64      	   -12.6	    11.79	  2.87
DDO64      	   -10.8	    13.81	  3.51
DDO64      	    -9.0	    13.43	  3.14
DDO64      	    -7.2	     9.92	  2.70
DDO64      	    -5.4	     7.79	  3.86
DDO64      	    -3.6	     6.31	  3.11
DDO64      	    -1.8	     2.95	  2.74
DDO64      	     0.0	    -0.09	  3.68
DDO64      	     1.8	    -4.59	  2.65
DDO64      	     3.6	    -7.68	  1.58
DDO64      	     5.4	    -8.64	  1.16
DDO64      	     7.2	   -11.00	  0.70
DDO64      	     9.0	   -13.19	  0.63
DDO64      	    10.8	   -12.60	  0.51
DDO64      	    12.6	   -13.41	  0.53
DDO64      	    14.4	   -14.01	  0.52
DDO64      	    16.2	   -13.81	  0.53
DDO64      	    18.0	   -13.21	  0.57
DDO64      	    19.8	   -14.52	  0.74
DDO64      	    21.6	   -17.51	  1.34
DDO64      	    23.4	   -22.13	  2.17
DDO64      	    25.2	   -25.51	  2.71
DDO64      	    27.0	   -26.49	  2.83
DDO64      	    28.8	   -30.02	  2.49
DDO64      	    30.6	   -29.45	  4.15
DDO64      	    32.4	   -30.17	  7.17
DDO64      	    37.8	   -28.46	  6.83
DDO64      	    41.4	   -30.02	  8.26
DDO64      	    43.2	   -27.10	  6.74
DDO64      	    45.0	   -38.88	  6.93
DDO64      	    46.8	   -31.48	  9.90
DDO64      	    48.6	   -35.13	  9.28
IC2233     	  -126.9	   -95.67	 13.92
IC2233     	  -123.3	   -89.02	 25.26
IC2233     	  -121.5	   -69.85	 11.89
IC2233     	  -119.7	   -89.81	 18.34
IC2233     	  -117.9	   -89.09	 16.83
IC2233     	  -116.1	   -83.28	 17.66
IC2233     	  -114.3	   -85.11	 17.86
IC2233     	  -112.5	   -79.29	  8.96
IC2233     	  -110.7	   -85.39	  6.51
IC2233     	  -108.9	   -73.93	  5.71
IC2233     	  -107.1	   -75.42	  4.05
IC2233     	  -105.3	   -75.73	  2.46
IC2233     	  -103.5	   -74.11	  1.63
IC2233     	  -101.7	   -73.72	  1.25
IC2233     	   -99.9	   -72.82	  1.32
IC2233     	   -98.1	   -71.85	  1.61
IC2233     	   -96.3	   -71.27	  1.26
IC2233     	   -94.5	   -67.55	  1.22
IC2233     	   -92.7	   -66.10	  1.03
IC2233     	   -90.9	   -64.90	  1.24
IC2233     	   -89.1	   -66.04	  2.31
IC2233     	   -87.3	   -64.80	  4.44
IC2233     	   -85.5	   -62.24	  7.00
IC2233     	   -83.7	   -67.06	 11.76
IC2233     	   -81.9	   -59.23	 12.43
IC2233     	   -80.1	   -71.99	 12.24
IC2233     	   -78.3	   -56.88	 24.28
IC2233     	   -76.5	   -53.58	 15.46
IC2233     	   -74.7	   -52.86	  9.05
IC2233     	   -72.9	   -53.72	  5.69
IC2233     	   -71.1	   -48.99	  6.63
IC2233     	   -69.3	   -60.13	  5.03
IC2233     	   -67.5	   -58.85	  5.25
IC2233     	   -65.7	   -61.58	  4.14
IC2233     	   -63.9	   -57.93	  2.35
IC2233     	   -62.1	   -57.98	  1.85
IC2233     	   -60.3	   -60.94	  1.90
IC2233     	   -58.5	   -59.73	  1.55
IC2233     	   -56.7	   -59.52	  1.96
IC2233     	   -54.9	   -55.00	  2.16
IC2233     	   -53.1	   -47.98	  2.65
IC2233     	   -51.3	   -47.18	  2.90
IC2233     	   -49.5	   -46.71	  3.39
IC2233     	   -47.7	   -48.00	  3.82
IC2233     	   -45.9	   -45.98	  3.51
IC2233     	   -44.1	   -46.84	  2.67
IC2233     	   -42.3	   -48.98	  2.32
IC2233     	   -40.5	   -48.15	  2.62
IC2233     	   -38.7	   -40.83	  2.99
IC2233     	   -36.9	   -35.05	  3.54
IC2233     	   -35.1	   -37.45	  2.47
IC2233     	   -33.3	   -37.25	  1.55
IC2233     	   -31.5	   -35.39	  1.70
IC2233     	   -29.7	   -33.38	  1.75
IC2233     	   -27.9	   -31.17	  1.87
IC2233     	   -26.1	   -34.27	  1.56
IC2233     	   -24.3	   -34.78	  1.12
IC2233     	   -22.5	   -32.36	  1.00
IC2233     	   -20.7	   -32.37	  0.93
IC2233     	   -18.9	   -27.73	  1.03
IC2233     	   -17.1	   -25.74	  1.15
IC2233     	   -15.3	   -19.42	  1.49
IC2233     	   -13.5	   -20.99	  1.81
IC2233     	   -11.7	   -17.83	  1.50
IC2233     	    -9.9	   -16.36	  1.51
IC2233     	    -8.1	   -16.05	  1.42
IC2233     	    -6.3	   -12.41	  1.31
IC2233     	    -4.5	    -9.63	  1.13
IC2233     	    -2.7	    -4.77	  2.07
IC2233     	    -0.9	    -3.55	  2.29
IC2233     	     0.9	     4.91	  2.18
IC2233     	     2.7	     9.09	  1.46
IC2233     	     4.5	    15.87	  1.16
IC2233     	     6.3	    24.16	  0.91
IC2233     	     8.1	    25.96	  0.63
IC2233     	     9.9	    25.31	  0.63
IC2233     	    11.7	    23.96	  0.63
IC2233     	    13.5	    24.49	  0.61
IC2233     	    15.3	    26.48	  0.74
IC2233     	    17.1	    29.01	  1.04
IC2233     	    18.9	    28.78	  1.17
IC2233     	    20.7	    28.58	  1.95
IC2233     	    22.5	    29.76	  2.83
IC2233     	    24.3	    29.87	  2.41
IC2233     	    26.1	    34.29	  3.06
IC2233     	    27.9	    36.65	  2.36
IC2233     	    29.7	    42.52	  1.50
IC2233     	    31.5	    42.61	  1.97
IC2233     	    33.3	    36.19	  2.70
IC2233     	    35.1	    41.68	  2.79
IC2233     	    36.9	    39.88	  2.47
IC2233     	    38.7	    42.59	  1.77
IC2233     	    40.5	    39.96	  2.12
IC2233     	    42.3	    38.26	  1.65
IC2233     	    44.1	    39.20	  1.66
IC2233     	    45.9	    41.32	  1.50
IC2233     	    47.7	    44.66	  1.06
IC2233     	    49.5	    45.09	  0.83
IC2233     	    51.3	    44.84	  0.79
IC2233     	    53.1	    44.46	  1.13
IC2233     	    54.9	    43.30	  1.22
IC2233     	    56.7	    39.06	  1.50
IC2233     	    58.5	    36.33	  1.91
IC2233     	    60.3	    36.40	  4.83
IC2233     	    62.1	    39.64	  7.09
IC2233     	    63.9	    40.63	  6.01
IC2233     	    65.7	    39.83	  3.41
IC2233     	    67.5	    38.10	  1.15
IC2233     	    69.3	    36.08	  0.57
IC2233     	    71.1	    36.32	  0.58
IC2233     	    72.9	    38.47	  0.89
IC2233     	    74.7	    41.34	  1.11
IC2233     	    76.5	    45.72	  1.94
IC2233     	    78.3	    50.55	  2.66
IC2233     	    80.1	    51.22	  2.57
IC2233     	    81.9	    56.89	  1.65
IC2233     	    83.7	    65.62	  1.03
IC2233     	    85.5	    65.31	  1.19
IC2233     	    87.3	    65.15	  1.37
IC2233     	    89.1	    64.75	  1.68
IC2233     	    90.9	    57.16	  5.52
IC2233     	    92.7	    56.29	 11.47
IC2233     	    94.5	    49.65	  9.04
IC2233     	    96.3	    55.88	 10.37
IC2233     	    99.9	    60.11	  5.56
IC2233     	   101.7	    63.12	  7.15
IC2233     	   103.5	    62.32	  7.41
IC2233     	   105.3	    63.22	  5.29
IC2233     	   107.1	    70.37	  2.86
IC2233     	   108.9	    78.84	  1.56
IC2233     	   110.7	    78.83	  1.61
IC2233     	   112.5	    82.28	  1.38
IC2233     	   114.3	    84.48	  2.26
IC2233     	   116.1	    86.84	  3.14
IC2233     	   117.9	    91.67	  5.99
IC2233     	   137.7	    92.76	  7.67
IC2233     	   139.5	    86.06	  2.99
IC2233     	   141.3	    91.63	  3.56
IC2233     	   143.1	    88.62	  4.50
IC2233     	   144.9	    95.00	  8.46
NGC2366    	  -162.0	   -39.55	 11.46
NGC2366    	  -160.2	   -39.19	 10.80
NGC2366    	  -156.6	   -47.37	 17.77
NGC2366    	  -154.8	   -37.26	  8.54
NGC2366    	  -153.0	   -38.68	 13.30
NGC2366    	  -151.2	   -21.30	  7.49
NGC2366    	  -149.4	   -35.08	 11.91
NGC2366    	  -147.6	   -26.20	  7.18
NGC2366    	  -145.8	   -25.98	  8.26
NGC2366    	  -144.0	   -23.25	  6.40
NGC2366    	  -142.2	   -33.87	  7.41
NGC2366    	  -140.4	   -26.84	  9.79
NGC2366    	  -138.6	   -24.72	  7.92
NGC2366    	  -136.8	   -26.58	  9.24
NGC2366    	  -135.0	   -29.49	  9.48
NGC2366    	  -133.2	   -32.30	  5.86
NGC2366    	  -131.4	   -30.46	  5.66
NGC2366    	  -129.6	   -28.84	  5.16
NGC2366    	  -127.8	   -27.21	  6.02
NGC2366    	  -126.0	   -37.78	  7.20
NGC2366    	  -124.2	   -26.92	  6.85
NGC2366    	  -122.4	   -31.02	  5.11
NGC2366    	  -120.6	   -22.93	  6.05
NGC2366    	  -118.8	   -23.70	  6.44
NGC2366    	  -117.0	   -18.47	  5.96
NGC2366    	  -115.2	   -24.11	  4.25
NGC2366    	  -113.4	   -17.35	  2.84
NGC2366    	  -111.6	   -13.74	  2.62
NGC2366    	  -109.8	   -13.24	  2.63
NGC2366    	  -108.0	   -10.95	  2.44
NGC2366    	  -106.2	   -10.90	  2.34
NGC2366    	  -104.4	   -10.60	  2.68
NGC2366    	  -102.6	   -11.78	  2.84
NGC2366    	  -100.8	   -12.67	  2.88
NGC2366    	   -99.0	   -17.88	  3.67
NGC2366    	   -97.2	   -16.78	  3.57
NGC2366    	   -95.4	   -13.41	  4.90
NGC2366    	   -93.6	   -19.07	  4.67
NGC2366    	   -91.8	   -18.73	  4.21
NGC2366    	   -90.0	   -22.67	  4.92
NGC2366    	   -88.2	   -19.09	  4.78
NGC2366    	   -86.4	   -23.46	  5.08
NGC2366    	   -84.6	   -32.37	  4.93
NGC2366    	   -82.8	   -24.96	  6.60
NGC2366    	   -81.0	   -22.88	  6.95
NGC2366    	   -79.2	   -28.39	  5.95
NGC2366    	   -77.4	   -32.32	  8.11
NGC2366    	   -73.8	   -30.04	 10.37
NGC2366    	   -72.0	   -28.15	  4.53
NGC2366    	   -70.2	   -32.55	  9.64
NGC2366    	   -68.4	   -29.57	  6.08
NGC2366    	   -66.6	   -43.47	  9.96
NGC2366    	   -64.8	   -27.62	  5.99
NGC2366    	   -63.0	   -37.51	 17.07
NGC2366    	   -61.2	   -35.53	 13.14
NGC2366    	   -59.4	   -41.86	 11.87
NGC2366    	   -57.6	   -39.35	 10.31
NGC2366    	   -54.0	   -29.10	 16.92
NGC2366    	   -50.4	   -24.66	 12.51
NGC2366    	   -48.6	   -25.92	  9.72
NGC2366    	   -46.8	   -15.53	  7.45
NGC2366    	   -45.0	   -14.53	  6.10
NGC2366    	   -43.2	   -17.97	  4.63
NGC2366    	   -41.4	   -15.69	  4.02
NGC2366    	   -39.6	   -14.35	  3.45
NGC2366    	   -37.8	   -19.59	  3.39
NGC2366    	   -36.0	   -12.63	  3.24
NGC2366    	   -34.2	   -19.38	  4.15
NGC2366    	   -32.4	   -16.50	  5.48
NGC2366    	   -30.6	   -19.17	  5.78
NGC2366    	   -28.8	   -22.24	  6.61
NGC2366    	   -27.0	   -13.69	  4.79
NGC2366    	   -25.2	   -17.75	  7.31
NGC2366    	   -23.4	   -13.42	  5.90
NGC2366    	   -21.6	   -13.00	  6.31
NGC2366    	   -19.8	   -15.98	  4.89
NGC2366    	   -18.0	   -12.81	  5.02
NGC2366    	   -16.2	    -3.96	  5.63
NGC2366    	   -14.4	    -9.70	  8.14
NGC2366    	   -12.6	   -18.92	 11.30
NGC2366    	   -10.8	    -8.91	  4.15
NGC2366    	    -9.0	    -8.05	  9.67
NGC2366    	    -7.2	   -17.60	  9.76
NGC2366    	    -5.4	    -4.47	  7.24
NGC2366    	     5.4	     5.05	  6.20
NGC2366    	     5.5	    -5.95	 10.82
NGC2366    	     7.2	     8.59	  6.76
NGC2366    	     7.3	    -4.59	  5.46
NGC2366    	     9.0	     1.44	  3.27
NGC2366    	     9.1	     3.19	  4.82
NGC2366    	    10.8	     2.86	  5.01
NGC2366    	    10.9	     6.20	  3.77
NGC2366    	    12.6	     4.14	  2.82
NGC2366    	    12.7	     4.25	  2.95
NGC2366    	    14.4	     3.35	  2.82
NGC2366    	    14.5	     3.79	  2.39
NGC2366    	    16.2	     3.92	  2.70
NGC2366    	    16.3	     5.71	  1.60
NGC2366    	    18.0	     3.75	  2.52
NGC2366    	    18.1	     5.39	  1.83
NGC2366    	    19.8	     6.47	  2.54
NGC2366    	    19.9	     8.14	  1.96
NGC2366    	    21.6	     3.89	  3.94
NGC2366    	    21.7	     5.87	  1.73
NGC2366    	    23.4	     3.55	  6.57
NGC2366    	    23.5	     9.30	  3.02
NGC2366    	    25.2	    -1.07	  8.64
NGC2366    	    25.3	     8.98	  3.19
NGC2366    	    27.0	    14.88	  3.10
NGC2366    	    28.8	    17.69	  2.83
NGC2366    	    30.6	    21.67	  2.89
NGC2366    	    32.4	    19.61	  3.86
NGC2366    	    34.2	    24.49	  6.80
NGC2366    	    36.0	    20.49	  5.67
NGC2366    	    37.8	    21.72	  4.91
NGC2366    	    39.6	    22.49	  3.72
NGC2366    	    41.4	    19.36	  2.59
NGC2366    	    43.2	    20.71	  4.16
NGC2366    	    45.0	    24.36	  5.29
NGC2366    	    46.8	    19.63	  3.85
NGC2366    	    48.6	    24.99	  3.78
NGC2366    	    50.4	    19.50	  5.79
NGC2366    	    52.2	    25.81	  6.14
NGC2366    	    54.0	    31.32	  8.53
NGC2366    	    55.8	    44.42	 16.56
NGC2366    	    57.6	    22.07	 10.36
NGC2366    	    59.4	    43.91	  8.47
NGC2366    	    61.2	    40.38	 10.54
NGC2366    	    63.0	    32.73	  6.52
NGC2366    	    64.8	    35.99	  5.17
NGC2366    	    66.6	    41.12	  3.99
NGC2366    	    68.4	    39.48	  2.29
NGC2366    	    68.5	    50.64	  5.99
NGC2366    	    70.2	    41.13	  1.37
NGC2366    	    70.3	    44.57	  6.65
NGC2366    	    72.0	    41.51	  0.99
NGC2366    	    72.1	    44.34	  4.07
NGC2366    	    73.8	    42.07	  0.74
NGC2366    	    73.9	    45.10	  2.61
NGC2366    	    75.6	    42.55	  0.84
NGC2366    	    75.7	    43.56	  2.80
NGC2366    	    77.4	    42.96	  1.13
NGC2366    	    77.5	    45.01	  3.86
NGC2366    	    79.2	    41.44	  1.49
NGC2366    	    79.3	    47.94	  6.22
NGC2366    	    81.0	    36.00	  5.58
NGC2366    	    81.1	    42.68	  1.87
NGC2366    	    82.8	    44.24	  2.84
NGC2366    	    82.9	    45.96	 16.28
NGC2366    	    84.6	    45.49	  4.77
NGC2366    	    86.4	    43.55	  5.63
NGC2366    	    88.2	    44.29	 13.05
NGC2366    	   163.8	    57.01	  9.48
NGC2366    	   165.6	    42.35	  7.89
NGC2366    	   167.4	    58.89	 12.02
NGC2366    	   169.2	    43.31	  6.40
NGC2366    	   171.0	    47.45	  9.65
NGC2366    	   172.8	    56.33	  9.71
NGC2366    	   174.6	    57.78	 19.29
NGC2366    	   176.4	    39.26	  8.27
NGC2366    	   178.2	    44.64	 10.94
NGC2366    	   181.8	    28.53	 12.89
NGC2366    	   183.6	    42.16	 13.37
NGC2366    	   185.4	    51.34	  7.45
NGC2366    	   187.2	    53.78	 14.09
NGC2366    	   189.0	    55.80	 19.14
NGC3274    	   -75.6	    55.84	  8.90
NGC3274    	   -73.8	    75.45	  9.62
NGC3274    	   -72.0	    71.28	  4.16
NGC3274    	   -70.2	    68.81	  3.24
NGC3274    	   -68.4	    72.37	  2.16
NGC3274    	   -66.6	    74.20	  1.70
NGC3274    	   -64.8	    73.26	  1.18
NGC3274    	   -63.0	    71.47	  1.03
NGC3274    	   -61.2	    68.80	  1.81
NGC3274    	   -59.4	    54.66	  7.26
NGC3274    	   -57.6	    62.17	 13.44
NGC3274    	   -48.6	    50.02	 17.59
NGC3274    	   -46.8	    61.01	 12.40
NGC3274    	   -45.0	    55.00	 18.97
NGC3274    	   -43.2	    65.85	  6.02
NGC3274    	   -41.4	    52.46	  6.58
NGC3274    	   -39.6	    47.35	  6.69
NGC3274    	   -37.8	    52.53	  5.58
NGC3274    	   -36.0	    50.95	  8.25
NGC3274    	   -34.2	    48.29	 13.19
NGC3274    	   -32.4	    58.42	  6.60
NGC3274    	   -30.6	    54.04	  6.80
NGC3274    	   -28.8	    55.92	  7.85
NGC3274    	   -27.0	    54.36	  9.62
NGC3274    	   -23.4	    53.01	  9.35
NGC3274    	   -21.6	    50.20	  6.70
NGC3274    	   -19.8	    56.05	  4.40
NGC3274    	   -18.0	    49.68	  3.90
NGC3274    	   -16.2	    52.22	  3.19
NGC3274    	   -14.4	    48.16	  2.65
NGC3274    	   -12.6	    39.74	  2.90
NGC3274    	   -10.8	    30.72	  3.80
NGC3274    	    -9.0	    30.79	  3.09
NGC3274    	    -7.2	    25.67	  1.81
NGC3274    	    -5.4	    25.04	  1.33
NGC3274    	    -3.6	    16.90	  1.21
NGC3274    	    -1.8	    10.17	  0.78
NGC3274    	     0.0	     0.46	  0.76
NGC3274    	     1.8	   -11.66	  0.71
NGC3274    	     3.6	   -19.51	  0.78
NGC3274    	     5.4	   -23.58	  1.04
NGC3274    	     7.2	   -25.75	  1.83
NGC3274    	     9.0	   -30.55	  2.71
NGC3274    	    10.8	   -31.51	  3.42
NGC3274    	    12.6	   -34.96	  2.46
NGC3274    	    14.4	   -35.53	  2.55
NGC3274    	    16.2	   -39.45	  2.94
NGC3274    	    18.0	   -41.54	  3.54
NGC3274    	    19.8	   -42.66	  3.08
NGC3274    	    21.6	   -46.06	  2.89
NGC3274    	    23.4	   -46.39	  3.17
NGC3274    	    25.2	   -52.53	  4.28
NGC3274    	    27.0	   -55.24	  2.92
